"","Cliente_Id","Sexo","Estrato","Grupo_valor","Rango_ingresos_acum","Nivel_estudio","Estado_civil","Departamento","Edad","Hijos","Franquicia","canal","origen","Monto_transado","Reclamos","cnt_trx_201706","cnt_trx_201707","cnt_trx_201708","cnt_trx_201709","cnt_trx_201710","cnt_trx_201711","cnt_trx_201712","cnt_trx_201801","cnt_trx_201802","cnt_trx_201803","cnt_trx_201804","cnt_trx_201805","cnt_trx_201806","cnt_trx_201807","cnt_trx_201808","cnt_trx_201809","cnt_trx_201810","cnt_trx_201811","cnt_trx_201812","cnt_trx_201901","cnt_trx_201902","cnt_trx_201903","cnt_trx_201904","cnt_trx_201905","cnt_trx_201906","Total_trx","Grupo_cluster"
"504",11605233,"M",6,"Alto",12000000,"Especializacion","SOLTERO","ANTIOQUIA",42,"1","VISA","P","Internacional",1255162,3,1,7,6,1,30,19,8,15,7,14,8,20,24,15,5,5,3,4,33,0,0,0,0,0,0,225,2
"505",603642,"F",4,"Alto",10500000,"Especializacion","CASADO","ANTIOQUIA",42,"0","VISA","P","Internacional",1506345,3,7,1,4,3,1,2,0,1,1,3,3,5,3,1,1,4,7,6,13,4,1,8,1,3,12,95,2
"506",2346561,"M",4,"Alto",9000000,"Especializacion","CASADO","VALLE DEL CAUCA",42,"0","MASTER","P","Nacional",30046550,3,1,4,7,0,2,2,4,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,25,2
"507",15009932,"M",6,"Alto",9000000,"Pregrado","SOLTERO","BOGOTA D.C.",42,"0","AMEX","I","Nacional",1533108,2,8,9,6,13,6,9,8,8,4,9,8,14,12,10,10,9,11,19,15,13,7,8,10,8,15,249,2
"508",26028897,"F",5,"Alto",9000000,"Maestria","SOLTERO","BOGOTA D.C.",42,"2","AMEX","I","Nacional",9445915,2,14,12,20,2,5,4,7,5,5,3,9,8,15,13,7,5,4,2,9,8,6,3,6,6,4,182,2
"509",11746019,"F",6,"Alto",7800000,"Maestria","SOLTERO","BOGOTA D.C.",42,"0","AMEX","I","Nacional",9036037,2,5,10,2,5,4,0,2,6,1,0,8,3,2,7,6,2,3,9,1,1,1,1,2,1,3,85,2
"510",25090358,"M",5,"Alto",7500000,"Especializacion","UNION LIBRE","BOGOTA D.C.",42,"4","VISA","I","Nacional",1684258,2,34,25,12,38,32,32,11,40,29,45,43,54,33,56,31,71,83,42,55,31,53,30,36,15,7,938,2
"511",10659272,"F",4,"Alto",7500000,"Especializacion","CASADO","ANTIOQUIA",42,"0","MASTER","P","Nacional",4317101,3,6,17,18,12,18,14,21,9,28,8,2,18,27,13,6,20,28,29,13,15,25,14,10,17,18,406,2
"512",16200372,"F",6,"Alto",7500000,"Especializacion","CASADO","BOGOTA D.C.",42,"0","VISA","P","Nacional",10612925,2,2,2,2,2,0,1,3,2,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,3,2,25,2
"513",12239524,"F",4,"Alto",5400000,"Especializacion","CASADO","ANTIOQUIA",42,"0","VISA","P","Internacional",14539696,3,2,1,1,2,1,0,1,2,0,2,0,0,4,2,1,0,0,3,2,3,10,4,4,5,2,52,2
"514",7097290,"F",6,"Alto",5400000,"Especializacion","CASADO","ANTIOQUIA",42,"0","VISA","P","Internacional",7835282,3,3,2,1,3,6,1,3,1,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,2
"515",6979180,"F",6,"Alto",5400000,"Maestria","SOLTERO","BOGOTA D.C.",42,"0","AMEX","I","Nacional",3380196,2,8,4,11,10,11,9,2,5,8,14,3,4,11,2,15,14,11,13,25,23,14,22,38,38,54,369,2
"516",179816,"M",6,"Alto",4500000,"Maestria","CASADO","BOGOTA D.C.",42,"0","AMEX","I","Nacional",3607294,2,6,2,7,9,3,2,6,7,4,6,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,66,2
"517",12290504,"M",5,"Alto",3600000,"Especializacion","CASADO","BOGOTA D.C.",42,"0","VISA","P","Nacional",3205929,2,4,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2
"518",11185649,"M",6,"Alto",43500000,"Especializacion","CASADO","VALLE DEL CAUCA",41,"0","AMEX","I","Nacional",18859402,3,14,8,12,6,2,5,3,13,9,15,11,11,7,20,10,9,5,4,4,5,7,18,6,0,0,204,1
"519",10649259,"M",5,"Alto",36000000,"Pregrado","SOLTERO","BOGOTA D.C.",41,"0","VISA","P","Nacional",2100534,2,12,11,3,5,13,10,9,6,15,5,0,5,0,2,0,0,2,1,1,4,5,1,8,0,0,118,1
"520",8545362,"M",5,"Alto",31500000,"Maestria","CASADO","BOGOTA D.C.",41,"0","AMEX","I","Nacional",20252703,2,1,2,4,2,1,3,2,4,5,6,4,2,5,3,5,5,1,0,12,3,10,2,2,6,6,96,1
"521",6956443,"M",4,"Alto",30000000,"Especializacion","CASADO","BOGOTA D.C.",41,"0","VISA","P","Nacional",11994418,2,1,1,1,2,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,13,1
"522",7005547,"F",5,"Alto",30000000,"Especializacion","CASADO","ANTIOQUIA",41,"0","VISA","P","Nacional",51990745,3,1,1,1,0,1,0,1,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3
"523",11400009,"M",4,"Alto",28500000,"Especializacion","CASADO","ANTIOQUIA",41,"0","VISA","P","Nacional",56914392,3,2,2,5,5,3,9,1,1,1,1,1,4,1,3,2,4,4,9,3,5,2,5,6,6,5,90,3
"524",7393891,"F",6,"Alto",27000000,"Pregrado","CASADO","BOGOTA D.C.",41,"0","AMEX","I","Nacional",5261200,2,8,6,6,7,3,2,3,13,1,7,2,2,7,9,8,6,7,8,5,5,6,5,17,9,6,158,1
"525",11504171,"F",6,"Alto",25500000,"Maestria","SOLTERO","BOGOTA D.C.",41,"0","AMEX","I","Nacional",5876698,2,3,20,6,15,7,7,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,1
"526",949448,"F",6,"Alto",24000000,"Especializacion","CASADO","ANTIOQUIA",41,"0","VISA","P","Internacional",84810138,3,1,1,2,0,0,2,1,6,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,19,3
"527",12486817,"M",5,"Alto",19500000,"Especializacion","CASADO","ANTIOQUIA",41,"0","VISA","P","Internacional",43550540,3,4,3,2,4,3,17,2,1,9,0,3,4,5,10,1,0,7,1,0,0,0,0,0,0,0,76,3
"528",12626278,"M",4,"Alto",19500000,"Especializacion","UNION LIBRE","VALLE DEL CAUCA",41,"0","MASTER","I","Nacional",4396877,3,2,4,7,3,3,2,0,1,1,1,1,1,2,2,2,3,2,5,6,3,4,4,0,0,0,59,2
"529",11316218,"M",4,"Alto",18000000,"Especializacion","SOLTERO","ANTIOQUIA",41,"0","VISA","P","Internacional",28166193,3,2,1,2,1,0,1,3,8,3,0,3,1,7,2,5,3,1,1,4,3,3,5,5,1,0,65,1
"530",297049,"F",5,"Alto",16500000,"Maestria","SOLTERO","BOGOTA D.C.",41,"0","AMEX","I","Nacional",12452012,2,6,7,10,1,2,4,4,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,39,2
"531",7805441,"M",5,"Alto",16500000,"Especializacion","SOLTERO","ANTIOQUIA",41,"0","VISA","P","Nacional",7949915,3,1,1,1,2,1,1,1,2,2,0,3,6,0,1,9,11,2,1,0,0,0,1,0,0,3,49,2
"532",12478783,"M",4,"Alto",15000000,"Pregrado","CASADO","BOGOTA D.C.",41,"2","AMEX","I","Nacional",14113920,2,5,19,9,10,10,10,32,25,2,14,10,37,20,22,22,18,28,25,45,28,24,37,31,42,45,570,2
"533",8872408,"F",6,"Alto",13800000,"Pregrado","UNION LIBRE","BOGOTA D.C.",41,"1","VISA","I","Nacional",53844098,2,2,1,1,2,1,3,4,1,4,4,6,2,1,5,1,0,0,0,0,0,0,0,0,0,0,38,3
"534",4570770,"F",4,"Alto",13500000,"Maestria","CASADO","BOGOTA D.C.",41,"0","VISA","P","Nacional",39045681,2,2,7,4,4,4,1,1,2,1,1,1,0,5,9,4,5,4,2,0,2,7,0,2,0,0,68,3
"535",11472176,"F",5,"Alto",12900000,"Especializacion","SOLTERO","VALLE DEL CAUCA",41,"0","MASTER","P","Nacional",7349315,3,10,1,4,2,6,9,8,6,17,17,16,10,7,14,19,28,10,5,2,15,22,15,11,25,4,283,2
"536",15301679,"M",6,"Alto",12600000,"Pregrado","CASADO","BOGOTA D.C.",41,"0","VISA","I","Nacional",19483611,2,9,7,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2
"537",10435837,"M",6,"Alto",12000000,"Especializacion","CASADO","ANTIOQUIA",41,"0","VISA","P","Nacional",3048991,3,8,28,17,20,21,35,37,19,16,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,2
"538",2885948,"F",6,"Alto",11250000,"Pregrado","SOLTERO","BOGOTA D.C.",41,"0","AMEX","I","Nacional",7179274,2,12,9,10,19,26,33,18,38,19,26,13,9,3,4,6,14,15,10,32,42,23,12,13,38,22,466,2
"539",11434267,"M",4,"Alto",10500000,"Pregrado","DIVORCIADO","BOGOTA D.C.",41,"0","AMEX","I","Nacional",12794602,2,1,9,8,11,7,47,17,19,14,2,8,12,8,4,11,13,13,15,6,5,4,3,11,4,6,258,2
"540",9141357,"M",5,"Alto",10500000,"Especializacion","SOLTERO","ANTIOQUIA",41,"0","VISA","P","Nacional",7379416,3,8,4,14,11,14,0,3,3,3,0,3,9,1,3,2,5,2,0,0,2,0,0,0,0,0,87,2
"541",1456371,"F",5,"Alto",9000000,"Especializacion","SOLTERO","ANTIOQUIA",41,"0","VISA","P","Internacional",6474372,3,15,17,16,11,22,10,21,17,14,16,29,17,21,14,25,14,19,19,19,36,25,30,25,28,40,520,2
"542",13435491,"M",5,"Alto",7500000,"Especializacion","CASADO","ANTIOQUIA",41,"0","MASTER","P","Nacional",37455947,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3
"543",8491242,"M",4,"Alto",7500000,"Pregrado","SOLTERO","BOGOTA D.C.",41,"0","AMEX","I","Nacional",7390511,2,1,2,1,14,4,2,4,4,2,17,2,1,0,0,1,1,0,0,0,0,2,0,0,0,0,58,2
"544",2640939,"F",4,"Alto",6000000,"Especializacion","SOLTERO","ANTIOQUIA",41,"0","VISA","P","Internacional",6065763,3,6,4,2,4,4,5,8,4,11,6,0,1,1,3,2,2,6,5,6,2,6,6,8,4,0,106,2
"545",13428252,"F",6,"Alto",5400000,"Especializacion","CASADO","ANTIOQUIA",41,"0","MASTER","P","Nacional",1692525,3,23,9,10,1,1,3,2,2,4,7,6,6,6,6,4,11,1,4,2,1,3,1,2,3,5,123,2
"546",17981200,"F",6,"Alto",5400000,"Especializacion","CASADO","VALLE DEL CAUCA",41,"2","MASTER","P","Nacional",3507145,3,13,49,27,10,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,2,1,2,118,2
"547",27469995,"F",4,"Alto",5400000,"Pregrado","UNION LIBRE","BOGOTA D.C.",41,"0","AMEX","I","Nacional",7244379,2,15,3,3,6,3,6,0,1,0,0,0,2,0,0,2,0,1,1,0,0,0,1,0,5,0,49,2
"548",10501989,"M",5,"Alto",5100000,"Pregrado","CASADO","BOGOTA D.C.",41,"0","AMEX","I","Nacional",40245951,2,26,1,3,1,0,5,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,42,3
"549",7895451,"F",6,"Alto",5100000,"Especializacion","SOLTERO","ANTIOQUIA",41,"0","VISA","P","Nacional",5104515,3,3,1,2,1,0,4,4,2,2,1,2,2,2,2,3,1,2,2,1,1,4,3,0,0,0,45,2
"550",4433023,"M",4,"Medio",3000000,"tecnico","CASADO","ANTIOQUIA",41,"1","VISA","P","Internacional",3630642,3,6,6,5,7,5,10,1,14,6,4,6,10,15,6,10,2,6,5,6,4,6,10,2,3,1,156,2
"551",17771448,"M",4,"Medio",3000000,"Pregrado","UNION LIBRE","BOGOTA D.C.",41,"1","VISA","I","Nacional",14072916,2,5,1,3,0,26,5,1,6,0,3,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,64,2
"552",15676544,"F",4,"Alto",37500000,"Maestria","CASADO","BOGOTA D.C.",40,"0","AMEX","I","Nacional",13729591,2,5,4,5,4,5,11,13,14,10,15,21,13,25,19,12,7,11,7,21,2,0,0,0,0,0,224,1
"553",11400192,"F",5,"Alto",34500000,"Especializacion","CASADO","BOGOTA D.C.",40,"0","VISA","I","Nacional",25290853,2,4,7,1,1,0,1,6,14,6,21,12,12,2,0,0,0,0,0,0,0,0,0,0,0,0,87,1
"554",24168194,"F",4,"Alto",27000000,"Pregrado","SOLTERO","BOGOTA D.C.",40,"0","VISA","I","Nacional",24613203,2,5,9,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,17,1
"555",12140929,"F",4,"Alto",25500000,"Especializacion","CASADO","ANTIOQUIA",40,"0","VISA","P","Internacional",16472459,3,5,3,2,4,4,2,6,7,2,4,6,4,7,4,3,4,3,4,3,4,2,2,7,4,8,104,1
"556",10402578,"M",5,"Alto",24000000,"Especializacion","CASADO","BOGOTA D.C.",40,"0","VISA","P","Nacional",44536915,2,4,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3
"557",32309348,"F",4,"Alto",18000000,"Maestria","CASADO","BOGOTA D.C.",40,"2","AMEX","I","Nacional",3503880,2,5,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2
"558",15462918,"M",5,"Alto",18000000,"Pregrado","CASADO","BOGOTA D.C.",40,"0","VISA","I","Nacional",15531571,2,1,3,3,1,1,4,4,0,3,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,29,2
"559",12060055,"M",5,"Alto",15000000,"Especializacion","CASADO","ANTIOQUIA",40,"0","MASTER","P","Nacional",702914,3,17,8,23,11,16,9,16,12,15,13,17,17,11,8,9,22,17,22,12,2,6,8,6,9,4,310,2
"560",9076164,"M",5,"Alto",15000000,"Especializacion","CASADO","BOGOTA D.C.",40,"0","VISA","P","Nacional",18343690,2,22,32,23,25,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,2
"561",24076859,"F",4,"Alto",12000000,"Maestria","UNION LIBRE","BOGOTA D.C.",40,"1","AMEX","I","Nacional",2710982,2,4,4,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2
"562",32369178,"M",6,"Alto",12000000,"Maestria","CASADO","BOGOTA D.C.",40,"3","AMEX","I","Nacional",7433588,2,13,22,24,28,12,28,33,13,17,20,26,51,29,42,51,62,34,57,44,34,37,48,21,14,17,777,2
"563",4457371,"F",4,"Alto",10800000,"Especializacion","CASADO","VALLE DEL CAUCA",40,"0","MASTER","P","Nacional",6894141,3,1,6,14,12,14,28,9,26,17,28,24,26,22,35,42,35,18,29,15,3,7,2,0,0,0,413,2
"564",35237874,"F",6,"Alto",7500000,"Especializacion","SOLTERO","ANTIOQUIA",40,"0","VISA","P","Internacional",2181368,3,2,9,12,1,8,2,10,3,16,6,6,9,14,9,7,9,15,14,12,29,22,15,12,10,7,259,2
"565",11417831,"F",6,"Alto",6000000,"Especializacion","CASADO","ANTIOQUIA",40,"0","VISA","P","Internacional",6570080,3,5,6,6,29,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,2
"566",8909175,"F",4,"Alto",5100000,"Especializacion","CASADO","VALLE DEL CAUCA",40,"0","MASTER","P","Nacional",20488961,3,3,5,1,7,0,11,9,62,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,2
"567",1426273,"M",4,"Alto",4500000,"Maestria","SOLTERO","BOGOTA D.C.",40,"0","AMEX","I","Nacional",11826271,2,3,7,10,16,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,2
"568",4327168,"F",5,"Alto",3600000,"Especializacion","CASADO","ANTIOQUIA",40,"0","VISA","P","Internacional",4011090,3,9,19,40,31,40,41,29,11,11,9,9,14,6,14,7,7,4,0,0,0,0,0,0,0,0,301,2
"569",1603540,"M",4,"Alto",3600000,"Especializacion","CASADO","ANTIOQUIA",40,"2","VISA","P","Internacional",4460883,3,1,2,4,3,6,7,6,2,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,2
"570",12413039,"M",5,"Alto",3600000,"Especializacion","SOLTERO","BOGOTA D.C.",40,"0","VISA","P","Nacional",10685813,2,5,6,7,11,11,2,12,7,1,19,15,38,22,28,43,55,61,15,2,6,5,2,5,3,5,386,2
"571",18390384,"M",4,"Medio",3000000,"Pregrado","UNION LIBRE","BOGOTA D.C.",40,"2","VISA","I","Nacional",599245,2,2,1,1,1,1,1,3,2,2,2,1,3,1,3,6,2,6,1,2,2,1,4,2,3,9,62,2
"572",12570608,"M",4,"Medio",3000000,"tecnico","CASADO","ANTIOQUIA",40,"0","VISA","P","Nacional",189027,3,1,2,2,1,1,2,0,1,1,1,1,1,1,14,6,1,4,5,1,2,3,4,0,0,0,55,2
"573",1499378,"M",4,"Medio",3000000,"Tecnologo","SOLTERO","BOGOTA D.C.",40,"0","MASTER","P","Internacional",2941815,3,2,6,4,14,7,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,2
"574",6111483,"M",4,"Alto",54000000,"Especializacion","CASADO","ANTIOQUIA",39,"0","VISA","P","Internacional",40021946,3,8,6,9,24,25,15,9,1,1,6,11,10,18,24,30,16,14,5,17,16,23,11,6,0,2,307,1
"575",1217276,"M",4,"Alto",49500000,"Pregrado","CASADO","BOGOTA D.C.",39,"0","AMEX","I","Nacional",15246116,2,2,4,4,2,0,2,2,0,1,4,6,2,4,2,2,1,4,5,1,4,2,2,4,4,5,69,1
"576",11824018,"F",6,"Alto",39000000,"Pregrado","CASADO","BOGOTA D.C.",39,"0","AMEX","I","Nacional",18859418,2,3,3,7,6,7,13,5,10,18,9,9,7,3,2,1,2,2,3,1,3,1,3,5,6,5,134,1
"577",15161362,"M",6,"Alto",33000000,"Pregrado","CASADO","BOGOTA D.C.",39,"1","AMEX","I","Nacional",17135765,2,4,1,3,4,1,3,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,26,2,63,1
"578",9114664,"F",5,"Alto",30000000,"Pregrado","CASADO","BOGOTA D.C.",39,"0","AMEX","I","Nacional",8675873,2,4,5,3,3,9,9,9,12,12,9,15,13,18,3,2,3,2,2,3,1,9,31,14,3,3,197,1
"579",14255430,"M",6,"Alto",30000000,"Especializacion","CASADO","BOGOTA D.C.",39,"0","VISA","I","Nacional",23444305,2,16,8,1,1,1,2,5,9,12,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,75,1
"580",12533046,"M",5,"Alto",28500000,"Maestria","CASADO","BOGOTA D.C.",39,"0","AMEX","I","Nacional",82168808,2,5,3,10,1,2,4,7,8,3,5,8,7,4,8,9,11,10,8,13,9,7,7,5,8,5,167,3
"581",15362977,"F",6,"Alto",28500000,"Especializacion","SOLTERO","ANTIOQUIA",39,"0","VISA","P","Internacional",6553786,3,25,87,59,47,25,38,48,49,39,20,44,76,42,1,7,3,4,11,0,0,1,0,8,2,0,636,1
"582",382777,"F",6,"Alto",25500000,"Especializacion","SOLTERO","VALLE DEL CAUCA",39,"0","AMEX","I","Nacional",12608752,3,5,4,4,0,8,21,7,5,11,12,10,2,1,0,0,0,0,0,0,0,0,0,0,0,0,90,1
"583",14896634,"F",4,"Alto",24000000,"Especializacion","CASADO","ANTIOQUIA",39,"0","VISA","P","Internacional",10104426,3,1,4,22,20,30,56,38,32,34,34,39,42,29,25,25,34,45,37,19,31,13,2,2,4,1,619,1
"584",9575257,"M",6,"Alto",24000000,"Especializacion","CASADO","ANTIOQUIA",39,"0","VISA","P","Internacional",27249680,3,5,3,4,16,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,1
"585",12616877,"F",5,"Alto",22500000,"Pregrado","SOLTERO","BOGOTA D.C.",39,"0","AMEX","I","Nacional",3376379,2,8,5,10,19,9,10,5,8,7,3,11,30,18,19,18,12,23,19,17,2,0,0,0,0,0,253,2
"586",15457147,"F",4,"Alto",21300000,"Maestria","CASADO","BOGOTA D.C.",39,"0","AMEX","I","Nacional",7925980,2,6,7,10,15,12,17,6,10,32,28,10,8,27,12,6,3,9,9,14,3,8,3,12,9,0,276,2
"587",17507128,"F",6,"Alto",21000000,"Pregrado","CASADO","BOGOTA D.C.",39,"2","AMEX","I","Nacional",21974730,2,10,14,2,0,3,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,1
"588",11715696,"F",6,"Alto",21000000,"Especializacion","CASADO","BOGOTA D.C.",39,"0","VISA","I","Nacional",17568300,2,2,23,10,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,1
"589",12383797,"F",5,"Alto",18000000,"Maestria","CASADO","BOGOTA D.C.",39,"0","AMEX","I","Nacional",22241876,2,1,2,26,41,42,34,33,42,44,37,47,46,50,48,41,33,26,5,0,0,0,0,0,0,0,598,1
"590",12261792,"M",5,"Alto",18000000,"Especializacion","CASADO","ANTIOQUIA",39,"0","VISA","P","Internacional",63350028,3,12,26,17,19,21,14,28,21,13,2,5,16,11,18,23,21,27,2,7,8,1,3,11,31,9,366,3
"591",11930811,"M",6,"Alto",18000000,"Especializacion","CASADO","VALLE DEL CAUCA",39,"0","MASTER","I","Nacional",45821689,3,1,1,6,6,0,2,3,0,1,2,6,5,4,0,0,10,1,1,2,1,0,0,0,0,0,52,3
"592",12494281,"M",5,"Alto",12000000,"Especializacion","CASADO","ANTIOQUIA",39,"0","MASTER","P","Nacional",258457,3,3,8,7,7,2,2,4,0,1,2,1,3,2,10,5,6,6,6,3,0,0,0,0,0,0,78,2
"593",14192929,"M",5,"Alto",12000000,"Especializacion","CASADO","ANTIOQUIA",39,"0","VISA","P","Internacional",10805201,3,1,5,4,4,2,6,30,3,1,1,1,1,2,1,3,9,0,0,0,0,0,0,0,0,0,74,2
"594",18183610,"F",6,"Alto",6600000,"Maestria","DIVORCIADO","BOGOTA D.C.",39,"1","AMEX","I","Nacional",13123756,2,13,4,1,0,0,0,9,0,14,15,13,11,11,24,10,8,8,9,33,12,115,2,0,0,0,312,2
"595",22465264,"M",4,"Alto",6000000,"Especializacion","UNION LIBRE","CUNDINAMARCA",39,"1","VISA","P","Internacional",2906908,3,1,8,4,7,24,10,29,20,0,5,2,13,6,0,0,0,16,34,6,0,21,17,24,16,32,295,2
"596",6892249,"F",5,"Alto",5250000,"Especializacion","SOLTERO","BOGOTA D.C.",39,"0","VISA","I","Nacional",10836258,2,17,4,6,3,6,12,4,6,6,8,6,15,14,12,16,15,20,35,11,18,4,7,40,23,0,308,2
"597",11909868,"F",5,"Alto",5100000,"Pregrado","CASADO","BOGOTA D.C.",39,"0","VISA","P","Nacional",16238163,2,2,1,2,0,3,0,8,1,0,1,1,0,0,4,1,0,3,2,2,1,0,5,2,0,3,42,2
"598",15096924,"M",6,"Alto",4500000,"Especializacion","CASADO","ANTIOQUIA",39,"0","MASTER","P","Nacional",3370741,3,1,2,11,8,2,2,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,2
"599",6780257,"M",4,"Alto",4500000,"Especializacion","CASADO","ANTIOQUIA",39,"0","VISA","P","Internacional",17514498,3,5,7,4,0,0,0,4,0,3,1,7,3,7,2,3,3,4,0,1,0,0,0,2,1,1,58,2
"600",779828,"F",5,"Alto",4500000,"Especializacion","SOLTERO","BOGOTA D.C.",39,"0","VISA","P","Nacional",5428369,2,1,2,1,1,4,4,1,2,2,2,1,3,3,2,2,3,3,2,2,4,3,26,4,23,13,114,2
"601",8803585,"F",4,"Alto",3600000,"Especializacion","SOLTERO","ANTIOQUIA",39,"0","VISA","P","Internacional",3086985,3,4,5,3,2,2,0,4,0,1,7,1,5,0,0,0,2,2,3,1,0,1,2,1,1,0,47,2
"602",1592936,"F",4,"Medio",3000000,"Pregrado","SOLTERO","BOGOTA D.C.",39,"0","VISA","I","Nacional",4987881,2,2,2,2,0,3,0,0,1,0,0,2,0,3,1,0,1,0,6,1,2,0,3,2,0,5,36,2
"603",10873632,"F",6,"Alto",43500000,"Maestria","CASADO","BOGOTA D.C.",38,"0","AMEX","I","Nacional",25825325,2,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1
"604",30102410,"M",6,"Alto",36000000,"Especializacion","CASADO","ANTIOQUIA",38,"1","VISA","P","Internacional",18676924,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
"605",2132466,"M",5,"Alto",33000000,"Especializacion","CASADO","ANTIOQUIA",38,"0","VISA","P","Nacional",167066,3,7,3,1,3,1,2,2,3,1,4,6,4,6,5,2,11,4,15,8,3,0,0,0,0,0,91,1
"606",5497645,"M",6,"Alto",31500000,"Especializacion","SOLTERO","ANTIOQUIA",38,"0","VISA","P","Internacional",60611009,3,18,17,5,9,18,12,22,11,17,9,15,18,16,7,3,10,16,3,17,11,19,14,2,10,12,311,3
"607",16142887,"M",4,"Alto",30000000,"Especializacion","CASADO","ANTIOQUIA",38,"0","VISA","P","Internacional",84553116,3,19,34,37,35,34,44,5,6,2,0,0,11,29,0,2,3,3,2,3,5,0,0,0,1,0,275,3
"608",12060259,"F",6,"Alto",27000000,"Especializacion","CASADO","ANTIOQUIA",38,"0","MASTER","P","Nacional",10036805,3,8,5,5,7,6,17,12,24,15,9,11,13,5,0,0,0,0,0,0,0,0,0,1,0,0,138,1
"609",4070617,"M",5,"Alto",27000000,"Especializacion","SOLTERO","ANTIOQUIA",38,"0","VISA","P","Internacional",9619870,3,5,16,5,3,12,11,15,15,17,17,3,0,0,14,16,18,14,15,15,28,27,15,10,18,24,333,1
"610",11726361,"M",6,"Alto",27000000,"Pregrado","SOLTERO","BOGOTA D.C.",38,"0","AMEX","I","Nacional",11529450,2,2,2,2,3,8,2,1,1,1,2,1,1,2,5,2,1,3,2,1,1,0,0,0,0,0,43,1
"611",6470972,"F",4,"Alto",24000000,"Especializacion","SOLTERO","ANTIOQUIA",38,"0","VISA","P","Internacional",13104897,3,16,22,29,5,4,7,50,22,40,42,8,12,13,9,2,2,0,0,0,0,0,0,0,0,0,283,1
"612",14949082,"F",6,"Alto",21000000,"Especializacion","CASADO","ANTIOQUIA",38,"0","VISA","P","Internacional",25918414,3,2,3,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1
"613",8229185,"F",6,"Alto",21000000,"Especializacion","CASADO","BOGOTA D.C.",38,"0","VISA","I","Nacional",26764674,2,34,25,38,75,77,60,57,55,40,63,75,71,67,62,92,28,65,84,36,21,31,31,66,61,49,1363,1
"614",2232060,"M",5,"Alto",15000000,"Maestria","CASADO","BOGOTA D.C.",38,"0","AMEX","I","Nacional",22500364,2,1,7,6,5,4,0,1,0,2,1,0,0,0,0,2,6,7,4,13,0,0,10,1,2,1,73,2
"615",5111503,"F",6,"Alto",13500000,"Especializacion","CASADO","ANTIOQUIA",38,"2","VISA","P","Internacional",9302860,3,1,2,1,2,1,5,0,2,0,1,1,2,1,1,1,1,0,1,0,2,5,1,1,1,0,33,2
