Cliente_Id;Sexo;Estrato;Segmento;Rango de ingresos;Nivel de estudio;Estado civil;Departamento;Edad;Hijos  ;Franquicia;Canal: Presente/No presente;Origen: Nacional /Internacional;Monto transado;Reclamos realizados;cnt_trx_201706;cnt_trx_201707;cnt_trx_201708;cnt_trx_201709;cnt_trx_201710;cnt_trx_201711;cnt_trx_201712;cnt_trx_201801;cnt_trx_201802;cnt_trx_201803;cnt_trx_201804;cnt_trx_201805;cnt_trx_201806;cnt_trx_201807;cnt_trx_201808;cnt_trx_201809;cnt_trx_201810;cnt_trx_201811;cnt_trx_201812;cnt_trx_201901;cnt_trx_201902;cnt_trx_201903;cnt_trx_201904;cnt_trx_201905;cnt_trx_201906
25265362;-1;-1;-1; 22,500,000 ;-1;-1;-1;-1 ;?;2;I;Nacional;8,369,212; 2 ;5;9;3;4;3;7;11;12;13;15;15;2;10;9;9;19;19;10;12;10;6;15;23;9;4
14580804;M;-1;-1; 25,500,000 ;-1;-1;-1; 46 ;0;2;I;Nacional;2,219,824; 2 ;6;4;13;8;6;10;2;1;1;1;10;2;4;6;11;1;2;3;9;4;4;6;3;11;10
42126535;M;-1;-1; 9,000,000 ;-1;-1;-1; 48 ;?;2;I;Nacional;33,965,580; 2 ;19;11;12;15;21;10;12;4;6;7;7;1;1;;;;;;;;;;;;
3896246;M;-1;-1; 19,500,000 ;-1;-1;-1;-1 ;?;2;I;Nacional;7,346,130; 2 ;41;36;42;30;31;29;32;34;23;16;13;5;4;2;5;7;7;8;5;16;;12;6;12;4
31441977;-1;-1;-1; 5,400,000 ;-1;-1;-1;-1 ;?;2;I;Nacional;19,625,625; 2 ;25;25;18;14;27;29;13;25;12;12;14;13;15;17;8;12;12;6;13;7;;;;;
20757419;-1;-1;-1; 22,500,000 ;-1;-1;-1;-1 ;?;2;I;Nacional;2,310,816; 2 ;1;2;3;4;1;3;2;8;1;1;4;;;;;;;;;;;;;;
48303150;-1;-1;-1; 27,000,000 ;-1;-1;-1; 34 ;?;2;I;Nacional;23,955,485; 2 ;1;3;2;1;;;2;2;;;;;;;;;;;;;;;;;
10072861;F;-1;-1; 11,400,000 ;-1;-1;-1; 74 ;?;2;I;Nacional;14,485,740; 2 ;22;7;3;25;16;26;3;5;24;1;32;4;7;7;10;11;11;5;;12;5;15;8;10;7
37618592;-1;-1;-1; 13,500,000 ;-1;-1;-1;-1 ;?;2;I;Nacional;61,336,231; 2 ;1;5;1;2;1;1;2;2;2;1;;1;4;2;1;1;2;;1;2;;;2;;
26934034;F;-1;-1; 12,000,000 ;-1;-1;-1;-1 ;?;2;I;Nacional;86,229,533; 2 ;6;10;8;14;9;16;14;22;19;11;21;1;5;;;;1;1;2;2;;;1;9;15
16249476;F;3;1; 36,000,000 ;-1;-1;-1; 20 ;?;2;I;Nacional;37,329,230; 2 ;6;15;1;5;7;6;5;3;3;5;2;13;5;;;;;;;;;;;;
43795207;M;-1;-1; 6,300,000 ;-1;-1;-1; 38 ;?;2;I;Nacional;1,146,150; 2 ;23;19;12;15;19;16;12;21;37;10;14;;;;;;;;;;;;;;
5564918;M;-1;-1; 18,000,000 ;-1;-1;-1; 49 ;0;2;I;Nacional;5,529,388; 2 ;3;8;5;;1;;;;;;;;;1;;;;;;;;;;;
33110649;M;-1;-1; 22,500,000 ;-1;-1;-1; 54 ;?;2;I;Nacional;3,394,950; 2 ;3;1;7;2;3;7;;1;28;15;10;5;6;14;16;6;28;1;1;;;;;;
22426091;M;-1;-1; 5,400,000 ;-1;-1;-1; 36 ;?;2;I;Nacional;440,336; 2 ;9;3;3;4;3;1;1;2;1;2;2;1;1;;1;;;;1;;;;1;1;2
39287264;F;-1;-1; 15,000,000 ;-1;-1;-1;-1 ;?;2;I;Nacional;47,239,981; 2 ;3;2;1;;2;;;;;;;;;;;;;;;;;;;;
1056975;F;-1;-1; 3,000,000 ;-1;S;-1; 68 ;0;2;I;Nacional;133,361; 2 ;8;6;10;18;5;5;17;9;12;13;17;11;4;7;11;5;12;5;22;15;12;8;8;5;1
11901834;-1;-1;-1; 21,000,000 ;-1;-1;-1;-1 ;0;2;I;Nacional;3,411,964; 2 ;1;3;3;3;;1;2;2;;1;;2;2;1;1;;1;;3;;;;;1;
39447565;F;-1;-1; 18,000,000 ;-1;-1;-1; 42 ;?;2;I;Nacional;16,944,909; 2 ;12;6;16;23;20;27;25;12;15;22;37;22;45;36;57;22;11;15;30;55;43;45;48;45;51
1217276;M;-1;-1; 49,500,000 ;-1;-1;-1; 39 ;0;2;I;Nacional;15,246,116; 2 ;2;4;4;2;;2;2;;1;4;6;2;4;2;2;1;4;5;1;4;2;2;4;4;5
28763007;-1;-1;-1; 45,000,000 ;-1;-1;-1;-1 ;?;2;I;Nacional;33,193,257; 2 ;1;1;3;5;5;1;1;4;1;7;2;2;2;2;10;5;3;3;4;2;7;7;3;4;2
18078449;F;-1;-1; 31,500,000 ;-1;-1;-1; 47 ;?;2;I;Nacional;23,734,761; 2 ;11;9;1;1;2;7;2;7;5;3;2;2;4;5;4;4;7;17;1;;;;;;
45624180;F;-1;-1; 12,600,000 ;-1;-1;-1;-1 ;?;2;I;Nacional;1,534,319; 2 ;3;9;7;13;14;25;15;3;6;27;4;10;11;;8;11;7;12;1;;12;22;9;9;6
7393891;F;4;2; 27,000,000 ;3;C;-1; 41 ;0;2;I;Nacional;5,261,200; 2 ;8;6;6;7;3;2;3;13;1;7;2;2;7;9;8;6;7;8;5;5;6;5;17;9;6
34939622;F;2;-1; 16,500,000 ;-1;S;-1; 31 ;0;2;I;Nacional;956,828; 2 ;9;2;4;3;4;3;3;2;2;6;4;4;1;7;5;5;8;19;13;6;6;10;14;5;8
24255064;F;-1;-1; 33,000,000 ;-1;-1;-1; 49 ;?;2;I;Nacional;19,069,977; 2 ;3;5;4;;;;2;;1;;;;;;;;;;;;;;;;
41116237;F;-1;-1; 4,500,000 ;-1;-1;-1; 56 ;?;2;I;Nacional;12,269,994; 2 ;2;4;16;5;1;6;5;12;2;2;5;6;12;10;8;6;9;6;13;35;8;13;8;13;8
2885948;-1;-1;-1; 11,250,000 ;-1;-1;-1;-1 ;0;2;I;Nacional;7,179,274; 2 ;12;9;10;19;26;33;18;38;19;26;13;9;3;4;6;14;15;10;32;42;23;12;13;38;22
30431679;M;6;3; 31,500,000 ;0;C;-1; 51 ;0;2;I;Nacional;20,707,103; 2 ;7;6;2;4;14;4;5;4;12;8;7;2;3;2;2;4;9;4;2;2;4;4;;;2
19747121;F;-1;-1; 28,500,000 ;-1;-1;-1; 48 ;?;2;I;Nacional;10,047,609; 2 ;3;21;19;19;20;23;22;13;18;4;13;30;36;20;25;22;32;22;20;44;22;6;17;1;1
47292852;-1;-1;-1; 21,000,000 ;-1;-1;-1;-1 ;?;2;I;Nacional;55,055,175; 2 ;1;2;1;;2;;2;1;;;;;;;;;;;;;;;;;
9062563;M;6;3; 25,500,000 ;-1;-1;-1; 43 ;0;2;I;Nacional;9,461,055; 2 ;19;11;11;12;13;22;23;21;19;22;47;26;17;22;26;16;18;19;27;34;19;24;29;27;27
36608294;-1;-1;-1; 7,500,000 ;-1;-1;-1;-1 ;?;2;I;Nacional;12,484,046; 2 ;3;1;1;;6;;3;;;2;1;;;;;;;;;;;;;;
25923736;M;-1;-1; 51,000,000 ;-1;-1;-1; 33 ;?;2;I;Nacional;17,575,201; 2 ;2;6;6;12;10;10;3;12;7;6;11;17;24;2;;;;;;;;;;;
15239178;M;-1;-1; 18,000,000 ;-1;-1;-1;-1 ;0;2;I;Nacional;3,046,374; 2 ;1;2;4;1;1;2;1;3;3;;1;7;7;;1;3;1;2;2;;1;5;1;4;3
42784909;M;-1;-1; 7,500,000 ;-1;-1;-1; 50 ;?;2;I;Nacional;15,775,107; 2 ;3;1;2;2;2;7;3;2;1;1;1;3;4;3;2;6;2;3;6;1;1;;1;1;1
4554620;M;-1;-1; 43,500,000 ;-1;-1;-1; 73 ;0;2;I;Nacional;39,678,938; 2 ;5;4;3;6;12;6;6;3;4;3;5;9;6;5;1;;;1;;;;;;;
32100351;-1;-1;-1; 31,500,000 ;-1;-1;-1;-1 ;?;2;I;Nacional;73,103,966; 2 ;2;10;20;23;40;23;20;1;;;;;;;;;;;;;;;;;
21415793;M;-1;-1; 5,700,000 ;-1;-1;-1; 70 ;?;2;I;Nacional;6,670,505; 2 ;11;13;14;13;19;9;16;13;14;6;10;2;7;4;6;2;9;10;2;4;10;2;4;4;
48961524;-1;-1;-1; 27,000,000 ;-1;-1;-1;-1 ;?;2;I;Nacional;10,909,205; 2 ;2;4;1;;;;1;6;;;;;;;;;;;;;;;;;
10731235;-1;-1;-1; 49,500,000 ;-1;-1;-1;-1 ;?;2;I;Nacional;60,835,119; 2 ;9;5;4;7;29;9;9;12;3;4;31;3;6;6;;6;1;1;15;9;3;2;1;1;1
38276966;-1;-1;-1; 7,500,000 ;-1;-1;-1;-1 ;?;2;I;Nacional;6,766,246; 2 ;1;1;1;12;15;5;6;3;2;;;;;;;;;;;;;;;;
46677;-1;-1;-1; 3,000,000 ;-1;-1;-1;-1 ;?;2;I;Nacional;3,980,805; 2 ;1;21;16;8;;3;;;;;;;;1;13;12;11;1;;;;;;;
11878363;-1;-1;-1; 3,000,000 ;-1;-1;-1;-1 ;0;2;I;Nacional;9,776,523; 2 ;21;9;9;12;11;;5;5;8;6;18;13;9;6;9;7;9;12;14;19;14;13;9;11;12
39424094;-1;-1;-1; 42,000,000 ;-1;-1;-1;-1 ;?;2;I;Nacional;28,988,974; 2 ;1;1;4;;1;;3;;2;2;;;2;3;1;;3;;3;;;;;;
1193805;M;-1;-1; 19,500,000 ;-1;-1;-1;-1 ;?;2;I;Nacional;4,492,347; 2 ;3;2;2;3;4;;1;;1;;1;;;1;;;;;1;;1;;;;
28739536;-1;-1;-1; 25,500,000 ;-1;-1;-1;-1 ;?;2;I;Nacional;22,224,908; 2 ;5;5;8;14;11;6;3;4;4;1;1;;1;;;;1;2;;;;;;;
18054978;M;-1;-1; 25,500,000 ;-1;-1;-1;-1 ;?;2;I;Nacional;5,063,652; 2 ;2;9;19;6;12;6;10;20;10;;10;29;3;;1;;;;;;;;;;
45600709;-1;-1;-1; 34,500,000 ;-1;-1;-1;-1 ;?;2;I;Nacional;13,370,563; 2 ;3;1;9;;2;2;10;8;1;;1;;;1;;;;;;;;;;;
7370420;M;-1;-1; 21,000,000 ;-1;-1;-1;-1 ;0;2;I;Nacional;48,690,340; 2 ;2;5;7;6;18;28;25;12;17;16;60;47;14;3;10;11;21;22;26;15;17;13;8;9;17
34916151;-1;-1;-1; 25,500,000 ;-1;-1;-1;-1 ;?;2;I;Nacional;9,111,086; 2 ;3;2;4;5;5;6;3;2;2;2;2;3;2;3;4;1;1;5;9;1;6;6;6;7;5
24231593;F;-1;-1; 24,000,000 ;-1;-1;-1; 36 ;?;2;I;Nacional;36,069,860; 2 ;7;5;1;1;1;3;8;3;1;1;1;3;1;14;8;5;12;11;15;18;6;9;11;14;10
41092766;-1;-1;-1; 21,000,000 ;-1;-1;-1;-1 ;?;2;I;Nacional;33,480,950; 2 ;1;9;7;4;7;15;31;22;37;33;28;15;29;37;25;21;8;8;5;;;;;;
2862477;M;-1;-1; 6,000,000 ;-1;-1;-1;-1 ;?;2;I;Nacional;7,570,963; 2 ;7;1;1;2;7;2;1;2;2;1;1;;1;1;6;;1;4;;;2;;1;;
30408208;F;1;1; 1,500,000 ;3;U;-1; 41 ;?;2;I;Nacional;7,361,223; 2 ;3;4;2;7;8;7;7;6;7;6;6;7;4;4;3;9;4;7;7;5;7;8;8;8;6
19723650;F;-1;-1; 9,000,000 ;-1;-1;-1; 34 ;?;2;I;Nacional;38,127,535; 2 ;1;1;1;;1;;5;;1;4;;;3;;;;2;2;2;3;3;4;2;3;2
47269381;-1;-1;-1; 16,500,000 ;-1;-1;-1;-1 ;?;2;I;Nacional;19,584,629; 2 ;22;20;13;;;;;;;;;;;;;;;;;;;;;;
9039092;F;-1;-1; 13,500,000 ;-1;-1;-1;-1 ;0;2;I;Nacional;24,899,492; 2 ;9;2;5;6;6;12;13;;;1;4;;;;;;;;1;;;;1;1;1
36584823;M;-1;-1; 22,500,000 ;-1;-1;-1; 42 ;?;2;I;Nacional;6,113,960; 2 ;24;21;18;23;24;40;31;25;18;22;25;71;45;24;8;1;3;;;;;;;;
25900265;M;-1;-1; 3,000,000 ;3;S;-1; 38 ;?;2;I;Nacional;5,421,086; 2 ;13;16;14;18;14;17;16;15;15;11;11;13;9;22;;9;1;14;12;8;6;12;38;28;6
15215707;-1;-1;-1; 16,500,000 ;-1;-1;-1;-1 ;?;2;I;Nacional;10,951,984; 2 ;11;11;12;12;7;10;7;11;12;7;4;4;4;5;8;4;3;6;11;7;5;4;7;5;5
42761438;-1;-1;-1; 9,000,000 ;-1;-1;-1;-1 ;?;2;I;Nacional;6,748,477; 2 ;4;10;30;7;;;;;;;;;;;;;;;;;;;;;
4531149;F;-1;-1; 31,500,000 ;-1;S;-1; 86 ;0;2;I;Nacional;5,110,595; 2 ;2;2;2;2;;4;;4;6;5;4;1;2;1;4;2;4;4;2;2;5;5;3;2;3
32076880;-1;-1;-1; 24,000,000 ;-1;-1;-1; 30 ;?;2;I;Nacional;29,616,312; 2 ;1;1;3;;3;1;1;;1;10;1;;;;;;;;;;;;;;
21392322;-1;-1;-1; 31,200,000 ;-1;-1;-1;-1 ;?;2;I;Nacional;98,016,373; 2 ;12;18;10;18;20;21;20;39;20;20;20;20;21;20;20;15;16;22;35;26;15;18;17;4;6
48938053;M;-1;-1; 22,500,000 ;-1;-1;-1;-1 ;?;2;I;Nacional;33,279,551; 2 ;3;3;2;2;4;5;3;;1;;1;2;1;1;1;1;5;3;2;4;6;1;2;1;6
10707764;-1;-1;-1; 4,800,000 ;-1;-1;-1;-1 ;?;2;I;Nacional;1,199,096; 2 ;8;7;3;8;2;5;;6;4;11;13;4;4;4;;;;9;10;;;;;;
38253495;M;-1;-1; 12,000,000 ;-1;-1;-1; 29 ;?;2;I;Nacional;14,202,574; 2 ;8;31;53;17;24;13;13;21;32;27;41;28;46;33;21;22;48;61;75;54;58;63;76;78;73
23206;-1;-1;-1; 13,500,000 ;-1;-1;-1;-1 ;?;2;I;Nacional;48,890,536; 2 ;1;9;3;1;12;1;5;1;1;3;5;7;3;6;9;5;7;2;12;9;2;4;7;19;13
14385429;M;-1;-1; 3,600,000 ;-1;-1;-1;-1 ;0;2;I;Nacional;10,832,533; 2 ;4;14;13;16;20;20;18;17;9;22;31;32;55;8;13;13;16;15;10;8;7;19;20;13;16
41931160;M;-1;-1; 21,000,000 ;-1;-1;-1; 48 ;?;2;I;Nacional;1,609,273; 2 ;5;3;4;4;6;;;;;;;1;1;1;4;5;1;7;;;;;;;
3700871;M;1;1; 21,000,000 ;3;C;-1; 55 ;0;2;I;Nacional;35,908,133; 2 ;13;11;14;5;22;3;;;;;;;;;;;;;;;;;;;
31246602;-1;-1;-1; 37,500,000 ;-1;-1;-1;-1 ;?;2;I;Nacional;14,413,675; 2 ;9;6;9;17;15;3;8;1;9;5;1;6;2;4;2;3;4;7;6;6;4;1;3;8;18
20562044;-1;-1;-1; 27,000,000 ;-1;-1;-1;-1 ;?;2;I;Nacional;10,682,122; 2 ;1;2;1;;2;1;;;;;;;;;;;;;;;;;;;
48107775;-1;-1;-1; 7,500,000 ;-1;-1;-1;-1 ;?;2;I;Nacional;9,931,962; 2 ;3;1;2;5;2;2;2;1;6;5;2;2;2;1;;;;;;;;;;;
9877486;M;-1;-1; 15,000,000 ;-1;-1;-1; 54 ;?;2;I;Nacional;15,896,546; 2 ;1;5;5;7;5;5;4;9;2;8;10;7;9;6;7;13;13;9;16;;2;3;;;
37423217;M;-1;-1; 15,000,000 ;-1;-1;-1; 26 ;?;2;I;Nacional;70,077,974; 2 ;2;7;2;8;5;3;2;;4;1;3;4;3;7;2;;7;5;;;;;1;5;1
26738659;M;-1;-1; 24,000,000 ;-1;-1;-1; 58 ;?;2;I;Nacional;59,439,757; 2 ;4;12;6;6;9;7;5;7;6;4;5;5;5;4;5;9;5;4;4;5;13;7;12;10;6
16054101;F;-1;-1; 5,400,000 ;-1;-1;-1; 18 ;?;2;I;Nacional;7,086,996; 2 ;3;7;16;12;3;12;4;4;;;;;;;;;;;;;;;;;
43599832;-1;-1;-1; 6,000,000 ;-1;-1;-1;-1 ;?;2;I;Nacional;23,387,833; 2 ;8;18;30;8;21;16;19;30;24;28;15;9;;;;;;;;1;;;;;
5369543;F;-1;-1; 13,500,000 ;-1;-1;-1; 45 ;0;2;I;Nacional;19,896,744; 2 ;1;3;2;2;;;3;;1;2;;;;;;;8;2;3;3;1;1;4;4;5
32915274;M;-1;-1; 3,600,000 ;-1;-1;-1; 59 ;?;2;I;Nacional;2,241,356; 2 ;12;9;7;11;12;10;6;5;12;11;13;17;30;39;30;15;19;16;36;26;15;12;17;15;16
22230716;M;-1;-1; 4,500,000 ;-1;-1;-1; 33 ;?;2;I;Nacional;1,689,981; 2 ;2;8;18;13;26;11;7;6;22;21;23;24;3;28;13;15;8;16;3;1;10;8;10;18;7
11546158;M;-1;-1; 18,000,000 ;-1;-1;-1; 52 ;?;2;I;Nacional;15,190,114; 2 ;1;2;3;;2;4;3;1;;;3;3;;;;4;5;1;2;4;3;1;1;1;1
39091889;-1;-1;-1; 13,500,000 ;-1;-1;-1;-1 ;?;2;I;Nacional;12,279,529; 2 ;9;1;1;4;1;3;2;4;1;1;3;1;21;4;4;10;5;4;6;3;7;2;4;4;4
861600;-1;-1;-1; 3,600,000 ;-1;-1;-1;-1 ;?;2;I;Nacional;19,802,812; 2 ;1;9;1;2;3;1;17;9;7;17;16;2;10;7;9;1;6;5;13;2;11;20;20;8;13
28407331;-1;-1;-1; 9,000,000 ;-1;-1;-1;-1 ;?;2;I;Nacional;250,202; 2 ;9;15;13;16;11;;1;3;;1;1;4;4;4;5;3;;4;8;2;;;;;
17722773;M;-1;-1; 9,000,000 ;-1;-1;-1;-1 ;?;2;I;Nacional;22,720,755; 2 ;15;4;9;7;8;15;15;7;18;9;17;11;15;30;13;13;19;17;16;18;16;17;22;16;23
45268504;-1;-1;-1; 18,000,000 ;-1;-1;-1;-1 ;?;2;I;Nacional;24,329,806; 2 ;4;5;1;1;8;4;2;1;;3;3;1;1;2;1;;;;;;;;;;
7038215;M;-1;-1; 17,100,000 ;-1;-1;-1;-1 ;0;2;I;Nacional;12,410,758; 2 ;8;33;32;1;;;;;;;;;;;;;;;;;;;;;
34583946;F;-1;-1; 19,500,000 ;-1;C;-1; 55 ;3;2;I;Nacional;14,025,862; 2 ;9;15;15;4;5;30;;;;;;;;;;;;;;;;;;;
23899388;-1;-1;-1; 15,600,000 ;-1;-1;-1;-1 ;?;2;I;Nacional;49,956,023; 2 ;14;6;9;14;20;8;26;5;8;15;37;64;59;78;32;63;63;28;28;4;;2;;4;3
40760561;-1;-1;-1; 9,900,000 ;-1;-1;-1;-1 ;?;2;I;Nacional;6,263,030; 2 ;1;2;4;;5;2;4;3;2;3;5;2;2;4;3;1;;;;;;;;;
2530272;-1;-1;-1; 4,500,000 ;-1;-1;-1;-1 ;0;2;I;Nacional;2,353,290; 2 ;8;5;8;3;6;7;12;5;2;36;4;11;13;1;;;;;;;;;;;
30076003;F;-1;-1; 4,500,000 ;-1;-1;-1; 44 ;?;2;I;Nacional;14,417,104; 2 ;2;13;18;11;11;16;17;6;6;10;7;9;13;15;4;13;6;2;3;4;2;2;;10;12
7164645;F;-1;-1; 5,850,000 ;-1;-1;-1;-1 ;0;2;I;Nacional;4,857,381; 2 ;16;19;35;31;52;44;27;57;21;16;27;54;55;53;40;68;66;62;52;44;43;44;36;13;9
34710376;M;-1;-1; 12,000,000 ;-1;-1;-1; 30 ;?;2;I;Nacional;24,820,148; 2 ;6;22;10;21;40;25;2;1;10;23;33;32;18;40;28;14;21;12;1;7;32;35;24;10;6
24025818;M;3;1; 6,750,000 ;-1;-1;-1; 35 ;?;2;I;Nacional;13,334,466; 2 ;8;4;6;21;30;27;17;11;25;21;31;12;30;69;34;35;40;22;15;31;8;25;1;12;9
13341260;-1;-1;-1; 12,000,000 ;-1;-1;-1;-1 ;0;2;I;Nacional;349,530; 2 ;2;3;6;4;7;4;2;1;2;4;;2;4;;;;;4;;1;;1;;;3
40886991;M;-1;-1; 19,500,000 ;-1;-1;-1; 28 ;?;2;I;Nacional;44,215,743; 2 ;7;28;30;13;34;37;11;16;24;13;3;10;108;102;103;121;45;42;13;;;;;;
2656702;M;3;1; 64,500,000 ;-1;-1;-1; 57 ;0;2;I;Nacional;81,301,124; 2 ;5;3;5;1;5;4;1;;;16;8;13;9;16;12;1;2;2;2;1;2;1;1;12;10
30202433;-1;-1;-1; 15,600,000 ;-1;-1;-1;-1 ;?;2;I;Nacional;8,641,749; 2 ;4;14;6;3;1;;1;5;;5;;;;;;;;;;;;;;;
19517875;M;-1;-1; 9,000,000 ;-1;-1;-1; 58 ;?;2;I;Nacional;5,911,320; 2 ;13;15;31;62;102;5;17;27;14;40;20;6;6;5;6;3;4;2;1;1;3;1;1;1;1
47063606;F;-1;-1; 21,000,000 ;-1;-1;-1; 43 ;?;2;I;Nacional;1,965,923; 2 ;4;13;11;3;26;8;9;6;2;3;7;7;6;5;3;7;7;11;;3;5;1;6;2;1
8833317;M;-1;-1; 21,000,000 ;-1;S;-1; 60 ;0;2;I;Nacional;63,106,299; 2 ;1;6;3;5;;;;1;4;3;2;6;;22;13;7;10;1;5;;1;6;;;
36379048;M;-1;-1; 24,000,000 ;-1;-1;-1; 44 ;?;2;I;Nacional;18,266,426; 2 ;5;5;4;1;1;5;;3;7;5;3;3;1;2;5;1;6;3;7;2;;1;4;1;6
25694490;-1;-1;-1; 3,000,000 ;-1;-1;-1;-1 ;?;2;I;Nacional;22,104,620; 2 ;7;5;2;3;11;6;9;4;3;3;6;8;10;5;15;4;13;9;17;4;9;;10;11;10
15009932;-1;-1;-1; 9,000,000 ;-1;-1;-1;-1 ;0;2;I;Nacional;1,533,108; 2 ;8;9;6;13;6;9;8;8;4;9;8;14;12;10;10;9;11;19;15;13;7;8;10;8;15
42555663;M;-1;-1; 31,500,000 ;-1;-1;-1; 46 ;?;2;I;Nacional;28,561,654; 2 ;1;4;8;2;3;3;2;2;2;6;3;3;3;2;6;3;7;3;4;6;5;5;2;2;2
4325374;F;-1;-1; 36,000,000 ;-1;-1;-1; 45 ;0;2;I;Nacional;12,711,613; 2 ;6;4;5;10;14;9;11;1;1;3;8;4;6;5;;;;;;;;;;;
31871105;F;-1;-1; 22,500,000 ;-1;-1;-1; 34 ;?;2;I;Nacional;11,573,176; 2 ;5;10;5;;1;;2;;;;;1;;;;;;;;;;;;;
21186547;-1;-1;-1; 30,000,000 ;-1;-1;-1;-1 ;?;2;I;Nacional;9,185,846; 2 ;1;1;2;;;1;;;;;;;1;1;;;;;1;;;;;;
48732278;-1;-1;-1; 18,000,000 ;-1;-1;-1;-1 ;?;2;I;Nacional;28,039,267; 2 ;3;7;2;10;1;3;5;13;7;10;11;1;;;1;;;;;;;;;;
10501989;M;4;2; 5,100,000 ;-1;-1;-1; 41 ;0;2;I;Nacional;40,245,951; 2 ;26;1;3;1;;5;2;2;;;;;2;;;;;;;;;;;;
38047720;M;-1;-1; 9,000,000 ;-1;-1;-1; 50 ;?;2;I;Nacional;6,164,244; 2 ;5;5;4;3;5;3;;7;6;1;1;;1;;1;4;4;3;;;;;;;
27363162;F;-1;-1; 9,000,000 ;-1;-1;-1; 31 ;?;2;I;Nacional;5,921,432; 2 ;1;1;2;2;1;2;2;16;18;2;;;;;;;;;;;;;;;
16678604;M;-1;-1; 12,000,000 ;-1;-1;-1; 44 ;?;2;I;Nacional;45,196; 2 ;16;22;31;26;28;34;25;28;22;36;33;33;11;6;4;1;2;28;16;3;1;6;2;1;8
44224335;M;-1;-1; 4,500,000 ;-1;-1;-1; 65 ;?;2;I;Nacional;2,193,221; 2 ;4;12;2;1;;;;;;;;;;;;;;;;;;;;;
5994046;-1;-1;-1; 28,500,000 ;-1;-1;-1;-1 ;?;2;I;Nacional;20,556,733; 2 ;7;3;8;8;4;5;20;4;1;4;28;1;3;2;3;3;2;4;6;2;;4;5;;
33539777;F;3;1; 24,000,000 ;-1;S;-1; 24 ;?;2;I;Nacional;19,809,526; 2 ;4;1;4;1;6;3;4;2;4;8;5;7;14;5;6;12;2;5;7;5;8;2;;1;7
22855219;M;-1;-1; 40,500,000 ;-1;-1;-1; 38 ;?;2;I;Nacional;6,696; 2 ;1;2;1;4;4;1;2;1;1;2;7;1;2;10;8;3;4;6;3;4;3;4;2;5;5
24290281;F;6;3; 9,000,000 ;-1;-1;-1; 57 ;?;2;I;Nacional;38,157,589; 2 ;1;6;3;1;3;1;2;3;1;1;;;;;;;;;;;;;;;
41151454;F;-1;-1; 22,500,000 ;-1;-1;-1;-1 ;?;2;I;Nacional;45,927,089; 2 ;2;14;18;20;6;3;24;1;5;7;1;;2;2;3;;;;;;;;;;
2921165;M;-1;-1; 13,500,000 ;-1;-1;-1; 50 ;0;2;I;Nacional;740,453; 2 ;1;1;3;2;4;1;3;;;4;2;6;1;;;;;;;;;;;;
30466896;-1;-1;-1; 10,500,000 ;-1;-1;-1; 21 ;?;2;I;Nacional;587,613; 2 ;1;5;6;8;8;4;11;4;4;4;1;3;2;1;5;1;4;;;;;;;;2
19782338;M;-1;-1; 18,000,000 ;-1;-1;-1; 50 ;?;2;I;Nacional;7,033,289; 2 ;3;2;4;;2;3;;;;1;1;;7;2;6;5;1;6;2;3;3;1;10;4;3
47328069;M;-1;-1; 24,000,000 ;-1;-1;-1; 3 ;?;2;I;Nacional;1,588,742; 2 ;3;14;10;7;;;;;;;;;;;;;;;;;;;;;
9097780;M;-1;-1; 9,000,000 ;-1;-1;-1; 54 ;0;2;I;Nacional;12,687,024; 2 ;18;29;19;23;31;33;34;24;25;23;11;1;2;3;;;;;;2;1;;;;11
36643511;M;-1;-1; 3,600,000 ;-1;S;-1; 24 ;0;2;I;Nacional;2,709,564; 2 ;7;1;1;;;;;;;;;;;;;;;;;;;;;;
25958953;M;-1;-1; 12,000,000 ;-1;-1;-1; 30 ;?;2;I;Nacional;10,959,210; 2 ;5;3;1;1;2;1;;2;;;1;;2;1;1;;;5;;;;;;;
15274395;M;6;3; 9,000,000 ;-1;-1;-1;-1 ;0;2;I;Nacional;1,688,855; 2 ;1;5;5;3;1;1;1;;3;7;4;9;1;2;;6;;10;1;;;;3;;1
42820126;-1;-1;-1; 13,500,000 ;-1;-1;-1;-1 ;?;2;I;Nacional;31,694,654; 2 ;6;4;8;13;12;11;2;17;2;14;4;1;9;;;1;;;;;;;;;
4589837;-1;-1;-1; 3,000,000 ;-1;-1;-1;-1 ;0;2;I;Nacional;2,060,332; 2 ;1;7;5;5;7;;2;2;;;1;1;;;6;3;4;1;;;;;1;;1
32135568;F;-1;-1; 27,000,000 ;-1;-1;-1; 58 ;?;2;I;Nacional;18,242,449; 2 ;7;18;3;11;17;9;14;19;13;14;8;15;14;17;15;6;19;17;25;16;12;13;9;11;14
21451010;M;-1;-1; 6,000,000 ;-1;-1;-1; 18 ;?;2;I;Nacional;3,044,086; 2 ;4;2;4;2;2;6;10;;;;;;;;;;;;;;;;;;
48996741;-1;-1;-1; 19,500,000 ;-1;-1;-1; 51 ;?;2;I;Nacional;25,712,803; 2 ;5;6;2;10;12;16;11;17;3;9;17;21;2;;;;;;;;;;;;
10766452;-1;-1;-1; 9,000,000 ;-1;-1;-1;-1 ;?;2;I;Nacional;1,009,976; 2 ;9;9;12;6;5;8;7;10;6;16;8;23;22;14;14;12;10;16;17;7;12;4;13;5;6
