Cliente_Id;Sexo;Estrato;Segmento;Rango de ingresos;Nivel de estudio;Estado civil;Departamento;Edad;Hijos  ;Franquicia;Canal: Presente/No presente;Origen: Nacional /Internacional;Monto transado;Reclamos realizados;cnt_trx_201706;cnt_trx_201707;cnt_trx_201708;cnt_trx_201709;cnt_trx_201710;cnt_trx_201711;cnt_trx_201712;cnt_trx_201801;cnt_trx_201802;cnt_trx_201803;cnt_trx_201804;cnt_trx_201805;cnt_trx_201806;cnt_trx_201807;cnt_trx_201808;cnt_trx_201809;cnt_trx_201810;cnt_trx_201811;cnt_trx_201812;cnt_trx_201901;cnt_trx_201902;cnt_trx_201903;cnt_trx_201904;cnt_trx_201905;cnt_trx_201906
24044864;F;-1;-1; 19,500,000 ;-1;-1;-1; 9 ;?;2;I;Nacional;6,204,377; 2 ;1;2;4;4;2;2;2;;3;3;4;6;6;3;6;;;;;;;;;;
13360306;-1;-1;-1; 7,500,000 ;-1;-1;-1;-1 ;0;2;I;Nacional;47,630,804; 2 ;9;30;18;4;26;17;19;13;24;5;2;5;4;7;8;4;3;3;3;4;4;2;1;;
40906037;M;-1;-1; 21,000,000 ;-1;-1;-1; 44 ;?;2;I;Nacional;19,280,895; 2 ;2;16;21;35;13;;;;2;18;20;;;1;;;;;;;;;;;
2675748;-1;-1;-1; 46,500,000 ;-1;-1;-1;-1 ;?;2;I;Nacional;27,040,761; 2 ;7;11;7;5;6;10;9;7;14;9;2;23;6;17;13;27;14;22;8;20;19;14;13;17;20
30221479;M;-1;-1; 15,000,000 ;-1;-1;-1; 28 ;?;2;I;Nacional;4,853,893; 2 ;3;2;3;;3;3;2;;;9;2;4;;;;1;;;;;3;2;1;;1
19536921;F;-1;-1; 34,500,000 ;-1;-1;-1; 42 ;?;2;I;Nacional;18,282,392; 2 ;1;48;14;9;3;19;28;24;18;8;18;17;23;2;3;1;;;;;;;2;;
47082652;M;-1;-1; 21,000,000 ;-1;-1;-1; 60 ;?;2;I;Nacional;14,084,378; 2 ;1;2;2;2;;;;;;;;;;;;;;;;6;7;;;;
8852363;F;-1;-1; 27,000,000 ;-1;-1;-1;-1 ;0;2;I;Nacional;7,505,437; 2 ;5;2;4;1;1;5;5;37;4;4;4;2;3;11;3;1;9;10;14;1;;;;;
36398094;M;-1;-1; 22,500,000 ;-1;S;-1; 29 ;?;2;I;Nacional;10,339,938; 2 ;7;1;53;47;8;6;4;2;1;;1;3;1;;;;;;;;;;;;
25713536;-1;-1;-1; 4,500,000 ;-1;-1;-1;-1 ;?;2;I;Nacional;2,763,424; 2 ;5;13;24;31;25;49;33;31;25;20;27;35;39;48;25;12;60;46;31;17;10;13;9;14;10
15028978;-1;-1;-1; 9,000,000 ;-1;-1;-1;-1 ;0;2;I;Nacional;8,602,654; 2 ;8;9;4;4;11;7;13;11;10;25;15;19;17;1;7;10;8;2;3;;;;;9;6
42574709;-1;-1;-1; 450,000 ;-1;-1;-1;-1 ;?;2;I;Nacional;119,627; 2 ;6;6;7;3;6;6;15;4;6;6;1;4;1;2;3;5;;2;2;3;6;3;;;1
4344420;-1;-1;-1; 16,500,000 ;-1;-1;-1;-1 ;?;2;I;Nacional;14,811,365; 2 ;1;4;3;3;2;1;3;6;10;3;8;15;3;2;8;1;9;21;3;13;5;9;5;5;3
22114951;-1;-1;-1; 13,500,000 ;-1;-1;-1;-1 ;?;2;I;Nacional;13,682,050; 2 ;10;12;7;6;7;7;7;9;6;4;7;8;4;5;5;3;11;6;2;5;3;6;6;7;8
11430393;M;-1;-1; 6,000,000 ;-1;-1;-1; 54 ;0;2;I;Nacional;18,983,476; 2 ;3;6;10;4;1;;7;;;;;;;;;;8;4;6;2;1;1;2;1;1
38976124;M;-1;-1; 3,600,000 ;-1;-1;-1;-1 ;?;2;I;Nacional;18,971,712; 2 ;1;7;2;2;4;7;2;3;2;5;3;1;2;6;2;4;3;5;3;7;4;5;13;5;4
745835;M;-1;-1; 54,000,000 ;-1;-1;-1;-1 ;?;2;I;Nacional;25,888,931; 2 ;3;5;17;18;3;2;18;11;10;12;3;14;;2;;;;2;8;;;;;1;
28291566;M;-1;-1; 51,000,000 ;-1;-1;-1; 60 ;?;2;I;Nacional;12,308,065; 2 ;15;19;14;13;9;16;5;11;12;13;11;17;10;9;17;6;20;2;;1;;;;;
17607008;M;-1;-1; 25,500,000 ;-1;-1;-1; 37 ;?;2;I;Nacional;49,719,814; 2 ;18;45;40;53;51;19;6;9;26;18;5;10;7;9;1;1;1;;2;;;;;;
45152739;-1;-1;-1; 3,000,000 ;-1;-1;-1;-1 ;?;2;I;Nacional;2,245,287; 2 ;6;13;5;3;3;5;20;5;;3;1;17;12;2;6;3;1;25;12;3;22;7;14;4;2
6922450;M;-1;-1; 33,000,000 ;-1;-1;-1; 45 ;0;2;I;Nacional;1,322,743; 2 ;5;5;6;;2;4;6;7;3;3;10;6;10;7;4;4;14;4;6;12;24;12;2;15;5
34468181;-1;-1;-1; 4,500,000 ;-1;-1;-1;-1 ;?;2;I;Nacional;23,755,607; 2 ;4;15;12;19;7;19;19;17;6;;;;;;;;;;;;;;;;
23783623;-1;-1;-1; 3,600,000 ;-1;-1;-1;-1 ;?;2;I;Nacional;2,816,137; 2 ;6;3;4;6;4;2;7;2;6;;8;5;6;2;2;2;1;2;;;;;;;
40644796;-1;-1;-1; 3,600,000 ;-1;-1;-1;-1 ;?;2;I;Nacional;2,536,637; 2 ;1;1;4;4;;17;15;12;30;10;6;3;2;4;4;5;7;8;15;14;6;5;1;15;7
2414507;-1;-1;-1; 24,000,000 ;-1;-1;-1;-1 ;?;2;I;Nacional;49,743,298; 2 ;16;8;7;6;3;10;10;4;;4;7;5;6;;;;;;;;;;;;
29960238;F;-1;-1; 4,500,000 ;-1;-1;-1; 29 ;?;2;I;Nacional;3,037,768; 2 ;4;1;2;2;8;7;;;;;;;;;;;;;;;;;;;
19275680;F;-1;-1; 4,500,000 ;-1;-1;-1; 33 ;?;2;I;Nacional;4,828,682; 2 ;4;1;10;6;3;8;6;6;10;3;3;8;5;4;;4;6;7;5;2;8;5;5;7;2
46821411;M;-1;-1; 7,500,000 ;-1;-1;-1; 9 ;?;2;I;Nacional;8,934,290; 2 ;14;18;14;30;26;14;18;21;8;1;1;;4;;;;;3;10;7;3;8;17;;
8591122;M;-1;-1; 16,500,000 ;-1;C;-1; 57 ;0;2;Ninguno;Ninguno;0; 2 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36136853;F;3;1; 3,600,000 ;-1;-1;-1; 47 ;?;2;I;Nacional;23,655,249; 2 ;1;1;2;2;4;3;4;2;3;3;4;2;2;4;;;;;;;;;;;
25452295;-1;-1;-1; 13,500,000 ;-1;-1;-1;-1 ;?;2;I;Nacional;1,190,419; 2 ;1;1;3;;2;2;1;;2;1;;;;;;1;1;;;1;;;;;
14767737;M;-1;-1; 4,500,000 ;-1;-1;-1;-1 ;0;2;I;Nacional;18,399,087; 2 ;5;5;2;5;;;1;3;11;3;5;;;3;2;5;5;9;10;3;2;2;1;1;3
42313468;-1;-1;-1; 9,000,000 ;-1;-1;-1;-1 ;?;2;I;Nacional;46,341,338; 2 ;7;23;11;7;14;13;17;11;20;1;10;4;4;14;14;22;5;8;11;16;11;9;11;17;13
4083179;M;-1;-1; 22,500,000 ;-1;-1;-1; 55 ;0;2;I;Nacional;82,594,119; 2 ;8;4;1;9;6;;;;;;;;;;;;;;;;;;;;
31628910;M;-1;-1; 25,500,000 ;-1;-1;-1; 26 ;?;2;I;Nacional;43,650,586; 2 ;22;4;6;5;29;12;13;5;11;11;5;6;18;8;11;16;16;;;;1;;2;;
20944352;M;-1;-1; 3,600,000 ;-1;-1;-1; 60 ;?;2;I;Nacional;13,217,983; 2 ;6;34;4;6;3;11;2;6;14;13;2;3;9;4;3;;;;;;5;;;;
48490083;F;-1;-1; 4,800,000 ;-1;-1;-1; 47 ;?;2;I;Nacional;13,065,265; 2 ;5;5;1;1;1;;1;;;;;;;;;;;;;;;;;;
37805525;-1;-1;-1; 7,500,000 ;-1;-1;-1;-1 ;?;2;I;Nacional;48,475,131; 2 ;3;6;2;;;2;;1;;3;3;3;8;5;10;8;11;6;17;13;31;4;10;4;5
27120967;M;-1;-1; 28,500,000 ;-1;-1;-1; 29 ;?;2;I;Nacional;368,444; 2 ;1;1;1;;;3;;;;;;1;;1;3;;;;;;;;;;
3756337;-1;-1;-1; 10,500,000 ;-1;-1;-1;-1 ;0;2;I;Nacional;18,344,319; 2 ;7;5;5;2;2;1;1;1;4;1;4;12;22;3;1;;7;1;;;;;;;3
31302068;-1;-1;-1; 30,000,000 ;-1;-1;-1;-1 ;?;2;I;Nacional;22,412,469; 2 ;2;5;16;19;10;;;;;;;;;;;;;;;;;;;;
20617510;F;-1;-1; 22,500,000 ;-1;-1;-1;-1 ;?;2;I;Nacional;11,112,384; 2 ;1;4;2;3;1;1;5;2;1;4;1;3;3;3;9;3;4;2;3;1;1;3;2;2;1
48163241;F;-1;-1; 3,600,000 ;-1;-1;-1; 21 ;?;2;I;Nacional;4,492,800; 2 ;2;1;2;1;4;;16;2;2;3;4;4;4;3;2;3;11;3;3;2;3;6;3;3;2
9932952;M;-1;-1; 19,500,000 ;-1;-1;-1; 63 ;?;2;I;Nacional;9,809,639; 2 ;1;1;1;1;1;;;;1;;;;;;1;;;;;;;;1;;
37478683;-1;-1;-1; 10,500,000 ;-1;-1;-1;-1 ;?;2;I;Nacional;1,322,741; 2 ;1;1;1;1;1;1;2;3;1;2;3;;;2;2;1;;2;2;;2;;1;1;2
26794125;-1;-1;-1; 21,000,000 ;-1;-1;-1;-1 ;?;2;I;Nacional;26,084,024; 2 ;6;7;5;1;1;5;12;9;10;7;20;4;6;7;8;2;7;9;8;10;12;9;13;13;12
16109567;M;-1;-1; 27,000,000 ;-1;-1;-1; 27 ;?;2;I;Nacional;9,363,265; 2 ;1;2;4;;;;;;1;;4;11;;;;;;;;;;;;;
43655298;M;-1;-1; 21,000,000 ;-1;-1;-1; 32 ;?;2;I;Nacional;2,268,797; 2 ;31;18;17;9;19;24;9;33;26;29;18;21;29;27;22;38;44;36;40;29;30;30;33;3;
5425009;-1;-1;-1; 15,000,000 ;-1;-1;-1;-1 ;?;2;I;Nacional;3,034,095; 2 ;29;51;48;32;46;45;50;34;50;44;;68;58;1;2;8;19;27;4;;1;;1;;
32970740;M;-1;-1; 21,000,000 ;-1;-1;-1; 60 ;?;2;I;Nacional;86,414; 2 ;14;10;13;14;21;4;8;10;13;22;42;11;12;4;;;;;26;10;4;27;24;4;19
22286182;F;3;1; 9,000,000 ;-1;-1;-1; 39 ;?;2;I;Nacional;893,630; 2 ;1;5;1;1;;1;4;1;1;;4;2;2;4;6;4;8;4;3;13;4;3;5;3;6
11601624;F;-1;-1; 16,500,000 ;-1;-1;-1;-1 ;0;2;I;Nacional;3,137,502; 2 ;10;7;3;3;2;2;6;;;;;;;;;;1;;;;;;;;
39147355;F;-1;-1; 21,000,000 ;-1;-1;-1; 47 ;?;2;I;Nacional;9,133,029; 2 ;16;29;27;18;25;32;30;16;27;17;22;44;22;34;32;15;29;23;19;14;35;39;18;4;
917066;M;-1;-1; 4,800,000 ;-1;-1;15649; 36 ;0;2;I;Nacional;1,009,157; 2 ;3;11;1;1;1;1;2;1;1;1;1;2;3;;;;;;;;;;;;2
28462797;-1;-1;-1; 5,850,000 ;-1;-1;-1;-1 ;?;2;I;Nacional;14,757,707; 2 ;7;3;1;1;1;3;3;3;1;2;2;2;4;3;6;2;6;9;3;3;3;2;2;14;9
17778239;M;-1;-1; 3,600,000 ;-1;-1;-1; 56 ;?;2;I;Nacional;28,531,250; 2 ;1;2;1;2;1;1;5;6;1;;1;1;3;7;;3;1;4;;1;3;11;5;;
45323970;M;-1;-1; 5,400,000 ;-1;-1;-1; 18 ;?;2;I;Nacional;1,753,604; 2 ;3;4;3;2;4;3;5;2;2;3;2;2;4;5;5;;;;;;;;;;
7093681;F;-1;-1; 30,000,000 ;-1;-1;-1;-1 ;0;2;I;Nacional;5,704,789; 2 ;2;4;1;1;1;1;1;1;1;1;1;1;1;2;2;1;3;1;1;2;1;1;1;1;1
34639412;M;-1;-1; 10,500,000 ;-1;-1;-1; 34 ;?;2;I;Nacional;44,048,536; 2 ;7;5;9;12;6;4;2;4;1;1;1;1;3;15;11;5;3;1;6;11;4;3;11;7;7
23954854;-1;-1;-1; 5,850,000 ;-1;-1;-1;-1 ;?;2;I;Nacional;5,581,643; 3 ;16;14;6;11;11;7;2;8;4;8;3;12;17;59;54;34;29;36;22;17;31;24;34;52;24
13270296;-1;-1;-1; 7,500,000 ;-1;-1;-1;-1 ;0;2;I;Nacional;564,380; 3 ;3;5;3;1;4;3;4;2;1;;2;2;2;3;2;2;5;2;2;2;3;5;3;3;2
40816027;M;-1;-1; 28,500,000 ;-1;-1;-1; 39 ;?;2;I;Nacional;1,482,144; 3 ;6;9;10;6;19;;;;;;;;;3;;;;;;;;;;;
2585738;-1;-1;-1; 3,600,000 ;-1;-1;-1;-1 ;?;2;I;Nacional;2,104,355; 3 ;4;16;9;18;13;4;2;;;;;;;;;;;1;;;;;;1;
30131469;M;-1;-1; 6,000,000 ;-1;-1;-1; 40 ;?;2;I;Nacional;3,843,229; 3 ;4;12;5;;;;;;;;;;;;;;;;;;;;;;
19446911;F;-1;-1; 21,000,000 ;-1;-1;-1; 58 ;?;2;I;Nacional;13,276,900; 3 ;6;5;8;5;13;18;4;1;1;1;3;5;4;;4;2;1;3;15;20;12;25;20;21;28
3340362;F;-1;-1; 7,500,000 ;-1;-1;-1; 67 ;0;2;I;Nacional;5,893,897; 3 ;2;9;7;19;4;13;4;4;7;2;8;9;1;2;3;3;1;;1;3;;3;;;
30886093;F;5;3; 15,000,000 ;-1;-1;-1; 48 ;?;2;I;Nacional;21,895,466; 3 ;2;10;3;15;24;14;27;21;1;5;14;;8;;;;;;;;;;;;
20201535;M;-1;-1; 7,500,000 ;-1;-1;-1; 46 ;?;2;I;Nacional;3,617,862; 3 ;1;2;3;;1;;3;;;;;;;;;;;;;;;;;;
47747266;-1;-1;-1; 49,500,000 ;-1;-1;-1;-1 ;?;2;I;Nacional;49,624,618; 3 ;3;4;1;10;2;3;17;7;11;;3;3;;;;;;;;;;;;;
9516977;-1;-1;-1; 10,200,000 ;-1;-1;-1;-1 ;?;2;I;Nacional;20,826,191; 3 ;7;3;3;2;6;3;3;3;2;1;3;3;2;3;1;1;;;;;;;;;2
37062708;-1;-1;-1; 7,500,000 ;-1;-1;-1;-1 ;?;2;I;Nacional;9,439,096; 3 ;8;2;17;30;21;12;;;;2;10;3;2;1;1;2;;1;1;1;1;;10;4;1
26378150;F;2;-1; 9,000,000 ;-1;U;-1; 28 ;?;2;I;Nacional;5,850,230; 3 ;21;29;33;26;28;31;39;25;17;36;54;52;7;6;;;;;;;;;;;
15693592;-1;-1;-1; 34,500,000 ;-1;-1;-1;-1 ;0;2;I;Nacional;26,999,690; 3 ;13;11;17;23;13;10;30;21;13;4;2;13;12;14;8;3;9;7;2;9;4;6;11;10;10
43239323;-1;-1;-1; 30,000,000 ;-1;-1;-1;-1 ;?;2;I;Nacional;9,339,700; 3 ;2;1;1;1;1;1;2;4;2;2;1;1;;;;;2;1;;2;;4;;5;
5009034;F;-1;-1; 25,500,000 ;2;V;15649; 86 ;0;2;I;Nacional;2,733,835; 3 ;10;10;14;8;9;7;11;4;19;19;9;8;15;5;6;1;2;2;11;4;3;1;6;;
32554765;F;-1;-1; 4,050,000 ;-1;-1;-1; 28 ;?;2;Ninguno;Ninguno;0; 3 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21870207;-1;-1;-1; 15,000,000 ;-1;-1;-1;-1 ;?;2;I;Nacional;10,406,406; 3 ;1;1;1;1;3;2;;1;1;2;;3;4;;1;3;4;63;;9;1;3;2;1;
49415938;-1;-1;-1; 10,500,000 ;-1;-1;-1;-1 ;?;2;I;Nacional;980,183; 3 ;1;4;3;2;5;7;1;3;2;1;2;1;1;;;2;3;3;8;5;5;6;1;;11
11185649;M;-1;-1; 43,500,000 ;-1;-1;-1; 41 ;0;2;I;Nacional;18,859,402; 3 ;14;8;12;6;2;5;3;13;9;15;11;11;7;20;10;9;5;4;4;5;7;18;6;;
38731380;-1;-1;-1; 22,500,000 ;-1;-1;-1;-1 ;?;2;I;Nacional;73,248,265; 3 ;6;1;1;;;;;;;;;;;;;;;;;;;;;;
501091;-1;-1;-1; 5,400,000 ;-1;-1;-1;-1 ;?;2;I;Nacional;463,888; 3 ;1;1;2;;1;1;;1;1;2;9;14;15;7;8;4;6;;8;5;1;3;1;;5
28046822;-1;-1;-1; 3,600,000 ;-1;-1;-1;-1 ;?;2;I;Nacional;4,405,197; 3 ;5;3;12;13;8;6;2;10;4;15;10;5;8;10;6;8;16;5;6;;;;;;
17362264;-1;-1;-1; 6,000,000 ;-1;-1;-1;-1 ;?;2;I;Nacional;5,663,024; 3 ;26;24;16;24;17;33;16;24;6;21;17;10;13;20;17;18;50;10;22;35;20;19;25;8;
44907995;-1;-1;-1; 4,200,000 ;-1;-1;-1;-1 ;?;2;I;Nacional;21,858,917; 3 ;9;2;2;5;9;2;23;11;6;6;8;9;10;5;10;7;13;11;1;3;;8;2;7;1
6677706;M;-1;-1; 9,600,000 ;2;C;12308; 72 ;3;2;I;Nacional;589,359; 3 ;1;1;1;2;1;3;2;;2;4;;;1;2;2;;;;;;;;;;
34223437;-1;-1;-1; 49,500,000 ;-1;-1;-1;-1 ;?;2;I;Nacional;12,753,988; 3 ;1;2;4;1;23;16;12;16;33;5;;;;;1;;;;;;;;;;
23538879;F;4;2; 27,000,000 ;-1;-1;-1; 61 ;?;2;I;Nacional;8,612,514; 3 ;25;15;22;23;22;13;32;17;;;;;;;;;;;;;;;;;1
40400052;-1;-1;-1; 24,000,000 ;-1;-1;-1;-1 ;?;2;I;Nacional;6,697,679; 3 ;7;6;6;;2;2;4;3;7;;3;1;2;2;;;;;;;;;;;
2169763;-1;-1;-1; 22,500,000 ;-1;-1;-1;-1 ;?;2;I;Nacional;28,115,449; 3 ;2;2;1;3;3;4;2;;1;3;2;3;;;;;;;;;;;;;
29715494;-1;-1;-1; 21,000,000 ;-1;-1;-1;-1 ;?;2;I;Nacional;42,913,411; 3 ;9;14;2;1;;;;;;;;;1;3;;;;;;;7;2;;;
19030936;F;-1;-1; 3,600,000 ;-1;-1;-1; 51 ;?;2;I;Nacional;10,718,795; 3 ;3;8;3;3;4;3;3;5;7;8;2;2;11;4;2;2;1;1;1;5;1;;;;1
15310815;M;-1;-1; 7,500,000 ;-1;-1;-1;-1 ;0;2;I;Nacional;16,854,413; 3 ;2;1;3;1;;6;4;;;1;1;1;;1;5;3;2;;4;;2;;4;1;1
42856546;-1;-1;-1; 15,300,000 ;-1;-1;-1;-1 ;?;2;I;Nacional;77,992,510; 3 ;7;22;22;25;34;18;26;38;62;24;13;46;17;12;18;22;30;5;6;23;38;13;21;3;12
4626257;F;-1;-1; 3,600,000 ;-1;-1;-1; 57 ;0;2;I;Nacional;286,463; 3 ;9;16;12;7;15;;;;;;;;;;;;;;;;;;;;
32171988;F;-1;-1; 18,000,000 ;-1;-1;-1; 57 ;?;2;I;Nacional;33,131,628; 3 ;54;104;72;66;36;78;155;251;121;71;70;70;72;8;;;2;;5;;2;41;10;12;6
21487430;-1;-1;-1; 3,000,000 ;-1;-1;-1;-1 ;?;2;I;Nacional;2,542,775; 3 ;4;2;4;1;;3;5;2;7;6;3;9;7;2;9;4;5;10;8;5;11;19;7;8;7
49033161;-1;-1;-1; 18,000,000 ;-1;-1;-1;-1 ;?;2;I;Nacional;1,771,365; 3 ;3;9;2;;;;;;3;;6;2;;5;;;;4;4;2;;1;1;;
10802872;-1;-1;-1; 25,500,000 ;-1;-1;-1;-1 ;?;2;I;Nacional;17,384,150; 3 ;3;61;1;;;;;;;;;;;;;;;;;;;;;;
38348603;F;-1;-1; 3,000,000 ;-1;-1;-1; 51 ;?;2;I;Nacional;11,343,799; 3 ;6;2;8;;1;;2;;;;1;1;;;;;;;;;;;;;
118314;F;-1;-1; 18,000,000 ;-1;-1;-1; 69 ;0;2;I;Nacional;12,824; 3 ;1;1;2;2;3;4;6;2;;3;3;4;4;8;3;2;;3;2;3;3;;;;
27664045;-1;-1;-1; 22,500,000 ;-1;-1;-1;-1 ;?;2;I;Nacional;4,813,720; 3 ;6;7;1;1;7;3;3;3;2;3;2;;;;;;1;1;1;;;;1;;
16979487;F;-1;-1; 7,500,000 ;-1;-1;-1; 56 ;?;2;I;Nacional;14,362,344; 3 ;3;2;3;3;2;4;14;2;3;4;6;;4;5;2;2;4;3;1;7;2;1;2;;3
44525218;-1;-1;-1; 9,000,000 ;-1;-1;-1;-1 ;?;2;I;Nacional;2,864,317; 3 ;2;1;1;4;;;1;;;;;;;;14;11;12;7;2;1;1;9;2;3;2
6294929;-1;-1;-1; 4,200,000 ;-1;-1;-1;-1 ;?;2;I;Nacional;18,115,582; 3 ;2;4;3;3;3;1;1;6;3;7;7;4;3;;;;;;;;;;;;
33840660;F;-1;-1; 7,500,000 ;-1;-1;-1; 24 ;?;2;I;Nacional;18,917,212; 3 ;4;8;6;3;3;7;11;6;8;6;9;6;6;8;6;7;5;5;5;5;3;5;3;4;4
23156102;M;-1;-1; 13,500,000 ;-1;-1;-1; 35 ;?;2;I;Nacional;3,983,353; 3 ;3;4;5;4;3;7;5;3;1;7;5;12;11;13;8;10;10;7;6;1;17;18;21;20;6
12471544;-1;-1;-1; 7,500,000 ;-1;-1;-1;-1 ;0;2;I;Nacional;4,538,899; 3 ;5;8;7;4;23;8;37;8;5;7;2;1;4;3;3;1;5;5;2;5;1;2;2;;
40017275;M;-1;-1; 5,850,000 ;-1;-1;-1;-1 ;?;2;I;Nacional;4,639,388; 3 ;1;1;1;;1;;;;1;;;;;;;;;;;;;;;;
1786986;M;-1;-1; 7,500,000 ;-1;-1;-1; 49 ;0;2;I;Nacional;8,579,791; 3 ;13;5;14;29;21;19;18;25;21;25;19;27;30;7;30;30;27;40;42;21;18;4;5;30;17
29332717;-1;-1;-1; 18,000,000 ;-1;-1;-1;-1 ;?;2;I;Nacional;20,074,538; 3 ;2;4;5;12;7;6;3;4;7;3;6;6;3;9;12;6;11;13;17;22;5;22;19;9;9
18648159;F;-1;-1; 31,500,000 ;-1;-1;-1; 56 ;?;2;I;Nacional;12,632,928; 3 ;1;2;3;;;;;;;;;;;;;;;;;;;;;;
46193890;M;-1;-1; 36,000,000 ;-1;-1;-1; 52 ;?;2;I;Nacional;10,934,503; 3 ;1;3;14;9;16;14;17;14;7;11;7;11;9;6;11;13;6;3;8;4;5;11;6;1;1
7963601;M;-1;-1; 15,000,000 ;-1;-1;-1; 44 ;0;2;I;Nacional;63,686,384; 3 ;18;18;21;15;8;25;19;14;19;29;20;31;22;33;8;15;19;24;14;22;18;25;26;19;15
35509332;M;-1;-1; 9,000,000 ;3;S;-1; 12 ;?;2;I;Nacional;26,071,103; 3 ;4;2;3;17;1;4;24;7;;;2;3;;6;7;4;;;3;1;6;;;2;2
24824774;-1;-1;-1; 43,500,000 ;-1;-1;-1;-1 ;?;2;I;Nacional;10,928,227; 3 ;9;9;14;8;25;12;25;15;9;9;27;15;19;16;22;14;27;4;4;1;14;7;11;2;4
14140216;F;-1;-1; 4,500,000 ;-1;S;17676; 35 ;0;2;I;Nacional;15,729,051; 3 ;10;2;5;8;4;10;5;4;4;29;23;15;1;2;2;3;6;3;5;19;13;4;26;12;16
41685947;-1;-1;-1; 15,000,000 ;-1;-1;-1;-1 ;?;2;I;Nacional;13,059,126; 3 ;8;4;6;5;6;2;2;5;1;1;5;11;6;12;9;2;6;1;2;;;;;;
4890720;M;-1;-1; 13,050,000 ;-1;-1;-1;-1 ;?;2;I;Nacional;38,437,986; 3 ;44;27;13;28;29;18;28;17;27;35;26;29;20;5;11;3;1;;;;;1;1;;
32436451;M;-1;-1; 7,500,000 ;-1;U;-1; 32 ;1;2;I;Nacional;26,129,987; 3 ;5;7;2;1;4;3;4;4;5;2;2;3;3;4;3;4;11;1;3;2;4;4;4;3;2
21751893;-1;-1;-1; 18,000,000 ;-1;-1;-1;-1 ;?;2;I;Nacional;3,901,122; 3 ;4;7;7;5;11;4;2;2;4;2;2;20;16;2;2;2;5;2;10;4;5;4;18;16;13
49297624;F;2;-1; 9,600,000 ;-1;-1;-1; 21 ;?;2;I;Nacional;11,083,742; 3 ;10;15;16;17;12;13;10;8;4;6;14;17;21;15;5;;;;;;;;;;
11067335;F;-1;-1; 3,000,000 ;-1;D;14995; 47 ;0;2;I;Nacional;3,190,884; 3 ;15;18;14;23;27;1;;;;;;;;;;;;;;;;;;;
38613066;-1;-1;-1; 1,500,000 ;-1;-1;-1;-1 ;?;2;I;Nacional;4,984,019; 3 ;3;7;4;14;23;7;13;3;6;6;3;1;3;3;4;3;3;5;1;2;1;1;1;1;
382777;-1;-1;-1; 25,500,000 ;-1;-1;-1;-1 ;0;2;I;Nacional;12,608,752; 3 ;5;4;4;;8;21;7;5;11;12;10;2;1;;;;;;;;;;;;
27928508;-1;-1;-1; 22,500,000 ;-1;-1;-1;-1 ;?;2;I;Nacional;17,523,325; 3 ;3;11;2;2;19;2;6;;;;;;;;;;;;;14;;;;;
17243950;M;-1;-1; 4,500,000 ;-1;-1;-1; 35 ;?;2;I;Nacional;26,431,052; 3 ;4;7;4;1;3;2;5;;;;;;;;;;;;1;;;;;;
44789681;F;-1;-1; 40,500,000 ;-1;-1;-1; 43 ;?;2;I;Nacional;15,936,177; 3 ;2;3;2;;3;;1;;1;1;3;1;;2;1;4;7;3;1;12;2;7;4;1;2
6559392;-1;-1;-1; 5,400,000 ;-1;-1;-1;-1 ;0;2;I;Nacional;6,764,875; 3 ;3;3;2;12;5;8;11;1;9;18;8;7;9;1;15;17;7;4;6;14;;1;1;;3
34105123;-1;-1;-1; 9,000,000 ;-1;-1;-1;-1 ;?;2;I;Nacional;3,327,557; 3 ;16;17;16;9;17;14;12;21;2;33;13;3;;;21;54;50;51;33;22;31;32;20;22;28
23420565;F;-1;-1; 22,500,000 ;-1;U;-1; 35 ;?;2;I;Nacional;728,193; 3 ;1;7;1;1;6;;;;;;;;;;;;;;;;;;;;
40281738;-1;-1;-1; 24,000,000 ;-1;-1;-1;-1 ;?;2;I;Nacional;1,907,600; 3 ;4;4;5;5;2;9;3;7;3;7;5;11;9;3;4;7;9;4;2;5;6;9;2;8;
2051449;-1;-1;-1; 21,600,000 ;-1;-1;-1;-1 ;?;2;I;Nacional;55,647,769; 3 ;4;15;10;15;14;6;4;2;10;29;21;11;8;;2;;1;1;4;;8;17;15;2;7
29597180;-1;3;1; 3,600,000 ;-1;-1;-1;-1 ;?;2;I;Nacional;14,763,337; 3 ;10;3;1;2;5;3;6;1;2;3;6;2;;;;;;;;;;;;;
18912622;F;-1;-1; 33,000,000 ;-1;-1;-1; 46 ;?;2;I;Nacional;10,616,831; 3 ;3;11;1;14;14;5;3;4;1;3;;1;11;22;20;13;12;;3;;;;1;3;4
46458353;F;-1;-1; 21,000,000 ;-1;-1;-1; 28 ;?;2;I;Nacional;8,840,569; 3 ;22;15;24;5;1;;;;;;;;;;;;;;;;;;;;
8228064;F;-1;-1; 7,500,000 ;-1;-1;-1;-1 ;0;2;I;Nacional;13,701,717; 3 ;4;1;3;22;3;;;;4;6;1;4;2;8;3;4;2;1;;;;;;;
35773795;-1;2;-1; 9,000,000 ;-1;-1;-1; 22 ;?;2;I;Nacional;8,605,454; 3 ;4;1;1;;;;;;1;2;;;;;;;;;1;;;;;;
