Cliente_Id;Sexo;Estrato;Grupo_valor;Rango_ingresos_acum;Nivel_estudio;Estado_civil;Departamento;Edad;Franquicia;canal;origen;Monto_transado;Reclamos;cnt_trx_201706;cnt_trx_201707;cnt_trx_201708;cnt_trx_201709;cnt_trx_201710;cnt_trx_201711;cnt_trx_201712;cnt_trx_201801;cnt_trx_201802;cnt_trx_201803;cnt_trx_201804;cnt_trx_201805;cnt_trx_201806;cnt_trx_201807;cnt_trx_201808;cnt_trx_201809;cnt_trx_201810;cnt_trx_201811;cnt_trx_201812;cnt_trx_201901;cnt_trx_201902;cnt_trx_201903;cnt_trx_201904;cnt_trx_201905;cnt_trx_201906;Total_trx;Recency;Outliers;Mahal Distance
8751606;F;6;Alto;84000000;Pregrado;CASADO;BOGOTA D.C.;52;VISA;I;Nacional;26557097;2;7;4;5;6;13;5;7;8;7;4;4;7;10;8;8;8;6;5;5;8;4;3;2;3;3;150;0;0;0.816140055
34016703;F;4;Alto;75000000;Especializacion;SOLTERO;ANTIOQUIA;31;VISA;P;Internacional;13891680;3;2;3;3;4;3;1;1;1;1;1;0;2;1;0;4;0;0;3;0;3;3;3;2;2;0;43;1;0;11.912.339.010.917.400
14303657;F;4;Alto;69000000;Especializacion;SOLTERO;BOGOTA D.C.;46;VISA;P;Nacional;12120542;2;3;2;2;4;2;6;4;0;2;5;4;6;6;4;2;1;3;2;1;2;5;0;0;0;0;66;4;0;0.480777346
25568447;F;4;Alto;66000000;Especializacion;SOLTERO;ANTIOQUIA;31;VISA;P;Internacional;42461683;3;1;22;40;32;16;21;26;12;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;175;16;0;1.886.263.802.957.900
22376987;F;4;Alto;64500000;Especializacion;CASADO;BOGOTA D.C.;43;VISA;P;Nacional;32196214;2;1;1;1;2;2;1;0;1;2;2;3;1;1;0;1;2;2;1;1;3;4;0;3;3;3;41;0;0;11.562.337.962.162.000
15822958;M;4;Alto;63000000;Maestria;CASADO;BOGOTA D.C.;44;VISA;P;Nacional;19714097;2;8;24;17;30;29;26;24;27;24;26;19;10;57;74;44;0;6;0;13;0;0;0;0;0;0;458;6;0;1.334.529.586.269.320
21684620;M;5;Alto;61500000;Maestria;CASADO;BOGOTA D.C.;60;AMEX;I;Nacional;17903949;2;1;3;1;4;3;1;14;1;3;2;1;3;1;0;0;0;0;0;0;0;0;0;0;0;0;38;12;0;12.221.128.145.126.800
35582763;M;5;Alto;60000000;Especializacion;SOLTERO;BOGOTA D.C.;63;VISA;P;Nacional;11717308;2;2;2;1;1;0;0;6;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;14;8;0;1.463.316.207.739.910
39437695;M;4;Alto;60000000;Especializacion;CASADO;BOGOTA D.C.;60;VISA;P;Nacional;28142312;2;2;1;1;4;2;1;1;2;5;24;8;6;8;1;1;1;6;5;5;5;2;2;17;19;1;130;0;0;1.310.675.450.475.790
1096148;M;6;Alto;60000000;Especializacion;CASADO;CUNDINAMARCA;54;VISA;P;Internacional;1302793;3;1;5;2;2;1;1;2;6;1;3;41;20;0;0;0;0;0;0;0;0;0;0;0;0;0;85;13;0;1.062.722.373.061.000
49002491;M;5;Alto;60000000;Especializacion;CASADO;BOGOTA D.C.;50;VISA;I;Nacional;20681874;2;12;20;6;0;0;2;2;1;1;2;11;14;19;20;31;32;18;14;14;18;24;27;15;46;15;364;0;0;0.989468461
37293218;M;6;Alto;60000000;Especializacion;SOLTERO;BOGOTA D.C.;46;VISA;I;Nacional;36032310;2;7;21;5;3;0;0;2;0;0;5;3;3;0;3;1;0;2;0;0;1;2;0;2;0;3;63;0;0;1.298.256.435.614.580
5712331;F;4;Alto;60000000;Especializacion;SOLTERO;BOGOTA D.C.;43;VISA;P;Nacional;8229282;2;6;15;12;8;17;14;26;36;41;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;175;16;0;0.437237866
14213647;F;4;Alto;60000000;Especializacion;CASADO;BOGOTA D.C.;42;VISA;P;Nacional;31042756;2;3;7;3;3;8;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;27;10;0;11.482.974.690.355.600
8876425;M;5;Alto;60000000;Especializacion;CASADO;BOGOTA D.C.;42;VISA;I;Nacional;39089609;2;2;2;2;2;2;1;3;4;4;0;4;1;0;0;0;1;0;0;2;3;2;0;1;6;1;43;0;0;15.156.755.855.629.200
5022431;M;4;Alto;58800000;Maestria;CASADO;BOGOTA D.C.;70;AMEX;I;Nacional;39048598;2;2;1;1;0;0;1;0;0;1;0;0;1;1;0;1;0;1;0;0;0;0;0;0;0;0;10;8;0;2.378.142.190.754.160
21553561;M;4;Alto;58500000;Especializacion;SOLTERO;ANTIOQUIA;47;VISA;P;Internacional;36105652;3;2;3;1;3;5;1;1;1;1;2;2;1;1;2;1;2;6;1;1;2;2;1;1;4;5;52;0;0;13.263.848.967.852.400
3616611;M;4;Alto;58500000;Pregrado;SOLTERO;BOGOTA D.C.;46;VISA;I;Nacional;1951716;2;1;10;5;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;17;10;0;0.997253129
1233426;M;5;Alto;58500000;Maestria;SOLTERO;BOGOTA D.C.;27;VISA;P;Nacional;11420779;2;2;1;2;3;1;5;2;0;4;1;2;0;0;0;0;4;0;0;0;0;0;0;0;0;0;27;9;0;14.958.526.093.690.500
29724201;M;6;Alto;57000000;Especializacion;SOLTERO;BOGOTA D.C.;63;VISA;P;Nacional;30666143;2;25;14;15;18;18;20;44;23;14;16;18;10;7;4;4;1;7;7;4;2;4;0;0;2;1;278;0;0;16.275.956.558.500.800
14910521;M;5;Alto;57000000;Especializacion;SOLTERO;BOGOTA D.C.;54;VISA;P;Nacional;2051146;2;5;5;8;18;5;13;10;13;14;3;19;11;17;2;10;12;12;22;20;13;6;23;15;14;11;301;0;0;1.151.582.630.269.100
9408369;M;4;Alto;57000000;Pregrado;SOLTERO;BOGOTA D.C.;49;VISA;I;Nacional;12667905;2;5;3;6;4;2;2;2;9;4;3;5;2;3;3;2;5;3;3;1;7;5;2;5;5;11;102;0;0;0.409860886
27904343;F;6;Alto;57000000;Especializacion;SOLTERO;BOGOTA D.C.;34;VISA;I;Nacional;11123409;2;2;20;18;22;8;15;24;14;11;16;32;14;36;18;21;19;26;31;28;24;11;3;4;4;8;429;0;0;14.749.321.298.095.600
7770367;M;4;Alto;55500000;Especializacion;SOLTERO;ANTIOQUIA;67;VISA;P;Internacional;2403160;3;2;6;5;4;9;8;8;0;0;3;12;6;10;16;2;0;0;0;0;0;0;0;0;0;0;91;10;0;17.580.799.792.058.600
21313568;F;5;Alto;55500000;Pregrado;CASADO;BOGOTA D.C.;54;VISA;I;Nacional;40231111;2;5;6;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;1;1;3;2;24;0;0;17.112.722.215.674.200
43959199;F;6;Alto;55500000;Maestria;CASADO;VALLE DEL CAUCA;44;AMEX;I;Nacional;19641956;2;10;4;1;1;1;1;4;2;3;2;2;2;2;26;25;5;12;2;2;2;10;11;17;15;7;169;0;0;0.2809386
28615573;M;5;Alto;55500000;Especializacion;CASADO;ANTIOQUIA;35;VISA;P;Internacional;34644420;3;5;7;9;6;6;4;4;6;9;6;3;6;10;5;4;2;2;1;3;8;5;17;1;4;7;140;0;0;13.605.714.001.808.600
15995066;M;4;Alto;55500000;Maestria;SOLTERO;BOGOTA D.C.;27;AMEX;I;Nacional;6435411;2;13;14;3;8;9;14;14;9;11;13;6;4;11;5;8;4;7;4;15;7;7;0;0;0;0;186;4;0;14.421.014.596.943.200
48977674;M;6;Alto;55500000;Maestria;SOLTERO;BOGOTA D.C.;26;VISA;P;Nacional;48680887;2;12;24;38;18;1;3;0;0;9;3;7;15;5;7;0;0;0;0;0;0;0;0;0;0;0;142;11;0;23.915.646.489.123.200
2699810;M;4;Alto;54000000;Especializacion;SOLTERO;BOGOTA D.C.;70;VISA;I;Nacional;13175494;2;5;5;3;3;4;6;5;6;4;13;9;11;11;10;6;5;12;7;4;1;5;2;1;0;0;138;2;0;1.795.182.801.278.060
745835;M;5;Alto;54000000;Maestria;CASADO;VALLE DEL CAUCA;69;AMEX;I;Nacional;25888931;2;3;5;17;18;3;2;18;11;10;12;3;14;0;2;0;0;0;2;8;0;0;0;0;1;0;129;1;0;18.341.901.178.780.400
27007465;F;5;Alto;54000000;Pregrado;CASADO;BOGOTA D.C.;67;VISA;I;Nacional;13993237;2;2;2;2;1;1;4;0;1;2;1;1;4;1;1;2;0;0;1;1;2;0;3;2;3;3;40;0;0;16.723.902.037.827.800
1136524;F;4;Alto;54000000;Maestria;CASADO;BOGOTA D.C.;64;AMEX;I;Nacional;34477335;2;2;4;2;1;2;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;14;13;0;1.893.909.065.757.770
42566797;F;4;Alto;54000000;Maestria;CASADO;VALLE DEL CAUCA;53;AMEX;I;Nacional;7469511;2;3;1;4;1;3;3;0;0;0;0;0;0;8;0;0;0;0;5;0;0;0;0;0;0;0;28;7;0;0.93164435
25412775;F;6;Alto;54000000;Especializacion;CASADO;BOGOTA D.C.;51;VISA;P;Nacional;26623654;2;1;1;1;5;14;4;5;1;3;7;3;6;4;4;5;4;6;2;5;5;8;1;6;13;7;121;0;0;0.805393238
4553417;M;6;Alto;54000000;Especializacion;CASADO;ANTIOQUIA;50;VISA;P;Nacional;45573608;3;8;23;3;14;16;11;16;9;33;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;136;6;0;17.860.733.139.939.600
42070865;F;6;Alto;54000000;Especializacion;CASADO;ANTIOQUIA;48;MASTER;P;Nacional;27356246;3;6;29;9;6;8;14;10;39;3;5;12;2;4;3;4;8;1;2;0;0;6;5;11;2;3;192;0;0;0.731368684
26884930;F;6;Alto;54000000;Especializacion;SOLTERO;BOGOTA D.C.;47;VISA;P;Nacional;23018576;2;2;19;23;27;17;16;27;12;19;12;10;17;15;17;17;14;24;19;12;16;15;21;8;15;14;408;0;0;1.169.363.616.459.650
47849735;F;6;Alto;54000000;Especializacion;CASADO;ANTIOQUIA;42;VISA;P;Internacional;10412848;3;8;6;31;52;32;40;36;51;17;11;6;15;13;2;2;0;0;0;0;0;0;0;0;0;1;323;0;0;0.803109066
24428314;M;4;Alto;54000000;Maestria;CASADO;BOGOTA D.C.;41;AMEX;I;Nacional;35843626;2;1;1;1;0;0;0;3;0;1;0;2;3;0;0;1;1;0;0;0;0;0;0;0;0;0;14;9;0;14.235.734.084.467.300
6111483;M;4;Alto;54000000;Especializacion;CASADO;ANTIOQUIA;39;VISA;P;Internacional;40021946;3;8;6;9;24;25;15;9;1;1;6;11;10;18;24;30;16;14;5;17;16;23;11;6;0;2;307;0;0;1.615.417.364.922.620
17029651;M;5;Alto;54000000;Especializacion;CASADO;ANTIOQUIA;39;VISA;P;Internacional;40627595;3;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;22;0;17.155.290.251.035.800
47333819;F;5;Alto;54000000;Especializacion;SOLTERO;BOGOTA D.C.;36;VISA;I;Nacional;11973470;2;1;3;1;1;0;1;4;6;1;3;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;24;13;0;0.953854453
18130550;M;4;Alto;54000000;Pregrado;CASADO;BOGOTA D.C.;35;AMEX;I;Nacional;22558285;2;2;6;6;6;12;9;6;18;3;9;3;5;15;4;1;2;6;4;2;1;0;0;0;0;0;120;5;0;0.900421202
40648670;M;6;Alto;54000000;Pregrado;CASADO;BOGOTA D.C.;34;AMEX;I;Nacional;33994728;2;2;4;3;3;6;3;3;3;7;4;5;11;4;1;1;8;4;1;1;0;1;2;2;3;1;83;0;0;142.274.741.337.709
22380270;M;4;Alto;54000000;Especializacion;SOLTERO;ANTIOQUIA;31;VISA;P;Internacional;22281700;3;4;10;6;11;3;5;5;2;10;20;12;0;0;0;3;0;0;0;0;0;0;0;0;0;0;91;10;0;11.828.609.141.617.000
32318320;M;6;Alto;54000000;Maestria;SOLTERO;BOGOTA D.C.;28;AMEX;I;Nacional;7705865;2;5;23;1;1;0;0;0;0;1;1;0;0;0;2;1;1;2;1;2;0;0;0;0;0;1;42;0;0;14.489.685.377.469.700
39276130;F;6;Alto;54000000;Maestria;SOLTERO;BOGOTA D.C.;27;AMEX;I;Nacional;13535677;2;4;8;5;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;21;0;14.998.679.295.172.600
38073128;M;6;Alto;52500000;Pregrado;CASADO;BOGOTA D.C.;69;VISA;I;Nacional;192806;2;1;2;4;8;10;8;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39;17;0;19.935.496.205.349.400
2285711;F;5;Alto;52500000;Especializacion;CASADO;BOGOTA D.C.;63;VISA;I;Nacional;24199111;2;25;12;17;6;12;12;12;5;9;3;8;6;5;8;25;10;4;2;3;3;0;2;0;2;4;195;0;0;13.840.387.113.703.700
15576399;M;5;Alto;52500000;Especializacion;CASADO;BOGOTA D.C.;62;VISA;I;Nacional;17274255;2;12;1;10;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;18;0;13.751.987.309.350.200
2805196;F;4;Alto;52500000;Maestria;CASADO;BOGOTA D.C.;55;AMEX;I;Nacional;25430332;2;4;8;11;23;7;19;10;20;14;6;24;14;10;0;0;0;3;14;11;0;0;1;0;0;0;199;3;0;0.920960038
46219176;F;6;Alto;52500000;Especializacion;CASADO;VALLE DEL CAUCA;52;MASTER;P;Nacional;24441235;3;1;2;1;3;2;2;1;1;1;1;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;14;0;0.954784758
33003122;M;6;Alto;52500000;Especializacion;CASADO;ANTIOQUIA;36;VISA;P;Internacional;16604628;3;1;7;8;5;8;10;6;10;9;8;2;10;8;9;10;11;12;6;13;3;3;8;4;4;4;179;0;0;0.699094544
42442365;M;4;Alto;52500000;Especializacion;CASADO;ANTIOQUIA;33;VISA;P;Internacional;23539369;3;1;4;6;9;15;4;9;6;0;0;0;5;2;0;2;0;6;2;2;1;3;2;1;9;13;102;0;0;10.709.870.095.995.200
28291566;M;6;Alto;51000000;Maestria;CASADO;VALLE DEL CAUCA;60;AMEX;I;Nacional;12308065;2;15;19;14;13;9;16;5;11;12;13;11;17;10;9;17;6;20;2;0;1;0;0;0;0;0;220;5;0;10.954.040.956.434.800
39709540;F;5;Alto;51000000;Pregrado;SOLTERO;BOGOTA D.C.;46;VISA;I;Nacional;17194628;2;1;8;7;1;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;20;11;0;0.674132523
10978915;F;6;Alto;51000000;Especializacion;SOLTERO;ANTIOQUIA;45;VISA;P;Internacional;13002304;3;1;5;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;22;0;0.720442873
14114583;M;6;Alto;51000000;Pregrado;CASADO;BOGOTA D.C.;44;VISA;I;Nacional;55526014;2;2;11;2;3;2;1;6;17;15;5;10;3;1;1;0;0;0;0;0;0;0;0;0;0;0;79;11;0;23.610.196.062.497.800
10023757;F;6;Alto;51000000;Especializacion;CASADO;BOGOTA D.C.;40;VISA;P;Nacional;10153120;2;1;11;4;0;1;5;1;5;0;0;3;3;0;5;0;4;4;4;1;9;10;11;3;7;8;100;0;0;0.569886279
35900816;F;5;Alto;51000000;Especializacion;CASADO;BOGOTA D.C.;35;VISA;P;Nacional;26060594;2;4;3;5;1;0;2;2;3;2;3;0;1;0;4;5;4;6;6;1;3;0;0;0;0;0;55;5;0;1.112.646.163.528.600
25923736;M;5;Alto;51000000;Pregrado;CASADO;BOGOTA D.C.;33;AMEX;I;Nacional;17575201;2;2;6;6;12;10;10;3;12;7;6;11;17;24;2;0;0;0;0;0;0;0;0;0;0;0;128;11;0;0.936462453
16396889;F;6;Alto;51000000;Especializacion;SOLTERO;BOGOTA D.C.;30;VISA;P;Nacional;36066751;2;3;21;7;2;0;6;5;14;5;6;4;6;2;5;3;2;1;3;2;1;1;1;3;4;2;109;0;0;1.669.261.503.127.060
42980549;F;5;Alto;51000000;Pregrado;SOLTERO;BOGOTA D.C.;27;VISA;I;Nacional;31698419;2;11;14;30;8;0;0;5;0;9;15;9;30;11;20;11;5;14;9;6;17;3;0;10;0;0;237;2;0;1.673.505.777.385.490
24985727;M;4;Alto;51000000;Pregrado;SOLTERO;BOGOTA D.C.;27;VISA;I;Nacional;41314956;2;2;2;2;3;4;1;14;4;1;0;2;22;0;0;0;0;0;0;0;0;0;0;0;0;0;57;13;0;20.807.437.761.975.700
12506067;F;4;Alto;49500000;Maestria;CASADO;BOGOTA D.C.;66;VISA;P;Nacional;1200531;2;17;26;16;8;12;15;38;48;44;51;61;61;34;70;43;18;0;0;0;0;0;0;0;0;0;562;9;0;24.622.021.002.969.100
8013765;M;6;Alto;49500000;Especializacion;CASADO;ANTIOQUIA;62;VISA;P;Internacional;45559655;3;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;22;0;22.646.415.769.274.200
13868758;M;6;Alto;49500000;Especializacion;CASADO;ANTIOQUIA;60;VISA;P;Internacional;1366024;3;1;2;10;3;4;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;18;0;14.640.889.121.321.100
16825874;F;6;Alto;49500000;Pregrado;CASADO;BOGOTA D.C.;57;VISA;P;Nacional;12752294;2;3;8;2;5;7;4;6;5;3;4;3;4;4;5;0;0;0;0;0;0;0;0;0;0;0;63;11;0;0.969842742
36279637;F;4;Alto;49500000;Especializacion;SOLTERO;BOGOTA D.C.;55;VISA;P;Nacional;7584219;2;3;1;1;0;1;4;2;2;3;1;1;0;2;3;1;0;1;0;0;0;0;0;0;2;0;28;1;0;1.021.899.498.280.050
14285549;M;4;Alto;49500000;Pregrado;CASADO;BOGOTA D.C.;53;AMEX;I;Nacional;44745717;2;9;7;1;1;6;10;0;2;2;0;0;2;2;2;2;2;0;2;5;3;0;3;0;0;0;61;3;0;18.603.714.943.977.000
1372805;M;4;Alto;49500000;Especializacion;CASADO;ANTIOQUIA;53;VISA;P;Internacional;48020047;3;4;2;5;0;7;8;9;3;1;6;8;7;3;5;3;10;11;4;1;6;23;25;20;29;14;214;0;0;19.705.606.802.237.500
46035730;M;4;Alto;49500000;Especializacion;CASADO;ANTIOQUIA;51;VISA;P;Nacional;10826599;3;3;6;6;4;5;5;7;5;3;4;2;2;3;3;3;4;6;4;4;3;2;2;8;13;12;119;0;0;0.51488917
1204388;F;6;Alto;49500000;Especializacion;CASADO;BOGOTA D.C.;50;VISA;P;Nacional;24529277;2;1;5;7;5;2;3;2;6;3;8;10;5;1;3;6;4;2;2;2;3;2;4;10;12;10;118;0;0;0.674947283
1229348;M;6;Alto;49500000;Pregrado;SOLTERO;BOGOTA D.C.;44;AMEX;I;Nacional;4107989;2;3;7;8;4;5;11;7;5;6;7;5;2;9;11;34;7;4;4;9;4;2;5;2;3;3;167;0;0;0.640051365
5607027;F;4;Alto;49500000;Especializacion;SOLTERO;ANTIOQUIA;44;VISA;P;Internacional;8366905;3;7;6;3;0;0;0;0;2;0;1;0;0;0;0;0;0;0;1;0;0;2;1;0;0;0;23;3;0;0.750596134
27929629;M;4;Alto;49500000;Especializacion;CASADO;BOGOTA D.C.;41;VISA;I;Nacional;49249413;2;8;3;2;8;7;4;4;11;17;9;6;10;8;12;1;0;0;0;0;0;1;0;4;10;0;125;1;0;19.953.340.923.878.900
47747266;M;5;Alto;49500000;Especializacion;CASADO;VALLE DEL CAUCA;40;AMEX;I;Nacional;49624618;3;3;4;1;10;2;3;17;7;11;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;64;13;0;20.793.011.118.453.000
1217276;M;4;Alto;49500000;Pregrado;CASADO;BOGOTA D.C.;39;AMEX;I;Nacional;15246116;2;2;4;4;2;0;2;2;0;1;4;6;2;4;2;2;1;4;5;1;4;2;2;4;4;5;69;0;0;0.642952055
30136281;F;6;Alto;49500000;Especializacion;CASADO;ANTIOQUIA;39;VISA;P;Nacional;21440299;3;2;4;7;7;5;4;12;6;9;10;15;2;7;10;7;11;14;5;3;0;0;0;0;0;0;140;6;0;0.608125429
36598424;M;4;Alto;49500000;Especializacion;CASADO;BOGOTA D.C.;34;VISA;P;Nacional;13822691;2;9;4;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;21;0;10.689.848.517.264.900
30165136;F;6;Alto;49500000;Especializacion;SOLTERO;ANTIOQUIA;32;VISA;P;Internacional;25479238;3;4;7;1;9;5;10;4;6;5;9;0;1;0;5;0;15;13;10;1;5;9;38;1;12;7;177;0;0;11.475.822.989.439.900
34223437;F;5;Alto;49500000;Especializacion;SOLTERO;VALLE DEL CAUCA;31;AMEX;I;Nacional;12753988;3;1;2;4;1;23;16;12;16;33;5;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;114;10;0;10.886.940.928.512.600
17032200;F;6;Alto;49500000;Especializacion;CASADO;ANTIOQUIA;31;VISA;P;Internacional;25484941;3;4;2;2;0;1;45;29;8;33;25;20;0;0;0;2;0;1;0;0;0;0;0;0;0;0;172;8;0;12.101.806.385.354.500
33043376;F;6;Alto;49500000;Especializacion;SOLTERO;ANTIOQUIA;30;VISA;P;Internacional;28375996;3;6;11;19;17;25;28;18;7;4;8;19;6;4;8;12;0;0;0;0;0;0;0;0;0;0;192;10;0;1.362.556.160.777.420
42837765;M;4;Alto;49500000;Especializacion;SOLTERO;CUNDINAMARCA;29;VISA;P;Internacional;19210430;3;3;1;2;1;3;2;3;6;4;10;9;3;4;4;0;2;0;0;0;0;0;0;0;0;0;57;9;0;13.184.997.339.068.000
26610332;F;6;Alto;49500000;Especializacion;SOLTERO;ANTIOQUIA;29;VISA;P;Internacional;20418332;3;7;7;2;2;7;7;7;15;3;3;3;11;12;12;14;16;18;17;4;21;23;19;1;0;0;231;2;0;1.272.273.482.726.230
46897269;F;6;Alto;49500000;Maestria;SOLTERO;BOGOTA D.C.;29;AMEX;I;Nacional;39067386;2;15;110;134;103;22;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;386;8;0;20.575.193.266.376.400
8940150;M;6;Alto;49500000;Pregrado;CASADO;BOGOTA D.C.;28;AMEX;I;Nacional;40283806;2;2;7;15;14;17;11;16;7;8;8;7;8;10;14;9;12;19;15;24;24;15;18;20;30;20;350;0;0;20.791.085.119.722.500
23552276;M;5;Alto;48000000;Maestria;CASADO;BOGOTA D.C.;59;AMEX;Ninguno;Ninguno;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;0;14.999.266.906.151.800
46791210;F;4;Alto;48000000;Especializacion;SOLTERO;BOGOTA D.C.;59;VISA;I;Nacional;5638302;2;1;1;20;17;16;11;28;9;14;24;11;20;12;16;40;2;10;12;17;15;11;11;16;7;24;365;0;0;14.390.014.480.330.500
37501338;F;4;Alto;48000000;Maestria;SOLTERO;BOGOTA D.C.;56;AMEX;I;Nacional;6994664;2;4;1;3;2;4;5;2;0;2;1;1;3;4;4;2;2;4;4;3;2;1;1;1;0;0;56;2;0;10.202.387.769.571.100
7183691;F;4;Alto;48000000;Maestria;SOLTERO;VALLE DEL CAUCA;49;AMEX;I;Nacional;17700524;2;2;2;2;1;0;0;0;0;0;0;0;0;2;0;3;1;2;1;1;1;1;1;1;18;2;41;0;0;0.642690287
14753177;F;6;Alto;48000000;Pregrado;CASADO;BOGOTA D.C.;47;AMEX;I;Nacional;23269975;2;4;6;7;11;15;12;18;10;17;11;4;13;11;24;13;20;24;14;3;19;19;13;15;26;28;357;0;0;0.969972768
6393524;F;4;Alto;48000000;Maestria;CASADO;BOGOTA D.C.;47;AMEX;I;Nacional;22592418;2;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;5;0;0;0.86125604
45681257;F;6;Alto;48000000;Maestria;CASADO;ANTIOQUIA;45;AMEX;P;Internacional;22094104;3;8;4;6;5;7;7;9;4;5;4;5;7;9;5;8;2;4;10;4;5;8;5;4;6;6;147;0;0;0.413273844
43648507;M;4;Alto;48000000;Especializacion;CASADO;BOGOTA D.C.;42;VISA;I;Nacional;1037736;2;7;46;18;12;16;28;35;0;0;0;5;8;0;0;0;0;0;0;0;0;0;1;0;0;0;176;3;0;0.848471401
39118296;M;4;Alto;48000000;Especializacion;CASADO;ANTIOQUIA;39;VISA;P;Internacional;866605;3;1;7;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;20;0;11.574.562.838.217.700
42184672;F;4;Alto;48000000;Especializacion;CASADO;BOGOTA D.C.;37;VISA;I;Nacional;23220588;2;4;2;2;2;0;0;1;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;16;0;1.029.535.263.025.620
26918862;F;4;Alto;48000000;Pregrado;CASADO;BOGOTA D.C.;34;AMEX;I;Nacional;36298365;2;20;20;12;28;5;24;12;15;24;10;23;19;25;23;18;14;33;38;23;37;36;35;29;2;0;525;1;0;2.162.679.039.170.660
46346258;M;5;Alto;48000000;Maestria;SOLTERO;BOGOTA D.C.;34;AMEX;I;Nacional;17068967;2;3;5;10;66;49;58;19;1;6;5;10;13;7;13;13;23;15;12;9;23;12;5;20;18;7;422;0;0;14.277.960.429.101.800
28641879;M;6;Alto;48000000;Especializacion;SOLTERO;CUNDINAMARCA;31;VISA;P;Internacional;3007942;3;1;13;9;7;8;7;13;10;9;16;23;23;10;8;12;14;8;16;9;4;7;15;14;7;9;272;0;0;13.604.466.245.391.000
15116765;F;6;Alto;48000000;Pregrado;CASADO;BOGOTA D.C.;28;AMEX;I;Nacional;32138484;2;2;3;4;3;1;8;6;5;5;9;5;7;6;9;6;7;9;6;8;6;2;1;6;3;5;132;0;0;16.117.857.118.089.100
45665147;F;5;Alto;46500000;Especializacion;SOLTERO;BOGOTA D.C.;70;VISA;I;Nacional;14462631;2;26;7;5;3;0;0;0;12;3;6;4;1;8;5;0;7;6;9;13;11;14;15;2;23;12;192;0;0;17.900.021.427.886.500
43734969;M;5;Alto;46500000;Pregrado;CASADO;BOGOTA D.C.;57;AMEX;Ninguno;Ninguno;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;0;14.082.422.533.384.500
2675748;F;6;Alto;46500000;Maestria;CASADO;VALLE DEL CAUCA;51;AMEX;I;Nacional;27040761;2;7;11;7;5;6;10;9;7;14;9;2;23;6;17;13;27;14;22;8;20;19;14;13;17;20;320;0;0;10.376.153.281.294.900
22505640;M;6;Alto;46500000;Maestria;CASADO;BOGOTA D.C.;50;AMEX;I;Nacional;318459;2;8;6;2;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;20;0;1.101.973.072.518.900
14599034;F;4;Alto;46500000;Maestria;CASADO;BOGOTA D.C.;49;AMEX;I;Nacional;12487368;2;7;4;6;11;5;7;7;3;4;4;0;3;0;3;2;8;9;7;7;0;0;0;0;0;0;97;6;0;0.42925563
40819636;F;6;Alto;46500000;Especializacion;CASADO;ANTIOQUIA;44;VISA;P;Internacional;36957441;3;1;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;22;0;14.580.725.957.469.300
33630908;M;6;Alto;46500000;Especializacion;CASADO;ANTIOQUIA;43;VISA;P;Internacional;38754194;3;9;6;8;9;5;14;4;14;1;5;16;20;8;9;8;10;6;3;1;9;3;3;4;3;0;178;1;0;13.655.622.305.960.400
