Cliente_Id;Sexo;Estrato;Grupo_valor;Rango_ingresos_acum;Nivel_estudio;Estado_civil;Departamento;Edad;Franquicia;canal;origen;Monto_transado;Reclamos;cnt_trx_201706;cnt_trx_201707;cnt_trx_201708;cnt_trx_201709;cnt_trx_201710;cnt_trx_201711;cnt_trx_201712;cnt_trx_201801;cnt_trx_201802;cnt_trx_201803;cnt_trx_201804;cnt_trx_201805;cnt_trx_201806;cnt_trx_201807;cnt_trx_201808;cnt_trx_201809;cnt_trx_201810;cnt_trx_201811;cnt_trx_201812;cnt_trx_201901;cnt_trx_201902;cnt_trx_201903;cnt_trx_201904;cnt_trx_201905;cnt_trx_201906;Total_trx;Recency;Outliers;Mahal Distance
24039093;M;5;Alto;22500000;Especializacion;DIVORCIADO;ANTIOQUIA;56;MASTER;P;Nacional;6847748;3;2;3;3;5;0;2;8;15;4;5;7;9;14;16;6;0;1;0;0;0;0;0;0;0;0;100;8;0;0.945479162
47704402;F;6;Alto;22500000;Especializacion;SOLTERO;ANTIOQUIA;56;VISA;P;Nacional;6192510;3;5;1;3;4;9;14;2;1;3;5;5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;56;13;0;10.412.759.268.702.500
25265362;F;6;Alto;22500000;Pregrado;SOLTERO;BOGOTA D.C.;56;AMEX;I;Nacional;8369212;2;5;9;3;4;3;7;11;12;13;15;15;2;10;9;9;19;19;10;12;10;6;15;23;9;4;254;0;0;0.944899725
6660658;M;4;Alto;22500000;Maestria;CASADO;BOGOTA D.C.;55;AMEX;I;Nacional;6254147;2;1;8;3;9;10;12;0;7;3;6;5;4;0;4;0;3;5;0;0;0;0;0;0;0;0;80;8;0;0.938295906
12067620;M;6;Alto;22500000;Pregrado;CASADO;BOGOTA D.C.;55;VISA;Ninguno;Ninguno;12220667;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;0;10.338.148.040.596.400
18216217;F;4;Alto;22500000;Especializacion;CASADO;ANTIOQUIA;55;VISA;P;Internacional;17565580;3;9;3;2;0;0;0;6;2;5;1;0;6;8;2;7;8;6;7;8;0;3;3;2;5;15;108;0;0;0.75836414
45010546;M;6;Alto;22500000;Especializacion;CASADO;ANTIOQUIA;55;VISA;P;Internacional;89924;3;9;1;2;2;2;3;7;4;1;1;4;1;3;3;12;8;0;0;0;0;0;0;0;0;0;63;9;0;11.903.180.696.766.700
152837;F;6;Alto;22500000;Maestria;SOLTERO;BOGOTA D.C.;55;VISA;P;Nacional;7177984;2;3;7;21;12;8;10;11;11;13;27;19;24;26;18;12;8;0;0;0;0;0;1;0;0;0;231;3;0;0.879433483
21073249;F;4;Alto;22500000;Especializacion;CASADO;ANTIOQUIA;55;VISA;P;Internacional;17763943;3;1;7;4;4;1;1;0;2;1;3;4;9;3;2;3;3;0;1;0;1;7;5;20;5;9;96;0;0;0.781633018
33110649;M;6;Alto;22500000;Pregrado;CASADO;BOGOTA D.C.;54;AMEX;I;Nacional;3394950;2;3;1;7;2;3;7;0;1;28;15;10;5;6;14;16;6;28;1;1;0;0;0;0;0;0;154;6;0;0.913408137
27928508;F;5;Alto;22500000;Especializacion;CASADO;VALLE DEL CAUCA;54;AMEX;I;Nacional;17523325;3;3;11;2;2;19;2;6;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;59;5;0;0.803987102
9564123;M;4;Alto;22500000;Especializacion;CASADO;ANTIOQUIA;53;VISA;P;Nacional;11462203;3;2;35;23;3;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;66;12;0;0.738613185
42642655;M;5;Alto;22500000;Especializacion;SOLTERO;ANTIOQUIA;53;MASTER;P;Nacional;2372215;3;3;7;16;6;6;17;8;6;8;15;11;1;0;0;0;0;0;0;0;0;0;0;0;0;0;104;13;0;0.948625438
3168050;F;5;Alto;22500000;Especializacion;SOLTERO;ANTIOQUIA;53;VISA;P;Internacional;4014558;3;20;20;24;43;37;37;70;31;42;32;43;47;83;1;1;0;1;1;0;0;0;0;0;0;0;533;7;0;18.599.846.918.326.100
16339955;F;4;Alto;22500000;Especializacion;SOLTERO;ANTIOQUIA;53;MASTER;P;Nacional;5347404;3;10;5;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;21;0;1.009.131.284.501.820
7138686;F;4;Alto;22500000;Maestria;SOLTERO;VALLE DEL CAUCA;53;AMEX;I;Nacional;13190100;2;1;4;4;5;0;7;2;0;3;20;11;0;1;10;2;1;6;3;4;3;8;7;8;4;83;197;0;0;0.574479849
6329452;M;6;Alto;22500000;Maestria;SOLTERO;BOGOTA D.C.;53;VISA;P;Nacional;9905244;2;4;3;4;0;2;3;6;6;1;8;5;5;4;1;3;6;3;7;7;1;13;5;0;1;2;100;0;0;0.688997299
21294196;F;5;Alto;22500000;Especializacion;CASADO;ANTIOQUIA;52;VISA;P;Internacional;42930629;3;1;3;2;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;18;0;1.827.077.735.913.710
18416139;F;6;Alto;22500000;Especializacion;CASADO;ANTIOQUIA;52;VISA;P;Internacional;26637798;3;1;1;3;1;0;0;0;0;3;6;8;3;13;9;5;10;19;22;18;1;8;1;12;3;0;147;1;0;0.821563999
38908178;F;4;Alto;22500000;Especializacion;CASADO;VALLE DEL CAUCA;52;MASTER;P;Nacional;35617553;3;37;6;5;1;3;6;3;4;3;3;3;2;2;5;4;6;4;4;4;9;1;1;1;7;7;131;0;0;12.829.691.845.564.100
28358757;M;4;Alto;22500000;Especializacion;CASADO;ANTIOQUIA;51;VISA;P;Internacional;127604;3;8;17;19;25;7;20;11;18;10;8;8;20;14;16;10;11;14;16;16;23;20;0;2;0;2;315;0;0;1.169.843.091.294.350
29487451;F;5;Alto;22500000;Especializacion;SOLTERO;VALLE DEL CAUCA;51;MASTER;I;Nacional;8325865;3;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;22;0;0.913427736
47876632;F;5;Alto;22500000;Maestria;SOLTERO;BOGOTA D.C.;51;VISA;P;Nacional;14930892;2;4;49;13;22;29;6;7;28;29;19;14;39;31;18;16;24;57;20;21;12;34;22;36;53;23;626;0;0;2.101.690.723.843.770
42139402;F;6;Alto;22500000;Especializacion;CASADO;ANTIOQUIA;51;VISA;P;Internacional;37566948;3;2;2;1;1;1;3;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;17;0;0;1.524.064.461.350.100
25781482;M;5;Alto;22500000;Especializacion;CASADO;ANTIOQUIA;50;MASTER;P;Nacional;285231;3;1;20;9;6;6;1;4;4;8;4;4;6;11;4;7;7;15;6;2;2;4;5;6;5;19;166;0;0;0.909716226
38569794;M;4;Alto;22500000;Maestria;CASADO;BOGOTA D.C.;50;AMEX;I;Nacional;9326015;2;1;1;4;1;2;3;9;2;6;5;9;10;9;23;3;4;2;5;17;16;0;0;0;0;0;132;5;0;0.489234682
8621567;M;5;Alto;22500000;Especializacion;SOLTERO;BOGOTA D.C.;50;VISA;P;Internacional;12265470;3;5;3;7;5;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;15;0;0.740442626
2630743;F;5;Alto;22500000;Maestria;CASADO;VALLE DEL CAUCA;50;AMEX;I;Nacional;31585303;2;5;1;5;2;3;2;1;1;0;0;0;3;4;13;30;70;7;2;2;1;3;1;1;1;3;161;0;0;10.014.904.598.017.500
12384674;M;5;Alto;22500000;Maestria;CASADO;BOGOTA D.C.;49;AMEX;I;Nacional;6545078;2;5;1;5;2;0;3;0;0;0;0;0;0;1;2;0;2;0;3;1;0;1;0;0;4;1;31;0;0;0.814203224
10837395;M;6;Alto;22500000;Maestria;CASADO;BOGOTA D.C.;49;VISA;P;Nacional;56240743;2;4;14;9;2;10;11;8;5;8;10;7;7;0;0;0;0;0;0;0;0;0;0;0;0;0;95;13;0;240.150.826.807.015
20757419;M;6;Alto;22500000;Pregrado;SOLTERO;BOGOTA D.C.;49;AMEX;I;Nacional;2310816;2;1;2;3;4;1;3;2;8;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;14;0;0.978131037
33606764;F;6;Alto;22500000;Maestria;SOLTERO;BOGOTA D.C.;49;AMEX;I;Nacional;3385658;2;6;10;7;4;7;11;13;5;6;9;11;3;8;10;6;10;10;13;18;16;11;10;8;9;14;235;0;0;0.787629617
35097843;F;6;Alto;22500000;Especializacion;SOLTERO;ANTIOQUIA;49;MASTER;P;Nacional;12643589;3;3;1;1;2;1;1;2;1;3;2;3;4;0;0;1;9;6;1;20;8;4;3;5;0;1;82;0;0;0.477778429
18489999;M;5;Alto;22500000;Especializacion;CASADO;ANTIOQUIA;48;VISA;P;Nacional;682050;3;2;6;2;3;3;11;12;5;7;12;10;9;5;7;4;9;6;3;7;5;5;14;1;0;0;148;2;0;0.848083474
14809520;M;4;Alto;22500000;Especializacion;CASADO;VALLE DEL CAUCA;48;MASTER;P;Nacional;6702053;3;5;5;5;5;5;5;5;10;5;10;5;23;11;10;5;5;5;5;5;5;5;5;5;5;5;164;0;0;0.514657288
48520528;F;6;Alto;22500000;Especializacion;CASADO;BOGOTA D.C.;48;AMEX;P;Internacional;20240100;3;12;3;3;7;4;4;4;3;14;7;7;7;12;7;10;10;4;6;6;6;7;5;8;6;4;166;0;0;0.346799954
27342770;M;4;Alto;22500000;Especializacion;CASADO;VALLE DEL CAUCA;48;MASTER;P;Nacional;38555124;3;4;15;5;5;5;5;7;7;8;6;6;11;8;2;7;2;0;6;6;8;7;0;0;0;0;130;4;0;13.705.487.097.312.300
40162608;F;4;Alto;22500000;Pregrado;CASADO;BOGOTA D.C.;48;AMEX;I;Nacional;19077964;2;2;11;3;2;3;1;3;1;2;8;11;7;6;7;6;2;8;4;0;0;0;1;2;1;1;92;0;0;0.450361573
3631701;F;6;Alto;22500000;Especializacion;CASADO;ANTIOQUIA;48;VISA;P;Internacional;29459574;3;5;4;7;7;17;11;9;7;8;7;12;7;6;6;4;3;3;4;11;11;7;7;13;11;12;199;0;0;0.851218925
35714230;F;6;Alto;22500000;Especializacion;CASADO;ANTIOQUIA;48;VISA;P;Internacional;32733266;3;8;22;7;10;4;11;13;15;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;101;16;0;10.759.754.718.743.300
41151454;F;4;Alto;22500000;Pregrado;CASADO;BOGOTA D.C.;48;AMEX;I;Nacional;45927089;2;2;14;18;20;6;3;24;1;5;7;1;0;2;2;3;0;0;0;0;0;0;0;0;0;0;108;10;0;18.020.813.802.529.900
9125064;M;5;Alto;22500000;Pregrado;CASADO;BOGOTA D.C.;47;VISA;I;Nacional;7538115;2;1;4;7;7;19;0;3;1;2;12;16;2;3;2;6;2;1;5;1;9;6;5;13;7;13;147;0;0;0.453711168
27664045;F;4;Alto;22500000;Especializacion;SOLTERO;VALLE DEL CAUCA;47;AMEX;I;Nacional;4813720;3;6;7;1;1;7;3;3;3;2;3;2;0;0;0;0;0;1;1;1;0;0;0;1;0;0;42;2;0;0.81010681
17653420;F;4;Alto;22500000;Especializacion;SOLTERO;ANTIOQUIA;47;VISA;P;Internacional;14231876;3;3;4;1;0;6;0;1;0;0;3;0;5;2;3;4;1;1;3;3;3;7;6;8;7;2;73;0;0;0.437141698
5125920;M;6;Alto;22500000;Especializacion;CASADO;ANTIOQUIA;46;VISA;P;Nacional;384691;3;13;21;12;15;11;3;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;78;12;0;0.923825997
28775079;M;6;Alto;22500000;Pregrado;CASADO;BOGOTA D.C.;46;AMEX;I;Nacional;922086;2;3;1;4;4;9;0;0;0;0;1;0;6;5;5;3;8;13;3;1;23;10;12;9;0;0;120;2;0;0.834656646
19897817;M;6;Alto;22500000;Pregrado;SOLTERO;BOGOTA D.C.;46;VISA;I;Nacional;9803962;2;4;7;3;2;2;2;11;2;6;6;0;0;0;4;3;4;7;5;12;3;1;2;1;0;2;89;0;0;0.45802999
47435249;F;4;Alto;22500000;Maestria;CASADO;BOGOTA D.C.;45;AMEX;I;Nacional;13519017;2;16;21;7;7;6;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59;19;0;0.490741899
2181753;M;6;Alto;22500000;Especializacion;CASADO;ANTIOQUIA;45;VISA;P;Internacional;10267066;3;5;1;9;9;5;4;5;0;0;3;1;0;2;3;0;0;0;0;0;0;0;0;0;0;0;47;11;0;0.59910395
17584067;F;6;Alto;22500000;Maestria;SOLTERO;VALLE DEL CAUCA;45;AMEX;I;Nacional;10160904;2;6;12;5;14;7;7;10;8;15;19;1;2;0;0;0;0;2;4;4;1;0;7;10;1;6;141;0;0;0.305204352
3909113;F;5;Alto;22500000;Especializacion;CASADO;ANTIOQUIA;44;VISA;P;Internacional;7418515;3;2;2;1;3;0;1;1;1;2;3;2;1;5;2;2;1;1;7;5;5;9;4;3;2;4;69;0;0;0.622533075
41741270;M;6;Alto;22500000;Maestria;CASADO;BOGOTA D.C.;43;AMEX;I;Nacional;707918;2;2;2;1;5;3;2;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;17;0;10.545.414.332.644.600
37179594;M;4;Alto;22500000;Especializacion;CASADO;ANTIOQUIA;43;VISA;P;Nacional;2945029;3;3;5;6;5;8;3;3;6;6;8;6;10;4;10;12;9;7;15;3;0;0;0;0;0;0;129;6;0;0.73569704
4974286;F;6;Alto;22500000;Especializacion;CASADO;ANTIOQUIA;43;VISA;P;Internacional;8917341;3;1;2;1;0;1;2;2;4;4;2;3;13;1;3;1;14;8;0;1;4;1;3;15;0;2;88;0;0;0.525643637
33519385;M;4;Alto;22500000;Especializacion;CASADO;VALLE DEL CAUCA;43;MASTER;P;Nacional;12566951;3;6;2;17;2;10;2;0;7;4;6;4;8;0;4;10;5;7;7;7;2;7;2;0;0;3;122;0;0;0.303929018
18331513;F;6;Alto;22500000;Especializacion;SOLTERO;ANTIOQUIA;43;VISA;P;Internacional;4716630;3;11;4;2;0;0;16;0;0;0;0;0;0;3;1;1;1;2;1;0;0;1;1;1;0;0;45;2;0;0.817232569
47914072;M;6;Alto;22500000;Especializacion;CASADO;SANTANDER;43;VISA;P;Internacional;785733;3;4;9;3;6;2;10;1;1;0;4;7;0;0;6;2;1;1;0;0;0;0;0;0;0;0;57;8;0;0.962737762
31446463;F;4;Alto;22500000;Maestria;SOLTERO;BOGOTA D.C.;43;AMEX;I;Nacional;3984429;2;3;2;5;0;0;0;0;1;0;3;2;2;2;0;1;1;4;8;4;7;6;3;12;8;7;81;0;0;0.757428936
5515814;M;4;Alto;22500000;Especializacion;UNION LIBRE;BOGOTA D.C.;43;VISA;P;Nacional;15668069;2;1;2;2;0;0;1;2;0;0;0;0;0;1;2;0;0;2;1;0;0;2;0;0;0;0;16;4;0;0.701077472
36584823;M;6;Alto;22500000;Pregrado;CASADO;BOGOTA D.C.;42;AMEX;I;Nacional;6113960;2;24;21;18;23;24;40;31;25;18;22;25;71;45;24;8;1;3;0;0;0;0;0;0;0;0;423;8;0;13.025.731.341.176.900
22433004;F;4;Alto;22500000;Especializacion;CASADO;VALLE DEL CAUCA;42;MASTER;P;Nacional;13032596;3;12;3;20;11;21;9;12;11;6;12;11;16;9;0;0;0;0;0;0;0;0;0;0;0;0;153;12;0;0.28662867
28572852;F;5;Alto;22500000;Pregrado;SOLTERO;BOGOTA D.C.;42;VISA;I;Nacional;8676287;2;1;3;3;1;1;1;7;2;4;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33;14;0;0.73999686
34718492;F;4;Alto;22500000;Especializacion;SOLTERO;VALLE DEL CAUCA;42;MASTER;I;Nacional;13760008;3;1;12;7;5;10;26;20;14;32;22;20;17;6;9;1;5;1;2;5;1;2;7;9;3;6;243;0;0;0.437658302
21761599;M;5;Alto;22500000;Pregrado;CASADO;BOGOTA D.C.;42;VISA;I;Nacional;16720512;2;5;1;1;0;1;2;0;3;2;15;3;2;1;1;0;2;1;1;8;1;0;4;1;0;0;55;2;0;0.570331011
43745308;M;6;Alto;22500000;Maestria;CASADO;VALLE DEL CAUCA;41;AMEX;I;Nacional;15938971;2;3;3;1;2;2;1;2;1;0;2;0;0;2;1;0;0;4;0;1;1;1;2;2;0;0;31;2;0;0.692378182
21642164;M;6;Alto;22500000;Especializacion;CASADO;VALLE DEL CAUCA;41;MASTER;I;Nacional;1297918;3;5;16;7;1;1;1;1;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38;16;0;10.205.923.909.909.600
42370198;F;4;Alto;22500000;Maestria;CASADO;BOGOTA D.C.;41;AMEX;I;Nacional;36888908;2;3;5;3;2;4;7;2;7;11;26;23;10;0;0;0;0;0;2;0;0;0;0;0;0;0;105;7;0;1.324.701.381.226.800
48038605;M;5;Alto;22500000;Especializacion;CASADO;ANTIOQUIA;40;VISA;P;Internacional;4554652;3;1;2;7;4;1;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;18;0;0.96169014
42165708;M;5;Alto;22500000;Especializacion;CASADO;CALDAS;40;VISA;P;Internacional;23343148;3;7;5;1;1;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;18;0;0.920168245
2723689;F;4;Alto;22500000;Maestria;SOLTERO;BOGOTA D.C.;40;AMEX;I;Nacional;8326876;2;1;2;2;1;2;3;1;6;2;1;2;3;6;2;1;0;3;2;2;0;3;0;2;1;2;50;0;0;0.756827797
819613;F;4;Alto;22500000;Maestria;CASADO;BOGOTA D.C.;40;AMEX;I;Nacional;22542587;2;11;5;1;3;4;5;1;3;3;3;2;4;8;3;3;4;3;2;2;5;10;3;2;2;3;95;0;0;0.670280634
42712946;M;4;Alto;22500000;Especializacion;SOLTERO;ANTIOQUIA;39;MASTER;P;Nacional;2749361;3;2;3;3;4;7;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;18;0;10.639.341.787.252.500
12616877;F;5;Alto;22500000;Pregrado;SOLTERO;BOGOTA D.C.;39;AMEX;I;Nacional;3376379;2;8;5;10;19;9;10;5;8;7;3;11;30;18;19;18;12;23;19;17;2;0;0;0;0;0;253;5;0;0.919564142
22308837;F;4;Alto;22500000;Maestria;SOLTERO;BOGOTA D.C.;39;AMEX;I;Nacional;14002825;2;6;4;5;7;7;2;10;6;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;16;0;0.705165098
33084812;M;5;Alto;22500000;Especializacion;SOLTERO;BOGOTA D.C.;39;VISA;I;Nacional;10705991;2;19;30;53;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;131;21;0;0.5572425
2169763;F;5;Alto;22500000;Especializacion;CASADO;VALLE DEL CAUCA;39;AMEX;I;Nacional;28115449;3;2;2;1;3;3;4;2;0;1;3;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;26;13;0;10.940.693.756.358.600
40729239;F;6;Alto;22500000;Especializacion;CASADO;VALLE DEL CAUCA;38;MASTER;P;Nacional;12135865;3;3;1;1;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;19;0;0.904119726
28682255;F;6;Alto;22500000;Maestria;SOLTERO;BOGOTA D.C.;38;AMEX;I;Nacional;4536922;2;1;6;6;13;8;10;4;5;7;7;4;8;4;7;7;5;3;2;5;2;9;8;8;11;16;166;0;0;0.816768919
32685885;F;5;Alto;22500000;Especializacion;SOLTERO;ANTIOQUIA;38;VISA;P;Nacional;12097414;3;2;1;3;0;2;4;4;9;6;8;15;8;5;6;2;7;4;1;4;0;1;0;4;0;0;96;2;0;0.650887115
10810029;F;5;Alto;22500000;Especializacion;CASADO;ANTIOQUIA;38;VISA;P;Nacional;24533475;3;11;6;9;6;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39;20;0;0.963644696
10777239;M;4;Alto;22500000;Pregrado;CASADO;BOGOTA D.C.;37;VISA;I;Nacional;14769916;2;2;1;3;5;1;1;3;9;12;33;11;10;2;2;2;6;1;2;1;1;1;1;3;3;3;119;0;0;0.65343256
2991109;M;6;Alto;22500000;Maestria;CASADO;BOGOTA D.C.;37;AMEX;I;Nacional;37960144;2;1;1;5;0;2;1;3;1;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;17;10;0;16.077.239.802.828.000
30269420;F;4;Alto;22500000;Maestria;SOLTERO;BOGOTA D.C.;37;AMEX;I;Nacional;5851064;2;1;1;2;1;1;1;19;9;2;5;12;0;7;15;9;1;0;0;5;4;0;3;0;2;4;104;0;0;0.857380252
42131021;M;5;Alto;22500000;Maestria;SOLTERO;BOGOTA D.C.;37;AMEX;I;Nacional;11296962;2;26;38;25;27;22;22;15;0;0;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;179;10;0;0.660170993
41527787;M;5;Alto;22500000;Especializacion;CASADO;ANTIOQUIA;36;VISA;P;Nacional;4001788;3;6;20;32;27;30;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;119;17;0;0.960578327
15551113;M;6;Alto;22500000;Especializacion;CASADO;BOGOTA D.C.;36;VISA;I;Nacional;19843510;2;4;5;4;2;3;7;11;5;4;5;2;6;6;3;2;5;2;0;0;0;0;0;0;0;0;76;8;0;0.847591163
10220274;M;4;Alto;22500000;Especializacion;SOLTERO;BOGOTA D.C.;36;VISA;P;Nacional;17184879;2;7;15;18;15;8;19;20;6;8;20;9;7;16;11;5;6;8;3;11;5;6;5;3;10;20;261;0;0;0.820737743
23420565;F;4;Alto;22500000;Especializacion;UNION LIBRE;VALLE DEL CAUCA;35;AMEX;I;Nacional;728193;3;1;7;1;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;20;0;12.993.793.684.675.700
34723651;M;4;Alto;22500000;Especializacion;SOLTERO;ANTIOQUIA;35;MASTER;P;Nacional;4815599;3;1;2;3;2;4;4;6;0;4;5;4;1;2;3;1;3;8;1;0;0;2;0;5;3;7;71;0;0;10.496.209.824.246.300
9684986;M;6;Alto;22500000;Especializacion;CASADO;ANTIOQUIA;35;VISA;P;Internacional;13348931;3;1;4;9;5;3;5;3;4;2;1;2;1;0;0;0;0;0;0;1;0;0;0;0;0;0;41;6;0;0.951183708
17040989;M;6;Alto;22500000;Maestria;CASADO;BOGOTA D.C.;35;AMEX;I;Nacional;14179702;2;19;1;4;1;6;11;8;1;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;55;7;0;0.912348941
21456760;M;4;Alto;22500000;Especializacion;CASADO;BOGOTA D.C.;35;VISA;I;Nacional;44710448;2;1;2;8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;21;0;19.975.906.061.688.900
46195480;F;6;Alto;22500000;Especializacion;SOLTERO;ANTIOQUIA;35;VISA;P;Nacional;25813479;3;2;3;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;20;0;1.219.834.493.767.310
19799222;F;4;Alto;22500000;Pregrado;CASADO;BOGOTA D.C.;34;AMEX;I;Nacional;815019;2;11;58;77;32;43;42;39;35;20;8;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;366;13;0;14.937.027.828.005.700
31871105;F;6;Alto;22500000;Pregrado;CASADO;BOGOTA D.C.;34;AMEX;I;Nacional;11573176;2;5;10;5;0;1;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;24;13;0;1.067.584.332.016.040
9619446;F;6;Alto;22500000;Especializacion;CASADO;ANTIOQUIA;34;VISA;P;Internacional;13814115;3;8;28;19;5;10;5;16;32;67;68;6;1;1;2;2;1;1;1;1;1;8;9;1;1;1;295;0;0;10.246.205.314.328.500
19912907;M;6;Alto;22500000;Pregrado;CASADO;BOGOTA D.C.;34;VISA;P;Nacional;16558914;4;6;3;3;12;7;1;2;16;7;1;1;1;4;2;1;2;0;0;0;0;0;0;0;0;0;69;9;0;0.947060189
12119803;F;5;Alto;22500000;Maestria;CASADO;BOGOTA D.C.;34;AMEX;I;Nacional;22047895;2;11;4;1;1;7;9;11;3;1;3;9;5;12;3;2;1;4;5;13;8;14;2;11;4;2;146;0;0;0.930827731
5287771;M;5;Alto;22500000;Especializacion;SOLTERO;BOGOTA D.C.;34;VISA;P;Nacional;10349324;2;1;2;1;3;2;1;3;2;2;1;3;10;1;1;1;1;1;3;1;1;1;2;1;1;2;48;0;0;1.023.348.843.260.620
23334837;F;5;Alto;22500000;Maestria;SOLTERO;BOGOTA D.C.;34;AMEX;I;Nacional;21812152;2;5;1;2;5;8;0;0;6;5;4;2;0;0;2;2;2;0;0;0;0;2;0;0;3;0;49;1;0;10.633.106.402.776.600
24840047;M;6;Alto;22500000;Especializacion;CASADO;ANTIOQUIA;33;VISA;P;Internacional;45896215;3;17;12;26;21;13;17;1;10;14;14;13;14;17;22;29;17;19;13;4;19;16;21;22;18;18;407;0;0;2.237.617.578.293.550
43559517;F;6;Alto;22500000;Especializacion;SOLTERO;ANTIOQUIA;33;VISA;P;Internacional;7672418;3;24;7;10;9;34;25;25;0;4;5;40;4;1;22;9;24;4;0;9;5;0;0;15;41;24;341;0;0;12.869.412.700.459.400
29123577;M;4;Alto;22500000;Pregrado;SOLTERO;BOGOTA D.C.;33;VISA;I;Nacional;11050277;2;3;2;2;2;2;5;2;2;2;1;4;2;3;1;1;3;3;8;7;2;2;5;3;4;0;71;1;0;10.285.677.553.133.400
5676462;F;5;Alto;22500000;Especializacion;CASADO;ANTIOQUIA;33;MASTER;P;Nacional;19412518;3;11;17;9;9;5;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;52;15;0;10.740.042.946.217.600
26074432;F;5;Alto;22500000;Pregrado;SOLTERO;BOGOTA D.C.;33;VISA;I;Nacional;31375087;2;12;11;5;13;6;6;6;3;9;10;3;8;11;6;3;8;12;6;9;9;4;0;0;3;0;163;1;0;13.007.474.896.476.900
16785437;M;4;Alto;22500000;Pregrado;CASADO;BOGOTA D.C.;33;AMEX;I;Nacional;47509472;2;32;20;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;57;21;0;21.326.065.677.538.300
30002021;F;4;Alto;22500000;Especializacion;CASADO;VALLE DEL CAUCA;32;MASTER;P;Nacional;77450;3;3;3;2;3;0;5;2;3;10;4;2;1;1;4;0;1;1;1;0;0;0;2;1;0;0;49;2;0;1.400.578.266.909.550
38485963;F;4;Alto;22500000;Maestria;CASADO;BOGOTA D.C.;32;AMEX;I;Nacional;23589463;2;13;7;21;23;45;25;37;26;22;28;17;34;19;30;21;10;18;44;26;12;21;0;7;0;0;506;2;0;18.732.511.107.244.500
46390407;M;4;Alto;22500000;Especializacion;CASADO;ANTIOQUIA;32;MASTER;P;Nacional;25430181;3;3;4;4;7;6;6;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;36;0;0;12.913.255.790.911.600
14474215;M;5;Alto;22500000;Especializacion;SOLTERO;ANTIOQUIA;32;VISA;P;Internacional;10007970;3;10;13;5;6;6;1;0;6;1;1;0;0;0;0;0;0;1;0;0;1;0;2;2;0;0;55;2;0;11.361.599.693.652.900
24847511;M;4;Alto;22500000;Especializacion;SOLTERO;ANTIOQUIA;31;MASTER;P;Nacional;3770676;3;4;1;3;1;7;3;6;7;5;3;13;2;12;6;4;0;2;7;9;2;4;3;16;7;8;135;0;0;12.470.894.789.236.800
