Cliente_Id;Sexo;Estrato;Grupo_valor;Rango_ingresos_acum;Nivel_estudio;Estado_civil;Departamento;Edad;Franquicia;canal;origen;Monto_transado;Reclamos;cnt_trx_201706;cnt_trx_201707;cnt_trx_201708;cnt_trx_201709;cnt_trx_201710;cnt_trx_201711;cnt_trx_201712;cnt_trx_201801;cnt_trx_201802;cnt_trx_201803;cnt_trx_201804;cnt_trx_201805;cnt_trx_201806;cnt_trx_201807;cnt_trx_201808;cnt_trx_201809;cnt_trx_201810;cnt_trx_201811;cnt_trx_201812;cnt_trx_201901;cnt_trx_201902;cnt_trx_201903;cnt_trx_201904;cnt_trx_201905;cnt_trx_201906;Total_trx
28407331;M;5;Alto;9000000;Pregrado;CASADO;BOGOTA D.C.;53;AMEX;I;Nacional;250202;2;9;15;13;16;11;0;1;3;0;1;1;4;4;4;5;3;0;4;8;2;0;0;0;0;0;104
10609638;M;4;Alto;9000000;Especializacion;CASADO;ANTIOQUIA;53;VISA;P;Internacional;1372173;3;7;7;7;13;9;12;1;8;2;11;11;7;14;21;7;9;18;19;11;13;6;8;4;14;12;251
17868249;M;6;Alto;9000000;Maestria;SOLTERO;VALLE DEL CAUCA;53;AMEX;I;Nacional;2459147;2;8;21;18;19;22;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;89
40516000;F;6;Alto;9000000;Especializacion;CASADO;BOGOTA D.C.;53;VISA;I;Nacional;17944212;2;4;9;5;4;10;6;4;2;5;5;12;12;5;7;11;14;2;8;3;3;3;5;4;11;4;158
22001327;M;5;Alto;9000000;Especializacion;CASADO;ANTIOQUIA;53;VISA;P;Nacional;28839115;3;4;42;6;1;5;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;61
19039643;F;5;Alto;8400000;Especializacion;CASADO;BOGOTA D.C.;53;VISA;P;Nacional;11628716;2;11;6;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24
8844451;M;5;Alto;7500000;Maestria;CASADO;VALLE DEL CAUCA;53;AMEX;I;Nacional;1927815;2;7;23;22;19;26;22;36;27;16;21;26;42;22;18;28;37;16;14;7;23;9;24;22;20;17;544
27252556;F;4;Alto;7500000;Especializacion;CASADO;ANTIOQUIA;53;MASTER;P;Nacional;11257511;3;7;9;4;9;7;2;3;5;6;1;0;1;0;0;0;1;5;0;0;0;0;0;0;0;0;60
26881790;M;5;Alto;7500000;Especializacion;SOLTERO;VALLE DEL CAUCA;53;MASTER;I;Nacional;1590447;3;2;1;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;2;1;0;0;0;0;0;1;10
21586025;M;4;Alto;7500000;Maestria;CASADO;BOGOTA D.C.;53;AMEX;I;Nacional;9899997;2;3;2;10;6;12;4;2;4;4;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;50
19391832;F;4;Alto;6000000;Especializacion;CASADO;ANTIOQUIA;53;VISA;P;Internacional;53997;3;12;14;4;7;7;6;9;4;4;10;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;82
48467142;F;4;Alto;6000000;Maestria;CASADO;VALLE DEL CAUCA;53;AMEX;I;Nacional;7910918;2;2;1;3;0;1;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;10
12414528;F;6;Alto;6000000;Especializacion;SOLTERO;ANTIOQUIA;53;VISA;P;Internacional;4107864;3;2;3;4;4;4;13;7;10;19;6;20;5;16;3;20;2;0;0;0;0;0;0;0;0;0;138
23308205;M;5;Alto;6000000;Pregrado;SOLTERO;BOGOTA D.C.;53;VISA;I;Nacional;5292032;2;4;14;25;8;20;28;5;0;0;13;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;120
40786968;F;4;Alto;6000000;Especializacion;CASADO;ANTIOQUIA;53;VISA;P;Internacional;26704290;3;6;33;14;16;9;19;2;2;19;36;6;16;18;33;45;12;15;0;0;0;0;0;0;0;0;301
35277312;M;4;Alto;5400000;Especializacion;CASADO;ANTIOQUIA;53;VISA;Ninguno;Ninguno;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
41157204;M;5;Alto;5400000;Especializacion;SOLTERO;BOGOTA D.C.;53;VISA;I;Nacional;1415053;2;2;9;4;1;1;1;4;2;1;4;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;33
41899838;M;4;Alto;5400000;Especializacion;SOLTERO;VALLE DEL CAUCA;53;MASTER;P;Nacional;2385824;3;9;5;12;5;11;4;9;14;13;14;8;5;4;3;0;0;8;0;0;0;0;0;0;0;0;124
45640330;F;4;Alto;5400000;Maestria;SOLTERO;BOGOTA D.C.;53;VISA;P;Nacional;5485894;2;9;8;3;1;2;5;41;25;9;15;12;8;7;17;16;9;8;8;11;38;8;8;6;9;15;298
27654909;F;4;Alto;5400000;Pregrado;CASADO;BOGOTA D.C.;53;VISA;I;Nacional;24631140;2;3;5;16;3;0;0;0;0;0;0;0;1;0;2;5;0;1;0;0;8;0;1;1;0;0;46
31177432;F;4;Alto;4800000;Especializacion;SOLTERO;ANTIOQUIA;53;VISA;P;Internacional;7719035;3;5;4;5;5;5;5;7;2;2;5;3;4;5;1;1;0;1;1;0;0;1;0;0;0;1;63
27252760;M;5;Alto;4500000;Especializacion;CASADO;ANTIOQUIA;53;MASTER;P;Nacional;14888330;3;1;4;4;3;5;12;5;16;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;54
19332410;F;4;Alto;3600000;Maestria;CASADO;BOGOTA D.C.;53;AMEX;I;Nacional;3508504;2;3;29;36;15;10;14;17;50;24;7;9;6;16;23;22;14;13;6;8;16;4;1;0;0;0;343
40926082;M;4;Alto;3600000;Pregrado;CASADO;BOGOTA D.C.;53;VISA;I;Nacional;335623;2;5;10;2;4;5;3;0;0;10;7;16;12;20;1;4;12;9;1;12;2;2;1;19;19;17;193
28485452;F;5;Alto;3600000;Maestria;SOLTERO;BOGOTA D.C.;53;AMEX;I;Nacional;3603037;2;14;1;2;48;0;8;3;1;31;4;20;4;1;2;1;0;0;0;0;0;0;0;0;0;0;140
36890396;M;4;Medio;1500000;Tecnologo;CASADO;ANTIOQUIA;53;MASTER;P;Internacional;982112;3;6;18;9;8;8;10;8;5;6;5;8;4;10;8;5;0;0;0;0;0;0;0;0;0;0;118
8751606;F;6;Alto;84000000;Pregrado;CASADO;BOGOTA D.C.;52;VISA;I;Nacional;26557097;2;7;4;5;6;13;5;7;8;7;4;4;7;10;8;8;8;6;5;5;8;4;3;2;3;3;150
46219176;F;6;Alto;52500000;Especializacion;CASADO;VALLE DEL CAUCA;52;MASTER;P;Nacional;24441235;3;1;2;1;3;2;2;1;1;1;1;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30
24824774;M;5;Alto;43500000;Especializacion;SOLTERO;VALLE DEL CAUCA;52;AMEX;I;Nacional;10928227;3;9;9;14;8;25;12;25;15;9;9;27;15;19;16;22;14;27;4;4;1;14;7;11;2;4;322
19146884;F;5;Alto;42000000;Especializacion;CASADO;BOGOTA D.C.;52;VISA;I;Nacional;16616931;2;1;9;1;1;11;4;15;6;2;37;15;34;10;2;2;21;2;2;13;8;3;13;3;11;3;229
38833931;F;5;Alto;39000000;Especializacion;CASADO;ANTIOQUIA;52;VISA;P;Internacional;2814595;3;22;31;34;35;31;58;7;4;12;7;10;4;76;8;4;24;4;7;4;5;23;30;42;29;18;529
46193890;M;4;Alto;36000000;Especializacion;CASADO;VALLE DEL CAUCA;52;AMEX;I;Nacional;10934503;3;1;3;14;9;16;14;17;14;7;11;7;11;9;6;11;13;6;3;8;4;5;11;6;1;1;208
23866720;F;5;Alto;36000000;Especializacion;SOLTERO;ANTIOQUIA;52;VISA;P;Nacional;13112095;3;4;5;3;0;1;1;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17
16234304;M;5;Alto;34500000;Pregrado;UNION LIBRE;BOGOTA D.C.;52;AMEX;I;Nacional;7892026;2;1;2;1;0;0;1;0;0;0;0;3;0;1;0;1;0;0;0;0;0;0;1;0;0;0;11
2488285;F;4;Alto;34500000;Maestria;CASADO;BOGOTA D.C.;52;AMEX;I;Nacional;17182209;2;7;3;40;36;30;65;28;49;29;24;3;13;4;2;1;5;2;15;8;10;26;22;14;27;14;477
15693592;F;6;Alto;34500000;Especializacion;CASADO;VALLE DEL CAUCA;52;AMEX;I;Nacional;26999690;3;13;11;17;23;13;10;30;21;13;4;2;13;12;14;8;3;9;7;2;9;4;6;11;10;10;275
47684540;F;4;Alto;28500000;Especializacion;CASADO;BOGOTA D.C.;52;VISA;P;Nacional;33400413;2;8;6;3;0;9;15;8;10;3;5;3;1;4;6;10;1;13;3;3;1;8;3;2;2;7;134
42581071;F;5;Alto;28500000;Pregrado;CASADO;BOGOTA D.C.;52;VISA;Ninguno;Ninguno;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10619426;F;4;Alto;28500000;Especializacion;CASADO;ANTIOQUIA;52;VISA;P;Internacional;16614650;3;10;25;22;10;6;11;14;13;12;7;14;14;10;26;19;17;16;9;16;14;15;15;18;20;16;369
27510432;M;4;Alto;27000000;Pregrado;CASADO;BOGOTA D.C.;52;VISA;P;Nacional;49210669;2;3;1;1;1;0;3;1;0;0;0;2;2;2;0;0;1;0;0;0;0;0;0;0;0;0;17
46277109;F;5;Alto;27000000;Especializacion;CASADO;ANTIOQUIA;52;VISA;P;Internacional;37378389;3;7;2;2;3;4;2;0;2;3;9;5;4;3;3;1;1;3;2;4;2;4;5;1;8;1;81
3711332;M;6;Alto;25500000;Especializacion;CASADO;VALLE DEL CAUCA;52;MASTER;P;Nacional;15828864;3;15;15;7;6;12;14;10;5;7;1;18;14;6;0;0;0;0;0;0;0;0;0;0;0;0;130
6208059;F;5;Alto;25500000;Maestria;SOLTERO;BOGOTA D.C.;52;AMEX;I;Nacional;13124819;2;2;26;3;6;6;2;8;2;3;2;8;2;3;4;5;20;0;0;3;0;0;3;2;2;2;114
36624444;M;6;Alto;24000000;Maestria;SOLTERO;BOGOTA D.C.;52;VISA;P;Nacional;10973145;2;2;4;8;3;0;2;0;2;4;2;4;0;0;0;0;0;0;0;1;1;2;3;0;4;1;43
8139644;M;4;Alto;22800000;Especializacion;CASADO;ANTIOQUIA;52;VISA;P;Internacional;16485701;3;7;6;2;12;0;16;4;1;0;6;4;4;6;4;8;2;7;11;0;8;2;0;0;0;0;110
21294196;F;5;Alto;22500000;Especializacion;CASADO;ANTIOQUIA;52;VISA;P;Internacional;42930629;3;1;3;2;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9
18416139;F;6;Alto;22500000;Especializacion;CASADO;ANTIOQUIA;52;VISA;P;Internacional;26637798;3;1;1;3;1;0;0;0;0;3;6;8;3;13;9;5;10;19;22;18;1;8;1;12;3;0;147
38908178;F;4;Alto;22500000;Especializacion;CASADO;VALLE DEL CAUCA;52;MASTER;P;Nacional;35617553;3;37;6;5;1;3;6;3;4;3;3;3;2;2;5;4;6;4;4;4;9;1;1;1;7;7;131
6755236;M;5;Alto;21000000;Especializacion;CASADO;ANTIOQUIA;52;MASTER;P;Nacional;5175581;3;3;3;2;1;2;3;3;2;7;0;0;0;1;1;0;1;3;4;1;1;3;0;2;1;0;44
39824041;M;5;Alto;21000000;Especializacion;CASADO;ANTIOQUIA;52;VISA;P;Internacional;5266049;3;12;1;3;0;0;3;2;6;2;2;1;0;1;0;8;7;1;5;1;3;0;5;7;0;0;70
34445240;F;4;Alto;21000000;Maestria;CASADO;VALLE DEL CAUCA;52;AMEX;I;Nacional;15794914;2;2;3;13;2;1;1;2;1;1;1;1;2;1;3;1;1;2;2;2;3;2;5;0;0;0;52
41195113;F;5;Alto;21000000;Pregrado;CASADO;BOGOTA D.C.;52;AMEX;I;Nacional;36922463;2;7;6;3;7;6;10;8;11;5;11;6;10;9;10;11;4;6;1;4;6;2;4;8;11;5;171
10783336;M;4;Alto;21000000;Pregrado;CASADO;BOGOTA D.C.;52;AMEX;I;Nacional;47248016;2;17;12;9;13;16;17;10;4;3;20;7;2;6;7;11;7;11;14;4;11;9;11;8;8;18;255
39605990;M;5;Alto;19500000;Especializacion;CASADO;ANTIOQUIA;52;MASTER;P;Nacional;949325;3;1;2;2;4;3;2;1;2;3;2;0;5;2;1;3;2;3;0;0;0;0;0;0;0;0;38
21947737;M;4;Alto;19500000;Especializacion;CASADO;ANTIOQUIA;52;MASTER;P;Nacional;1336302;3;3;2;3;2;4;5;4;25;21;11;11;5;14;25;24;8;18;4;8;16;10;15;24;19;8;289
31673833;F;5;Alto;19500000;Especializacion;SOLTERO;ANTIOQUIA;52;VISA;P;Internacional;5244302;3;1;4;1;0;2;2;2;0;1;0;0;0;0;0;1;3;0;0;0;1;0;0;0;0;0;18
47653422;M;6;Alto;19500000;Pregrado;SOLTERO;BOGOTA D.C.;52;VISA;I;Nacional;9517371;2;1;3;3;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12
45226517;F;4;Alto;19500000;Maestria;SOLTERO;BOGOTA D.C.;52;AMEX;I;Nacional;12712335;2;1;2;2;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11
44809053;M;6;Alto;18600000;Especializacion;CASADO;BOGOTA D.C.;52;VISA;P;Nacional;8020385;2;6;1;3;0;2;4;1;0;3;3;5;5;2;4;2;0;2;2;0;0;0;0;0;0;0;45
9200331;F;4;Alto;18000000;Especializacion;CASADO;ANTIOQUIA;52;VISA;P;Internacional;10067023;3;16;14;4;7;0;2;1;4;0;0;0;0;0;0;2;0;0;4;0;2;0;0;0;4;1;61
29553908;M;4;Alto;18000000;Maestria;CASADO;BOGOTA D.C.;52;AMEX;I;Nacional;10079387;2;1;4;1;3;0;3;6;0;2;0;2;4;6;2;0;1;0;9;0;0;4;1;4;0;0;53
11546158;M;4;Alto;18000000;Pregrado;CASADO;BOGOTA D.C.;52;AMEX;I;Nacional;15190114;2;1;2;3;0;2;4;3;1;0;0;3;3;0;0;0;4;5;1;2;4;3;1;1;1;1;45
19889518;M;5;Alto;18000000;Maestria;CASADO;BOGOTA D.C.;52;AMEX;I;Nacional;24372601;2;5;5;13;9;12;6;12;7;10;9;7;10;13;14;10;12;8;3;11;11;12;8;12;11;13;243
18115338;F;6;Alto;18000000;Especializacion;SOLTERO;ANTIOQUIA;52;VISA;P;Internacional;7021563;3;4;1;1;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;2;0;0;0;11
21405923;F;4;Alto;18000000;Especializacion;CASADO;BOGOTA D.C.;52;VISA;P;Nacional;29765799;2;5;4;7;4;4;3;5;3;1;1;2;2;1;4;2;1;7;1;3;5;0;4;4;4;2;79
8755562;M;5;Alto;15000000;Especializacion;CASADO;BOGOTA D.C.;52;VISA;I;Nacional;12543761;2;4;15;2;6;4;11;4;5;7;11;5;6;14;13;11;27;5;0;1;0;0;0;0;1;0;152
10926875;M;5;Alto;15000000;Pregrado;CASADO;BOGOTA D.C.;52;VISA;Ninguno;Ninguno;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7392688;F;5;Alto;15000000;Especializacion;SOLTERO;ANTIOQUIA;52;VISA;P;Nacional;8940565;3;5;3;8;9;10;3;4;8;12;12;12;11;36;15;22;31;35;45;11;3;7;5;16;34;18;375
28980976;F;4;Alto;13500000;Maestria;CASADO;BOGOTA D.C.;52;AMEX;I;Nacional;8921460;2;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4
18474297;F;4;Alto;13500000;Pregrado;CASADO;BOGOTA D.C.;52;VISA;I;Nacional;10869325;2;1;5;5;0;4;5;5;6;1;9;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;47
18913743;F;4;Alto;13500000;Especializacion;CASADO;BOGOTA D.C.;52;VISA;I;Nacional;12802950;2;5;5;3;9;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24
45761948;F;4;Alto;13500000;Especializacion;SOLTERO;ANTIOQUIA;52;VISA;P;Internacional;6597262;3;21;9;2;0;3;14;8;0;1;0;48;16;1;10;30;20;20;13;2;2;8;4;10;8;0;250
14336733;F;4;Alto;13500000;Especializacion;SOLTERO;ANTIOQUIA;52;MASTER;P;Nacional;12979945;3;17;6;2;6;1;5;4;3;4;2;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;52
22468200;F;5;Alto;13500000;Especializacion;CASADO;ANTIOQUIA;52;VISA;P;Internacional;20641108;3;1;2;1;1;2;2;1;1;1;1;5;4;2;3;3;4;4;2;10;0;0;2;0;0;0;52
5257652;M;4;Alto;13500000;Pregrado;CASADO;BOGOTA D.C.;52;AMEX;I;Nacional;51305438;2;1;1;1;4;1;1;1;1;1;1;1;1;2;1;2;2;2;2;1;1;7;1;1;6;3;46
47730218;F;4;Alto;12150000;Maestria;CASADO;BOGOTA D.C.;52;AMEX;I;Nacional;21210268;2;11;29;26;14;66;22;1;1;0;0;0;0;2;0;0;1;3;1;2;5;0;1;3;1;0;189
20708315;F;4;Alto;12000000;Especializacion;SOLTERO;BOGOTA D.C.;52;VISA;P;Nacional;5541165;2;9;6;2;10;4;6;11;1;2;2;16;8;1;21;6;3;24;20;20;0;0;0;0;0;0;172
17862478;F;4;Alto;12000000;Especializacion;CASADO;ANTIOQUIA;52;MASTER;P;Nacional;39860761;3;4;5;4;2;4;5;4;8;2;2;4;4;11;5;2;8;8;17;5;0;0;0;0;0;0;104
44487778;F;5;Alto;10500000;Especializacion;CASADO;ANTIOQUIA;52;VISA;P;Internacional;41096088;3;4;2;10;2;8;0;0;0;0;3;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;31
33553256;M;5;Alto;10500000;Maestria;SOLTERO;BOGOTA D.C.;52;AMEX;I;Nacional;1991712;2;2;1;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7
4376415;F;5;Alto;10500000;Maestria;DIVORCIADO;BOGOTA D.C.;52;AMEX;I;Nacional;10449498;2;16;35;28;20;13;5;6;3;15;19;36;31;2;0;0;0;0;1;1;0;0;0;0;0;0;231
20059056;M;5;Alto;9450000;Especializacion;CASADO;BOGOTA D.C.;52;VISA;I;Nacional;3942858;2;2;3;1;1;0;0;2;8;3;4;5;0;4;3;2;0;1;3;2;0;1;5;3;3;5;61
46964195;M;4;Alto;9000000;Especializacion;CASADO;BOGOTA D.C.;52;VISA;P;Nacional;3049848;2;3;16;18;7;11;0;10;8;9;1;0;7;4;0;4;0;0;10;2;0;0;0;0;0;0;110
2799078;M;5;Alto;9000000;Pregrado;CASADO;BOGOTA D.C.;52;VISA;I;Nacional;12438403;2;18;20;18;20;15;28;27;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;149
3485226;F;6;Alto;9000000;Pregrado;CASADO;BOGOTA D.C.;52;VISA;I;Nacional;16511283;2;6;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16
16786253;F;4;Alto;9000000;Especializacion;SOLTERO;ANTIOQUIA;52;VISA;P;Internacional;8136867;3;1;3;1;4;1;1;2;7;3;1;1;2;3;4;8;1;0;0;1;1;2;0;2;2;1;52
15028978;F;4;Alto;9000000;Maestria;SOLTERO;VALLE DEL CAUCA;52;AMEX;I;Nacional;8602654;2;8;9;4;4;11;7;13;11;10;25;15;19;17;1;7;10;8;2;3;0;0;0;0;9;6;199
14593671;M;6;Alto;7500000;Especializacion;CASADO;ANTIOQUIA;52;VISA;P;Internacional;2829021;3;6;5;7;2;2;0;1;3;2;2;1;2;0;0;1;0;0;0;0;0;0;0;0;0;0;34
9682437;M;5;Alto;7500000;Especializacion;CASADO;ANTIOQUIA;52;VISA;P;Internacional;5653808;3;7;11;10;10;6;13;3;5;9;14;12;8;7;5;4;8;6;12;9;26;6;11;5;4;2;213
8443362;M;5;Alto;7500000;Especializacion;CASADO;SANTIAGO DE CALI;52;VISA;P;Internacional;15672784;3;1;3;1;1;1;3;2;8;2;0;0;0;1;1;0;1;1;0;2;0;0;0;0;1;0;29
7450968;M;5;Alto;7500000;Maestria;CASADO;ANTIOQUIA;52;AMEX;P;Internacional;26971399;3;25;23;23;13;13;9;8;1;0;0;0;0;0;3;0;0;0;0;8;0;0;0;0;0;0;126
8142336;M;6;Alto;7500000;Maestria;CASADO;BOGOTA D.C.;52;AMEX;I;Nacional;3713875;2;2;1;3;1;1;3;6;3;2;3;3;5;1;1;4;6;3;2;1;1;1;0;1;1;1;56
26626768;M;5;Alto;7500000;Pregrado;SOLTERO;BOGOTA D.C.;52;AMEX;I;Nacional;9870860;2;7;4;3;2;2;7;6;7;5;6;6;3;8;6;10;9;11;8;26;12;6;6;10;5;4;179
19245479;M;6;Alto;7200000;Especializacion;CASADO;BOGOTA D.C.;52;VISA;I;Nacional;23619291;2;1;1;2;5;3;2;5;7;10;3;3;0;0;3;4;2;1;2;12;7;2;3;1;7;3;89
8980587;M;4;Alto;6750000;Pregrado;SOLTERO;BOGOTA D.C.;52;VISA;P;Nacional;8890174;2;21;4;6;12;15;14;7;6;11;15;5;10;11;18;10;12;13;13;17;15;10;1;0;0;0;246
7086890;M;4;Alto;6300000;Especializacion;CASADO;BOGOTA D.C.;52;VISA;I;Nacional;553004;2;11;2;5;0;0;0;1;0;0;0;0;2;1;0;0;0;0;5;8;3;4;1;1;1;1;46
12297682;F;6;Alto;5850000;Pregrado;CASADO;BOGOTA D.C.;52;VISA;I;Nacional;5508258;2;7;6;9;5;8;24;5;9;5;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;80
24692104;M;4;Alto;5400000;Especializacion;CASADO;VALLE DEL CAUCA;52;MASTER;P;Nacional;5444114;3;1;6;4;0;0;0;2;1;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;19
18029692;F;6;Alto;5400000;Especializacion;SOLTERO;ANTIOQUIA;52;MASTER;P;Nacional;5231802;3;36;40;47;45;35;17;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;225
13962194;F;6;Alto;5400000;Especializacion;SOLTERO;BOGOTA D.C.;52;VISA;P;Nacional;5464173;2;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
8950754;F;4;Alto;5400000;Especializacion;SOLTERO;ANTIOQUIA;52;VISA;P;Internacional;8428141;3;16;10;3;20;11;30;11;30;8;12;7;9;4;8;14;9;8;14;4;16;4;2;2;8;34;294
20339568;M;6;Alto;4500000;Especializacion;CASADO;ANTIOQUIA;52;MASTER;P;Nacional;4380317;3;14;23;19;14;2;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;75
26507516;F;6;Alto;4500000;Maestria;CASADO;BOGOTA D.C.;52;VISA;P;Nacional;4538424;2;2;1;5;4;3;3;3;0;0;1;0;0;2;1;3;2;0;0;5;7;6;3;6;0;1;58
22804361;M;4;Alto;4500000;Maestria;CASADO;BOGOTA D.C.;52;AMEX;I;Nacional;1028486;2;10;57;27;40;49;33;8;26;19;17;8;15;8;30;6;0;0;0;0;0;0;0;0;0;0;353
6560513;F;6;Alto;4500000;Especializacion;SOLTERO;BOGOTA D.C.;52;VISA;I;Nacional;2367646;2;2;3;7;6;6;3;4;4;8;5;6;4;5;6;4;6;6;7;8;4;6;3;4;3;3;123
29901550;F;5;Alto;4500000;Especializacion;SOLTERO;ANTIOQUIA;52;VISA;P;Nacional;3385413;3;1;8;9;5;14;7;6;11;5;7;6;2;4;5;3;9;30;16;12;2;9;12;6;14;18;221
30141583;F;4;Alto;4500000;Especializacion;SOLTERO;ANTIOQUIA;52;VISA;P;Internacional;6261113;3;29;36;22;18;15;11;17;14;13;21;10;13;9;12;22;21;24;28;25;22;25;15;29;30;34;515
37730136;F;4;Alto;4500000;Especializacion;SOLTERO;ANTIOQUIA;52;MASTER;P;Nacional;6885667;3;4;4;2;4;6;8;3;7;4;1;4;3;3;2;3;8;4;5;2;5;2;9;2;2;7;104
25802139;M;6;Alto;3600000;Especializacion;CASADO;ANTIOQUIA;52;VISA;P;Internacional;239807;3;4;1;1;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16
8062196;M;5;Alto;3600000;Maestria;SOLTERO;BOGOTA D.C.;52;AMEX;I;Nacional;2777665;2;14;17;11;17;21;16;0;2;1;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;103
32844432;F;4;Alto;3600000;Especializacion;SOLTERO;ANTIOQUIA;52;VISA;P;Internacional;4432481;3;1;2;2;4;1;4;2;1;1;1;8;9;9;7;9;0;0;0;0;0;0;0;0;0;0;61
35882647;F;6;Alto;3600000;Especializacion;SOLTERO;ANTIOQUIA;52;VISA;P;Internacional;14944804;3;2;3;4;2;1;1;0;1;3;0;3;3;2;2;0;0;0;8;1;3;3;1;3;1;1;48
45774876;M;4;Medio;3000000;Pregrado;CASADO;BOGOTA D.C.;52;VISA;I;Nacional;11785836;2;1;3;1;1;1;1;1;1;1;1;2;2;1;2;2;1;5;3;1;2;2;1;2;2;3;43
35814171;F;4;Medio;3000000;Tecnologo;VIUDO;ANTIOQUIA;52;MASTER;P;Internacional;4028958;3;2;6;4;4;6;3;4;2;4;4;3;3;6;3;0;0;0;0;0;0;0;0;0;0;0;54
46677;F;4;Medio;3000000;Pregrado;SOLTERO;BOGOTA D.C.;52;VISA;I;Nacional;3980805;2;1;21;16;8;0;3;0;0;0;0;0;0;0;1;13;12;11;1;0;0;0;0;0;0;0;87
47015297;F;2;Emergente;900000;Tecnologo;CASADO;BOGOTA D.C.;52;MASTER;I;Nacional;1200000;2;8;23;9;11;6;9;5;0;1;7;8;16;7;13;11;9;18;7;8;9;8;5;18;3;17;236
25412775;F;6;Alto;54000000;Especializacion;CASADO;BOGOTA D.C.;51;VISA;P;Nacional;26623654;2;1;1;1;5;14;4;5;1;3;7;3;6;4;4;5;4;6;2;5;5;8;1;6;13;7;121
46035730;M;4;Alto;49500000;Especializacion;CASADO;ANTIOQUIA;51;VISA;P;Nacional;10826599;3;3;6;6;4;5;5;7;5;3;4;2;2;3;3;3;4;6;4;4;3;2;2;8;13;12;119
2675748;F;6;Alto;46500000;Maestria;CASADO;VALLE DEL CAUCA;51;AMEX;I;Nacional;27040761;2;7;11;7;5;6;10;9;7;14;9;2;23;6;17;13;27;14;22;8;20;19;14;13;17;20;320
21200026;M;6;Alto;45000000;Maestria;CASADO;BOGOTA D.C.;51;AMEX;I;Nacional;19632992;2;1;3;1;2;1;1;3;1;2;1;0;1;2;0;1;1;2;0;5;1;0;0;1;1;1;32
37937318;F;4;Alto;43500000;Especializacion;CASADO;ANTIOQUIA;51;MASTER;P;Nacional;12124640;3;2;1;2;6;0;0;0;4;0;0;0;0;1;3;1;0;2;0;0;0;0;0;0;0;0;22
15404964;M;4;Alto;39000000;Pregrado;CASADO;BOGOTA D.C.;51;VISA;P;Nacional;17208374;3;15;12;6;3;0;0;0;0;0;0;0;0;0;0;0;0;3;17;12;2;7;4;8;14;4;107
3955321;F;6;Alto;39000000;Especializacion;SOLTERO;ANTIOQUIA;51;VISA;P;Internacional;6894033;3;1;20;17;15;17;22;12;11;8;10;16;10;18;14;16;13;17;12;12;7;32;23;14;10;0;347
18296418;M;4;Alto;36000000;Maestria;CASADO;BOGOTA D.C.;51;AMEX;I;Nacional;19143032;2;1;5;10;3;0;6;0;3;3;2;4;0;1;4;5;3;0;2;1;4;0;2;0;1;1;61
