Cliente_Id;Sexo;Estrato;Grupo_valor;Rango_ingresos_acum;Nivel_estudio;Estado_civil;Departamento;Edad;Franquicia;canal;origen;Monto_transado;Reclamos;cnt_trx_201706;cnt_trx_201707;cnt_trx_201708;cnt_trx_201709;cnt_trx_201710;cnt_trx_201711;cnt_trx_201712;cnt_trx_201801;cnt_trx_201802;cnt_trx_201803;cnt_trx_201804;cnt_trx_201805;cnt_trx_201806;cnt_trx_201807;cnt_trx_201808;cnt_trx_201809;cnt_trx_201810;cnt_trx_201811;cnt_trx_201812;cnt_trx_201901;cnt_trx_201902;cnt_trx_201903;cnt_trx_201904;cnt_trx_201905;cnt_trx_201906;Total_trx
45653157;F;5;Alto;28500000;Especializacion;VIUDO;VALLE DEL CAUCA;79;MASTER;I;Nacional;10422446;3;7;11;5;2;25;7;13;21;35;22;5;1;6;3;18;20;12;1;0;0;3;0;0;1;0;218
25037319;M;4;Alto;21000000;Especializacion;VIUDO;ANTIOQUIA;77;MASTER;P;Nacional;10906068;3;13;5;17;6;20;14;14;6;11;11;10;22;22;15;6;9;0;0;12;0;0;0;0;0;0;213
48475523;F;4;Medio;3000000;Pregrado;VIUDO;BOGOTA D.C.;77;VISA;I;Nacional;16931232;2;2;1;4;1;4;3;3;1;0;5;4;2;2;3;5;2;2;2;1;2;1;0;4;0;3;57
46339223;F;5;Alto;22500000;Pregrado;VIUDO;BOGOTA D.C.;76;AMEX;I;Nacional;4930860;2;13;11;8;12;2;14;15;13;10;4;2;3;5;6;3;6;16;12;8;2;0;0;0;0;0;165
21539592;F;6;Alto;13500000;Especializacion;VIUDO;ANTIOQUIA;76;VISA;P;Internacional;7762417;3;1;12;3;5;3;16;8;8;5;12;5;4;5;6;7;9;15;0;0;0;0;0;0;0;0;124
22638493;F;5;Alto;9000000;Pregrado;VIUDO;BOGOTA D.C.;76;AMEX;I;Nacional;606659;2;2;7;1;0;2;4;8;7;29;1;0;0;0;0;0;1;0;0;1;0;1;0;1;0;0;65
21439876;F;4;Alto;7800000;Maestria;VIUDO;BOGOTA D.C.;76;AMEX;I;Nacional;6872632;2;8;4;16;14;10;1;0;0;0;0;0;0;0;0;3;15;21;9;12;8;11;20;3;3;8;166
184445;M;6;Alto;4800000;Especializacion;VIUDO;ANTIOQUIA;76;VISA;P;Internacional;398983;3;2;7;4;8;2;1;0;2;0;3;2;2;0;0;2;0;0;0;0;0;0;1;1;0;0;37
46707787;F;4;Alto;4500000;Especializacion;VIUDO;ANTIOQUIA;76;VISA;P;Nacional;163854;3;4;8;4;4;3;11;9;9;6;5;6;15;11;15;14;6;17;4;4;0;7;5;1;8;2;178
34929752;M;4;Alto;30000000;Especializacion;VIUDO;BOGOTA D.C.;75;VISA;P;Nacional;4415881;2;4;5;9;13;8;23;23;11;3;7;7;9;17;14;14;15;16;25;4;2;3;1;1;0;0;234
16013786;M;5;Alto;30000000;Especializacion;DIVORCIADO;ANTIOQUIA;75;VISA;P;Internacional;13001037;3;10;15;5;4;7;2;7;3;2;2;2;2;11;1;1;7;3;4;9;0;0;0;9;3;1;110
33193134;M;4;Alto;16500000;Pregrado;VIUDO;BOGOTA D.C.;75;AMEX;I;Nacional;7348251;2;9;1;1;2;2;3;1;1;2;4;1;5;1;7;7;12;21;8;10;8;5;7;8;12;8;146
80874;M;6;Alto;9000000;Especializacion;CASADO;ANTIOQUIA;75;VISA;P;Internacional;7553135;3;6;2;2;1;1;0;13;3;11;2;2;2;3;6;7;0;8;3;1;1;4;0;0;0;2;80
3418218;F;6;Alto;8700000;Especializacion;VIUDO;ANTIOQUIA;75;VISA;P;Internacional;17211233;3;10;15;13;17;17;15;11;14;8;15;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;136
15013888;M;6;Alto;15000000;Especializacion;VIUDO;ANTIOQUIA;74;VISA;P;Internacional;9933623;3;12;36;22;2;5;9;8;8;54;35;18;25;5;11;2;11;9;8;9;2;4;7;4;3;19;328
10072861;F;5;Alto;11400000;Pregrado;VIUDO;BOGOTA D.C.;74;AMEX;I;Nacional;14485740;2;22;7;3;25;16;26;3;5;24;1;32;4;7;7;10;11;11;5;0;12;5;15;8;10;7;276
7830931;M;4;Alto;9000000;Especializacion;VIUDO;VALLE DEL CAUCA;74;MASTER;P;Nacional;3598865;3;1;1;1;5;3;4;2;2;6;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;28
14824467;F;5;Alto;28500000;Maestria;VIUDO;BOGOTA D.C.;73;AMEX;I;Nacional;11673532;2;5;21;14;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50
28870187;F;5;Alto;27000000;Especializacion;VIUDO;ANTIOQUIA;73;VISA;P;Nacional;2617792;3;1;4;4;3;0;0;2;1;2;2;9;0;0;0;0;0;0;0;0;2;1;1;1;2;1;36
578621;F;4;Alto;18000000;Especializacion;VIUDO;ANTIOQUIA;73;MASTER;P;Nacional;19993162;3;2;2;8;6;2;5;2;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30
23157692;M;6;Alto;15000000;Especializacion;VIUDO;ANTIOQUIA;73;VISA;P;Nacional;10355647;3;9;18;13;5;8;17;17;16;5;7;3;2;10;17;4;6;6;7;2;2;8;5;1;7;17;212
15849590;F;4;Alto;13500000;Pregrado;VIUDO;BOGOTA D.C.;73;VISA;I;Nacional;13517875;2;5;20;7;9;22;13;20;5;14;24;25;18;16;7;18;3;26;29;14;10;5;9;6;2;2;329
7789739;F;4;Alto;9000000;Pregrado;VIUDO;BOGOTA D.C.;73;VISA;I;Nacional;11428472;2;1;8;3;3;2;3;2;4;2;4;8;5;1;2;26;1;8;6;3;1;1;2;5;3;3;107
7567141;M;5;Alto;9000000;Maestria;CASADO;BOGOTA D.C.;73;AMEX;I;Nacional;31256528;2;1;5;3;3;1;1;3;0;0;0;0;9;0;8;1;0;0;0;0;1;2;7;0;2;1;48
10755318;M;5;Alto;6000000;Maestria;VIUDO;BOGOTA D.C.;73;AMEX;I;Nacional;5899805;2;3;1;6;0;9;4;5;0;0;2;0;1;1;5;5;6;3;3;0;0;0;0;0;0;0;54
10061727;M;5;Alto;5400000;Maestria;VIUDO;BOGOTA D.C.;73;AMEX;I;Nacional;33347541;2;4;2;1;7;9;2;2;1;3;6;5;5;16;12;10;17;23;27;20;9;3;6;18;30;24;262
2816126;M;5;Alto;5100000;Especializacion;VIUDO;ANTIOQUIA;73;MASTER;P;Nacional;2152936;3;11;4;8;11;18;11;6;5;10;11;10;10;1;4;9;14;9;20;10;10;8;9;3;7;2;221
24706460;M;5;Alto;4500000;Maestria;VIUDO;VALLE DEL CAUCA;73;AMEX;I;Nacional;11525185;2;5;6;2;6;11;1;10;13;2;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;60
44686171;M;5;Alto;3600000;Pregrado;VIUDO;BOGOTA D.C.;73;VISA;I;Nacional;13719987;2;10;3;2;2;2;6;2;2;2;2;3;2;2;2;2;2;3;2;2;2;2;2;2;2;2;65
8160118;M;6;Alto;34500000;Especializacion;VIUDO;ANTIOQUIA;72;MASTER;P;Nacional;10974718;3;1;6;7;4;3;2;2;0;0;0;1;0;0;2;3;2;1;7;4;1;1;1;5;3;2;58
8268440;F;4;Alto;18000000;Especializacion;VIUDO;ANTIOQUIA;72;VISA;P;Internacional;29128261;3;3;1;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8
18251699;M;5;Alto;12000000;Maestria;VIUDO;BOGOTA D.C.;72;AMEX;I;Nacional;6115377;2;17;3;4;5;2;2;4;4;1;3;1;3;18;8;5;0;0;1;1;1;3;3;1;1;5;96
4068619;M;5;Alto;12000000;Pregrado;VIUDO;BOGOTA D.C.;72;AMEX;I;Nacional;14998558;2;15;10;3;7;1;43;6;5;12;9;6;11;12;11;3;9;9;3;3;3;9;8;8;12;15;233
6677706;M;6;Alto;9600000;Especializacion;CASADO;VALLE DEL CAUCA;72;AMEX;I;Nacional;589359;3;1;1;1;2;1;3;2;0;2;4;0;0;1;2;2;0;0;0;0;0;0;0;0;0;0;22
6899509;F;6;Alto;7500000;Maestria;VIUDO;VALLE DEL CAUCA;72;AMEX;I;Nacional;11757530;2;20;36;28;30;35;56;47;35;45;48;49;18;5;1;0;0;0;10;10;0;10;6;0;0;0;489
8636045;F;5;Alto;6000000;Especializacion;CASADO;ANTIOQUIA;72;VISA;P;Internacional;1124283;3;12;26;21;22;27;3;12;10;13;16;30;23;38;18;27;11;27;17;10;13;6;10;0;2;1;395
20432045;M;4;Alto;4500000;Especializacion;VIUDO;BOGOTA D.C.;72;VISA;I;Nacional;4872941;2;2;6;8;3;1;2;1;2;5;2;2;3;6;2;2;3;1;3;5;6;2;2;7;5;3;84
31850713;F;6;Alto;3600000;Especializacion;VIUDO;VALLE DEL CAUCA;72;MASTER;I;Nacional;128397;3;1;3;3;2;6;2;1;2;1;2;1;2;7;5;10;1;6;2;4;2;11;1;3;2;3;83
25089237;M;4;Alto;3600000;Especializacion;VIUDO;VALLE DEL CAUCA;72;MASTER;I;Nacional;5031647;3;1;1;3;1;3;2;0;1;3;4;1;4;0;1;2;0;0;5;1;0;0;0;0;0;2;35
46981895;F;4;Alto;25500000;Pregrado;VIUDO;BOGOTA D.C.;71;VISA;Ninguno;Ninguno;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11691634;M;4;Alto;18000000;Maestria;VIUDO;VALLE DEL CAUCA;71;AMEX;I;Nacional;1179346;2;1;4;4;7;7;10;6;3;0;5;1;1;1;2;1;3;2;0;0;0;0;0;0;0;1;59
33995394;M;4;Alto;15000000;Especializacion;VIUDO;VALLE DEL CAUCA;71;MASTER;I;Nacional;18837623;3;12;12;6;4;2;1;4;1;3;3;2;0;3;2;3;9;6;5;7;4;12;9;13;11;11;145
23171375;F;4;Alto;12000000;Especializacion;CASADO;ANTIOQUIA;71;VISA;P;Internacional;24492723;3;5;14;14;8;20;11;12;7;12;10;8;7;2;1;2;1;2;4;0;0;0;0;0;0;0;140
24079530;M;6;Alto;10500000;Pregrado;VIUDO;BOGOTA D.C.;71;VISA;I;Nacional;4842853;2;2;1;4;2;3;0;6;7;14;3;2;5;1;4;4;1;11;1;2;14;2;4;1;1;1;96
28791984;M;4;Alto;9000000;Especializacion;VIUDO;VALLE DEL CAUCA;71;MASTER;I;Nacional;9782906;3;6;2;1;3;3;5;4;4;2;2;5;4;3;4;4;4;6;5;4;6;10;0;0;0;0;87
1324456;F;4;Alto;9000000;Especializacion;VIUDO;ANTIOQUIA;71;VISA;P;Nacional;16162160;3;2;1;2;0;0;2;1;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;11
5147067;F;5;Alto;7500000;Especializacion;VIUDO;ANTIOQUIA;71;MASTER;P;Nacional;649544;3;9;13;43;19;11;9;11;20;34;52;26;14;41;23;18;4;7;8;22;16;19;2;0;0;3;424
8765962;F;6;Alto;7500000;Especializacion;VIUDO;ANTIOQUIA;71;VISA;P;Internacional;2756763;3;3;8;2;4;6;4;0;0;2;4;1;3;3;5;0;2;0;0;0;3;1;6;1;19;1;78
9777606;F;6;Alto;5400000;Maestria;VIUDO;BOGOTA D.C.;71;AMEX;I;Nacional;6846000;2;4;8;7;17;34;22;22;32;33;36;17;12;16;17;17;10;27;13;19;4;5;6;7;7;8;400
24317565;M;5;Alto;5100000;Pregrado;VIUDO;BOGOTA D.C.;71;VISA;I;Nacional;8814258;2;1;1;1;3;9;3;3;1;5;0;1;0;8;3;5;14;23;18;27;13;28;23;16;17;24;247
48422137;M;6;Alto;4500000;Especializacion;VIUDO;VALLE DEL CAUCA;71;MASTER;P;Nacional;22231607;3;3;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;2;30
9937112;M;5;Alto;3600000;Especializacion;VIUDO;ANTIOQUIA;71;VISA;P;Internacional;4409394;3;2;2;1;1;2;2;1;0;0;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16
10077347;F;4;Medio;3000000;Bachiller;VIUDO;BOGOTA D.C.;71;VISA;I;Nacional;12215137;2;7;4;4;3;1;1;1;9;0;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38
5022431;M;4;Alto;58800000;Maestria;CASADO;BOGOTA D.C.;70;AMEX;I;Nacional;39048598;2;2;1;1;0;0;1;0;0;1;0;0;1;1;0;1;0;1;0;0;0;0;0;0;0;0;10
2699810;M;4;Alto;54000000;Especializacion;SOLTERO;BOGOTA D.C.;70;VISA;I;Nacional;13175494;2;5;5;3;3;4;6;5;6;4;13;9;11;11;10;6;5;12;7;4;1;5;2;1;0;0;138
45665147;F;5;Alto;46500000;Especializacion;SOLTERO;BOGOTA D.C.;70;VISA;I;Nacional;14462631;2;26;7;5;3;0;0;0;12;3;6;4;1;8;5;0;7;6;9;13;11;14;15;2;23;12;192
47074740;M;5;Alto;45000000;Maestria;CASADO;VALLE DEL CAUCA;70;AMEX;I;Nacional;18341955;2;1;1;1;2;9;0;0;0;0;6;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;21
35592551;F;6;Alto;40500000;Especializacion;SOLTERO;ANTIOQUIA;70;VISA;P;Internacional;14822865;3;4;5;4;5;1;6;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32
20538022;F;4;Alto;39000000;Maestria;CASADO;BOGOTA D.C.;70;AMEX;I;Nacional;6288113;2;1;1;3;2;1;3;8;17;13;6;14;17;15;13;6;8;0;0;0;0;0;0;0;0;0;128
35654665;M;4;Alto;37500000;Pregrado;CASADO;BOGOTA D.C.;70;AMEX;I;Nacional;405938;2;1;4;8;10;5;4;12;5;5;9;9;6;8;11;12;9;2;6;1;3;2;4;8;3;3;150
21926998;M;4;Alto;36000000;Maestria;SOLTERO;BOGOTA D.C.;70;VISA;P;Nacional;10993892;2;1;3;8;5;2;6;5;3;3;2;3;2;7;1;15;14;16;20;13;1;6;0;4;8;2;150
3960236;M;6;Alto;36000000;Especializacion;SOLTERO;ANTIOQUIA;70;VISA;P;Internacional;11111489;3;6;7;6;5;9;8;9;9;2;1;1;3;5;7;1;1;5;11;9;8;3;5;12;11;4;148
15632538;F;4;Alto;33750000;Pregrado;CASADO;BOGOTA D.C.;70;VISA;P;Nacional;20779591;3;2;5;1;4;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21
39157469;M;4;Alto;33000000;Especializacion;CASADO;ANTIOQUIA;70;VISA;P;Internacional;43985781;3;2;3;4;8;4;7;4;6;3;7;4;5;8;3;4;6;17;3;3;3;5;5;3;8;7;132
6616652;M;5;Alto;31500000;Pregrado;CASADO;BOGOTA D.C.;70;VISA;P;Nacional;17201189;3;1;2;3;5;3;3;2;2;1;5;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;29
2743694;F;5;Alto;31500000;Especializacion;SOLTERO;ANTIOQUIA;70;MASTER;P;Nacional;12967728;3;7;37;21;20;14;15;3;15;9;15;7;8;3;9;46;41;24;2;0;0;0;45;0;0;0;341
5994046;F;6;Alto;28500000;Pregrado;CASADO;BOGOTA D.C.;70;AMEX;I;Nacional;20556733;2;7;3;8;8;4;5;20;4;1;4;28;1;3;2;3;3;2;4;6;2;0;4;5;0;0;127
38545793;F;6;Alto;27000000;Maestria;SOLTERO;BOGOTA D.C.;70;AMEX;I;Nacional;6724469;2;1;3;3;0;2;5;5;8;29;12;15;12;6;1;10;7;13;5;7;7;4;14;11;1;7;188
20562044;M;6;Alto;27000000;Pregrado;SOLTERO;BOGOTA D.C.;70;AMEX;I;Nacional;10682122;2;1;2;1;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7
31978754;F;6;Alto;27000000;Especializacion;CASADO;ANTIOQUIA;70;VISA;P;Internacional;21672930;3;2;13;2;5;2;2;3;0;4;4;6;2;0;3;0;0;10;6;0;2;0;0;0;0;0;66
42245522;F;5;Alto;25500000;Especializacion;SOLTERO;VALLE DEL CAUCA;70;MASTER;P;Nacional;4448093;3;3;1;6;1;2;2;9;9;5;2;8;4;5;4;5;6;2;6;1;4;3;4;6;4;2;104
5978466;F;5;Alto;25500000;Especializacion;SOLTERO;ANTIOQUIA;70;VISA;P;Internacional;4522487;3;6;8;10;8;11;12;20;23;5;2;7;16;6;9;10;2;1;3;5;9;1;0;0;0;0;174
37120988;F;5;Alto;24000000;Especializacion;SOLTERO;ANTIOQUIA;70;VISA;P;Internacional;4271891;3;1;1;6;3;3;1;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;18
11122923;F;5;Alto;22500000;Especializacion;CASADO;BOGOTA D.C.;70;VISA;P;Nacional;8812846;2;4;12;7;2;5;8;8;8;5;7;14;11;3;10;7;4;13;4;1;4;21;9;4;5;5;181
10333572;F;6;Alto;22500000;Maestria;CASADO;BOGOTA D.C.;70;AMEX;I;Nacional;31899232;2;19;19;4;4;28;3;21;35;1;14;7;16;48;46;11;11;25;10;11;11;23;22;17;13;21;440
7559677;F;6;Alto;21000000;Pregrado;CASADO;BOGOTA D.C.;70;VISA;P;Nacional;6882786;5;15;8;3;2;0;1;3;3;2;2;0;4;2;3;1;1;12;5;4;5;6;5;3;11;3;104
24666614;F;6;Alto;21000000;Especializacion;CASADO;ANTIOQUIA;70;VISA;P;Nacional;18923553;3;2;10;7;1;4;3;5;7;12;17;20;19;52;24;42;34;53;27;27;30;39;36;31;21;22;545
7445992;F;4;Alto;21000000;Pregrado;CASADO;BOGOTA D.C.;70;AMEX;I;Nacional;33917180;2;4;9;6;4;4;15;17;5;12;6;2;3;1;2;1;1;1;1;11;7;2;1;4;10;4;133
3478395;F;5;Alto;19500000;Especializacion;SOLTERO;ANTIOQUIA;70;MASTER;P;Nacional;6663571;3;4;5;7;0;1;4;2;3;0;0;1;0;3;3;5;0;3;2;0;0;3;1;11;7;1;66
3337344;F;4;Alto;18000000;Maestria;VIUDO;VALLE DEL CAUCA;70;AMEX;I;Nacional;9058448;2;3;2;3;0;1;1;6;1;1;3;1;17;8;1;1;3;2;2;5;5;11;1;1;1;5;85
1577234;F;5;Alto;18000000;Especializacion;SOLTERO;ANTIOQUIA;70;VISA;P;Internacional;6223896;3;5;3;3;4;0;1;0;0;1;0;1;2;0;4;3;3;3;1;0;0;1;0;2;1;2;40
21494587;M;5;Alto;18000000;Especializacion;SOLTERO;ANTIOQUIA;70;VISA;P;Nacional;11866295;3;2;2;2;14;5;4;9;3;4;3;6;5;3;0;5;2;3;7;6;5;15;6;11;11;8;141
27868943;F;6;Alto;17100000;Especializacion;CASADO;ANTIOQUIA;70;VISA;P;Internacional;20731178;3;1;1;3;2;0;1;1;1;1;0;9;35;0;0;0;0;0;0;0;4;0;2;4;0;0;65
14972635;F;5;Alto;16500000;Especializacion;CASADO;ANTIOQUIA;70;VISA;P;Internacional;20741777;3;48;1;6;4;21;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;82
1207406;F;5;Alto;15900000;Especializacion;CASADO;BOGOTA D.C.;70;VISA;P;Nacional;8313753;2;5;3;3;2;2;2;2;5;2;5;5;0;0;0;3;0;0;0;0;0;0;0;0;0;0;39
42080714;F;4;Alto;15000000;Especializacion;CASADO;ANTIOQUIA;70;VISA;P;Internacional;17348370;3;3;6;9;4;14;2;5;2;4;4;6;2;7;0;8;8;12;4;9;16;4;10;2;10;10;161
29484820;F;6;Alto;15000000;Pregrado;CASADO;BOGOTA D.C.;70;VISA;I;Nacional;28510459;2;7;6;10;6;6;5;13;11;6;7;19;13;25;19;20;30;15;11;19;0;1;0;0;1;0;250
20742186;M;4;Alto;13500000;Pregrado;CASADO;BOGOTA D.C.;70;VISA;I;Nacional;17217051;2;2;1;1;0;3;1;2;2;0;0;4;2;2;4;12;10;26;30;41;13;20;17;21;23;12;249
39170010;F;5;Alto;13500000;Maestria;SOLTERO;BOGOTA D.C.;70;AMEX;I;Nacional;4479918;2;6;23;4;6;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43
17131590;F;5;Alto;12000000;Pregrado;SOLTERO;BOGOTA D.C.;70;VISA;I;Nacional;9124783;2;1;2;4;4;0;0;1;0;3;0;0;1;1;2;0;0;0;0;0;0;0;0;0;0;0;19
18331696;F;4;Alto;12000000;Especializacion;CASADO;ANTIOQUIA;70;VISA;P;Internacional;18033326;3;1;3;1;6;0;6;6;7;7;6;3;3;8;10;5;10;6;11;13;7;1;0;0;0;0;120
3482534;M;4;Alto;9000000;Especializacion;CASADO;ANTIOQUIA;70;VISA;P;Internacional;5042626;3;1;4;3;2;6;3;4;8;3;6;5;5;7;8;6;6;6;7;4;10;17;13;15;29;15;193
7676197;M;5;Alto;9000000;Maestria;CASADO;BOGOTA D.C.;70;AMEX;I;Nacional;35376934;2;9;3;4;2;2;2;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26
27714209;M;4;Alto;8100000;Especializacion;CASADO;ANTIOQUIA;70;VISA;P;Internacional;1234008;3;6;4;2;3;1;6;1;9;1;1;3;4;6;2;2;3;7;4;1;5;3;5;3;2;2;86
43752017;F;5;Alto;7500000;Especializacion;SOLTERO;ANTIOQUIA;70;MASTER;P;Nacional;12403727;3;2;2;2;3;0;2;0;1;0;0;1;0;0;1;2;2;2;1;1;1;1;1;3;3;3;34
21415793;M;4;Alto;5700000;Pregrado;CASADO;BOGOTA D.C.;70;AMEX;I;Nacional;6670505;2;11;13;14;13;19;9;16;13;14;6;10;2;7;4;6;2;9;10;2;4;10;2;4;4;0;204
3168254;M;5;Alto;5400000;Maestria;CASADO;BOGOTA D.C.;70;AMEX;I;Nacional;8335157;2;10;12;10;8;5;0;2;4;5;4;1;1;4;0;2;0;0;0;0;0;0;0;1;0;0;69
40338998;F;4;Alto;5400000;Pregrado;SOLTERO;BOGOTA D.C.;70;VISA;P;Nacional;3515002;3;3;3;1;5;1;2;8;7;5;3;3;2;2;4;3;4;2;2;3;3;3;2;2;11;2;86
19965090;F;4;Alto;5400000;Maestria;SOLTERO;BOGOTA D.C.;70;AMEX;I;Nacional;5541018;2;3;1;1;3;2;2;4;2;1;2;2;3;0;2;3;9;5;5;18;15;5;13;8;16;5;130
32831014;F;5;Alto;5100000;Pregrado;SOLTERO;BOGOTA D.C.;70;VISA;I;Nacional;6638950;2;1;6;4;2;7;3;8;5;10;4;8;5;0;2;4;0;0;6;4;4;9;7;14;9;4;126
42682684;F;6;Alto;4500000;Pregrado;SOLTERO;BOGOTA D.C.;70;VISA;I;Nacional;7199457;2;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4
35335470;F;6;Alto;4500000;Pregrado;SOLTERO;BOGOTA D.C.;70;VISA;I;Nacional;11868597;2;1;1;1;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6
8309081;F;6;Alto;3600000;Especializacion;CASADO;ANTIOQUIA;70;VISA;P;Nacional;1037627;3;11;4;11;11;2;2;8;19;11;1;0;5;12;0;0;0;0;0;0;0;0;0;0;0;0;97
40291444;M;6;Alto;3600000;Pregrado;SOLTERO;BOGOTA D.C.;70;VISA;I;Nacional;1557689;2;1;3;1;2;1;3;1;1;4;2;4;1;2;1;2;2;3;4;2;3;5;4;2;5;8;67
569954;F;4;Alto;3600000;Especializacion;SOLTERO;ANTIOQUIA;70;VISA;P;Internacional;3557982;3;1;5;3;3;8;2;7;1;5;2;2;2;1;2;0;9;0;0;0;1;0;0;1;0;0;55
17284326;F;5;Alto;3600000;Especializacion;CASADO;ANTIOQUIA;70;VISA;P;Internacional;18441101;3;20;24;31;16;40;6;5;47;14;16;5;0;0;0;0;0;4;1;0;0;0;0;0;0;0;229
861600;F;4;Alto;3600000;Pregrado;CASADO;BOGOTA D.C.;70;AMEX;I;Nacional;19802812;2;1;9;1;2;3;1;17;9;7;17;16;2;10;7;9;1;6;5;13;2;11;20;20;8;13;210
13343054;F;6;Alto;3600000;Especializacion;CASADO;ANTIOQUIA;70;VISA;P;Internacional;25244239;3;4;4;10;12;9;8;6;6;7;12;7;10;12;11;15;9;11;1;3;10;7;4;7;9;8;202
21414590;F;4;Medio;3000000;tecnico;CASADO;ANTIOQUIA;70;VISA;P;Nacional;340879;3;7;6;2;14;18;9;7;1;1;4;1;2;5;5;1;2;9;3;5;0;0;0;0;1;0;103
46698468;F;4;Medio;3000000;tecnico;CASADO;ANTIOQUIA;70;VISA;P;Internacional;4259970;3;3;1;1;1;1;4;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13
6258509;M;4;Medio;3000000;Pregrado;SOLTERO;BOGOTA D.C.;70;VISA;I;Nacional;5714171;2;3;2;7;13;5;19;7;8;13;7;3;4;7;11;2;8;2;14;1;0;0;1;0;0;0;137
31521526;F;4;Medio;3000000;Especializacion;SOLTERO;BOGOTA D.C.;70;VISA;I;Nacional;6322258;2;2;6;6;0;0;1;9;7;2;4;1;11;0;0;0;0;0;0;0;0;0;0;0;0;0;49
745835;M;5;Alto;54000000;Maestria;CASADO;VALLE DEL CAUCA;69;AMEX;I;Nacional;25888931;2;3;5;17;18;3;2;18;11;10;12;3;14;0;2;0;0;0;2;8;0;0;0;0;1;0;129
38073128;M;6;Alto;52500000;Pregrado;CASADO;BOGOTA D.C.;69;VISA;I;Nacional;192806;2;1;2;4;8;10;8;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39
29616552;M;4;Alto;45000000;Especializacion;CASADO;BOGOTA D.C.;69;VISA;P;Nacional;18852400;2;2;2;2;3;3;4;5;3;1;2;1;1;1;1;1;1;1;1;1;1;1;3;1;1;4;47
10858195;F;6;Alto;42000000;Maestria;SOLTERO;BOGOTA D.C.;69;AMEX;I;Nacional;12626087;2;5;1;1;1;4;6;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2;0;0;0;0;22
24799141;F;6;Alto;39000000;Pregrado;SOLTERO;BOGOTA D.C.;69;VISA;I;Nacional;12886441;2;1;2;1;3;7;7;3;0;0;3;3;5;3;5;2;1;3;3;0;1;1;3;0;2;0;59
40222173;F;5;Alto;39000000;Especializacion;CASADO;ANTIOQUIA;69;VISA;P;Internacional;35122639;3;2;1;1;4;0;1;4;2;7;2;4;17;4;7;7;14;2;0;2;0;3;7;3;5;5;104
36210631;F;5;Alto;36000000;Maestria;CASADO;BOGOTA D.C.;69;AMEX;I;Nacional;21055884;2;1;12;11;8;15;12;10;17;23;38;90;8;3;1;0;0;1;0;0;0;0;0;0;0;0;250
2227574;F;4;Alto;31500000;Pregrado;SOLTERO;BOGOTA D.C.;69;AMEX;I;Nacional;7129933;2;1;1;2;3;1;0;2;0;1;1;0;1;1;0;0;0;1;0;0;0;0;0;0;1;0;16
3660556;M;4;Alto;31500000;Especializacion;CASADO;ANTIOQUIA;69;VISA;P;Internacional;29333256;3;2;3;3;2;2;2;2;2;2;2;0;2;0;5;0;2;5;0;3;0;0;1;0;2;2;44
44118745;M;4;Alto;30000000;Especializacion;SOLTERO;ANTIOQUIA;69;VISA;P;Internacional;14587135;3;6;4;7;14;9;11;1;1;2;6;6;7;7;5;12;3;5;9;4;15;3;9;8;16;5;175
6926324;M;5;Alto;27000000;Pregrado;CASADO;BOGOTA D.C.;69;AMEX;I;Nacional;7073865;2;4;2;1;3;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13
49067684;F;4;Alto;27000000;Maestria;CASADO;BOGOTA D.C.;69;VISA;P;Nacional;21611531;2;3;6;1;1;5;3;3;6;6;3;4;4;3;8;7;4;9;3;3;4;3;3;20;13;2;127
